Aggregate,WorkExless1,WorkExmore1,GRE/GMAT,GermanLevel,Private,Admission
2.623335097,1,0,1,0,1,1
3.970467792,1,0,0,0,0,0
2.943298581,0,1,1,2,1,1
2.28300612,0,0,0,1,0,0
1.63424961,1,0,1,0,0,1
3.527710052,0,1,0,2,0,0
2.678814666,0,0,1,0,1,0
1.805398668,1,0,1,2,0,1
3.55257303,0,1,0,0,0,0
2.164375296,0,1,1,1,1,1
2.29847837,0,0,0,0,0,0
2.827249865,0,1,1,1,1,1
2.877156662,0,1,0,2,0,0
1.233604308,0,1,1,1,1,1
2.039044306,1,0,1,2,1,1
1.725471283,0,1,1,2,1,1
1.770477492,0,1,1,0,0,1
2.848895302,1,0,1,2,1,0
1.519574804,0,1,1,0,0,1
1.821153225,1,0,1,1,1,1
3.68683206,0,1,0,1,1,0
2.873866573,0,1,1,0,0,0
2.254308903,0,0,0,0,0,0
1.913773703,0,1,0,0,1,1
2.445122339,0,0,0,2,0,0
3.421766028,0,1,1,2,1,0
2.216184705,0,1,0,2,0,1
3.728192868,0,1,1,0,1,0
2.982980768,0,1,1,2,0,0
2.840554981,1,0,0,2,1,0
2.975196571,0,1,1,1,1,1
2.770808098,0,0,0,1,0,0
2.108662867,0,1,1,2,0,1
2.375955004,1,0,1,2,1,1
2.867834022,0,1,1,2,1,1
2.063265901,1,0,1,2,1,1
2.165134795,0,1,1,0,1,1
3.141696178,0,1,1,2,1,0
1.9425226,1,0,1,2,0,1
2.468317277,1,0,1,1,1,1
2.619355315,0,1,1,2,1,1
2.428995859,0,0,1,0,0,0
2.184627731,0,1,1,0,1,1
1.362931675,1,0,0,1,0,1
2.82842438,0,1,1,1,1,0
2.9211949,1,0,0,0,0,0
2.294042451,1,0,1,1,0,1
1.835129277,1,0,1,0,0,1
2.324855987,0,0,0,0,0,0
2.466057,0,0,0,1,0,0
1.506629728,1,0,1,2,1,1
2.170435564,0,1,1,2,1,1
2.251092426,1,0,1,0,1,1
2.497662641,0,0,0,0,0,0
2.421668816,0,1,1,2,0,1
3.985683649,1,0,1,1,1,0
2.394184424,1,0,1,2,1,1
1.501245523,1,0,1,1,0,1
3.43275085,1,0,0,2,1,0
2.073731655,0,0,0,2,0,0
1.702301513,0,0,0,0,0,0
2.727010224,0,0,0,2,0,0
1.531279142,1,0,1,2,0,1
1.600626961,0,0,0,0,0,0
3.094680295,1,0,1,2,1,0
1.913510654,1,0,1,0,1,1
2.309996918,1,0,1,1,1,1
2.497206167,0,1,1,0,1,1
1.817780639,1,0,1,2,1,1
1.843763824,1,0,1,0,1,1
1.927730071,0,0,0,0,0,0
2.302423518,1,0,1,1,1,1
1.100685599,1,0,1,0,1,1
1.766749208,1,0,1,2,1,1
2.659816433,0,0,0,0,0,0
3.018230101,1,0,1,0,1,0
2.384329041,0,0,0,0,0,0
2.995264423,0,1,1,2,1,1
2.30304455,0,0,1,0,0,0
2.646733272,0,0,0,2,0,0
2.604770079,1,0,1,2,1,1
2.334367249,0,0,0,0,0,0
3.615628948,0,1,0,2,0,0
2.28449067,0,1,1,2,0,1
2.970072834,0,1,0,2,1,0
2.474069474,1,0,1,1,0,1
1.911090025,0,1,0,1,1,1
1.761068999,1,0,0,0,1,1
2.642612065,0,1,1,2,1,1
2.081755009,0,1,0,2,1,1
3.52001629,0,1,1,2,1,1
1.894763704,0,1,1,0,1,1
3.968114719,0,1,1,1,1,0
2.902792353,0,1,1,1,1,1
2.920151883,0,1,1,2,1,1
2.644685246,0,0,0,0,0,0
3.946021614,1,0,1,1,1,0
2.701799821,1,0,1,1,1,1
1.532599961,1,0,0,1,0,1
2.79583486,0,0,1,0,0,0
2.091519321,1,0,1,2,0,1
2.153324369,1,0,1,1,1,1
1.436493785,1,0,1,1,0,1
2.865160826,1,0,1,0,0,0
2.012592783,0,0,0,1,0,0
2.44835158,1,0,1,2,0,1
1.997265892,0,0,0,0,0,0
1.753200919,0,1,1,0,0,1
2.685739612,0,0,0,2,0,0
2.817063683,1,0,0,2,1,0
1.832198779,0,0,0,0,0,0
2.524411062,0,0,0,0,0,0
2.007026808,0,0,0,1,0,0
3.969246149,0,1,1,2,0,0
2.072901856,1,0,1,1,0,1
1.656864257,0,1,1,1,1,1
3.113057273,0,1,1,2,1,0
2.477870646,0,0,0,2,0,0
2.652495299,1,0,1,0,1,1
2.022363884,0,0,0,0,0,0
2.914880474,0,1,1,0,1,0
1.730717214,0,1,1,2,0,1
2.498402476,0,0,1,0,0,0
2.347542347,1,0,1,1,0,1
2.377275619,1,0,1,1,1,1
2.889411702,0,1,0,1,1,0
2.279577036,0,0,0,0,0,0
2.340726334,0,0,0,0,0,0
1.898959936,0,1,0,0,1,1
2.734203223,0,0,0,0,0,0
2.798795107,0,0,0,0,0,0
2.308575343,0,0,1,0,0,0
2.320929779,1,0,0,2,1,1
1.912929029,0,0,0,0,0,0
1.830634874,1,0,1,2,1,1
2.747082748,0,1,1,1,1,1
2.811977554,1,0,1,0,1,0
1.677072619,0,1,1,0,0,1
2.522530161,1,0,1,2,1,1
1.6281221,1,0,1,1,0,1
2.239213696,0,0,0,0,0,0
2.580544457,0,0,0,0,0,0
2.870984243,0,1,1,2,1,1
2.470517754,1,0,1,2,0,1
2.956797638,0,1,1,1,1,1
2.725944528,0,0,0,0,0,0
2.607695126,1,0,1,1,1,1
2.732921062,1,0,1,2,1,1
2.475711973,0,1,1,0,1,1
1.996915333,0,1,1,2,1,1
2.864271226,0,1,1,1,1,0
1.894477117,0,0,0,0,0,0
3.079328232,1,0,1,2,1,0
2.312912854,0,0,0,1,0,0
2.373721754,0,0,0,0,0,0
2.536064868,0,0,0,0,0,0
1.936882029,1,0,1,2,0,1
3.779019573,0,1,1,0,1,0
2.891046409,1,0,0,2,0,0
1.819079054,0,1,1,1,1,1
3.857727609,0,1,1,2,1,0
2.432002026,0,1,1,2,0,1
3.240368728,1,0,1,0,1,0
3.046108665,0,1,1,2,1,1
1.79384455,1,0,1,0,1,1
1.964330592,0,0,0,0,0,0
1.976524181,0,1,1,2,1,1
1.513336265,0,0,0,0,0,0
2.729402134,0,0,0,0,0,0
2.443151194,0,0,0,0,0,0
1.687826937,1,0,1,1,0,1
2.803306871,0,1,1,0,1,0
2.984611852,1,0,1,1,1,0
1.756964051,0,0,0,0,0,0
2.956885624,0,1,1,1,1,0
3.929111441,1,0,0,0,1,0
2.790422722,0,1,1,1,1,1
1.946880254,0,1,1,1,0,1
2.85811329,0,1,0,2,0,0
1.984217245,0,1,0,2,0,1
2.840434484,0,1,1,1,1,0
3.276662827,0,1,1,2,1,0
3.444547798,1,0,1,2,1,0
1.506828258,0,0,0,0,0,0
2.2279303,1,0,1,1,0,1
2.247731352,1,0,1,1,1,1
2.004361724,0,0,0,0,0,0
2.335631237,1,0,0,1,1,1
1.851378491,0,1,1,1,0,1
3.778452374,0,1,0,0,0,0
2.67011509,0,0,0,0,0,0
1.688429085,1,0,1,2,1,1
3.672689943,1,0,0,1,1,0
2.325985835,1,0,0,0,1,1
1.896352516,1,0,1,2,1,1
1.623381918,1,0,1,2,0,1
2.651571878,0,0,0,0,0,0
1.881855306,1,0,1,2,0,1
2.300014266,1,0,1,2,1,1
2.811484333,1,0,0,1,1,0
2.798196884,0,0,0,0,0,0
2.84694287,1,0,0,0,0,0
1.121588408,1,0,0,0,1,1
2.329243842,0,1,1,0,1,1
2.006724376,0,0,0,2,0,0
1.832653299,0,0,0,0,0,0
2.067922408,0,0,0,0,0,0
1.747596569,0,1,1,0,0,1
2.496142299,1,0,1,2,0,1
2.359055968,0,0,0,0,0,0
2.16090736,0,0,0,1,0,0
2.753566624,0,0,0,0,0,0
1.673519402,1,0,1,1,1,1
2.952492613,1,0,1,1,1,0
2.996348898,0,1,0,2,0,0
3.724919461,0,1,0,2,1,0
2.415510661,0,1,1,1,0,1
2.42535102,0,0,0,0,0,0
3.625285486,0,1,1,0,1,0
1.862391542,1,0,1,0,1,1
1.994327172,0,0,0,0,0,0
2.963453553,0,1,1,1,1,1
1.612887928,0,0,0,0,0,0
2.764792371,0,0,0,0,0,0
2.055048022,1,0,1,1,0,1
1.866489698,0,1,1,1,1,1
2.328317755,0,0,0,1,0,0
2.586302675,0,0,0,0,0,0
2.466971975,0,0,0,0,0,0
2.937349047,0,1,1,1,1,1
2.608556283,0,0,0,2,0,0
2.898083133,0,1,0,1,0,0
2.483620287,0,0,0,0,0,0
2.357267928,1,0,1,2,0,1
2.534421973,1,0,1,2,1,1
2.393531933,0,0,0,0,0,0
2.828108448,0,1,1,2,1,1
1.246770297,0,1,0,0,1,1
3.978773276,1,0,1,0,1,0
2.723710828,0,0,0,0,0,0
2.371890828,0,1,1,2,0,1
2.475552937,0,0,0,0,0,0
2.972711894,1,0,1,0,1,0
2.842882613,1,0,0,1,1,0
2.184216257,1,0,1,1,0,1
2.545475883,0,0,0,0,0,0
2.18435043,0,1,0,1,1,1
2.509725881,1,0,1,2,1,1
2.885347625,0,1,1,1,1,1
2.331735003,0,0,0,0,0,0
1.710963842,0,1,1,2,1,1
2.960198304,1,0,0,2,1,0
2.722674215,0,0,0,0,0,0
3.86795378,0,1,0,2,1,0
2.000039865,1,0,1,2,1,1
3.870712413,1,0,1,2,1,0
1.107302148,1,0,0,2,0,1
2.566983597,0,0,0,0,0,0
2.285941674,0,0,0,0,0,0
1.64542113,0,1,1,2,1,1
2.734104225,0,1,1,2,1,1
1.897269347,1,0,1,1,0,1
1.894705082,0,0,0,0,0,0
2.065889033,1,0,1,1,1,1
2.723368444,0,0,0,0,0,0
2.520813594,1,0,1,0,1,1
1.740158223,1,0,1,0,0,1
2.321134523,0,1,1,0,1,1
2.437726129,0,0,1,0,0,0
2.85535094,0,1,0,0,0,0
2.217144747,0,0,0,1,0,0
2.386022761,0,0,0,0,0,0
1.996837517,0,1,1,1,1,1
3.955426635,1,0,0,2,1,0
2.304936474,0,0,0,0,0,0
3.072793448,1,0,1,0,1,0
2.133524907,0,1,1,2,1,1
2.057224284,0,0,0,0,0,0
3.403850647,1,0,0,0,1,0
1.686643946,1,0,1,1,1,1
2.00089007,0,0,0,1,0,0
3.626078783,1,0,0,0,1,0
2.417088172,0,0,0,0,0,0
1.610229742,1,0,0,1,0,1
2.60226831,0,0,1,0,1,0
2.972775807,0,1,0,1,0,0
3.683612617,0,1,1,2,0,0
2.270173871,0,1,1,2,1,1
1.837957321,1,0,1,2,0,1
1.594331684,0,1,1,2,0,1
3.933976425,0,1,1,2,0,0
2.063368824,0,1,1,1,0,1
3.65083881,1,0,1,0,1,0
1.615712496,0,1,1,1,1,1
3.961029956,1,0,1,0,0,0
2.448292376,0,0,0,1,0,0
3.771950527,1,0,1,1,0,0
1.615614226,0,1,1,2,1,1
1.810276617,1,0,1,0,1,1
1.946168103,0,1,0,0,0,1
2.113581654,1,0,1,2,0,1
2.318359311,1,0,1,1,0,1
1.941449673,0,0,0,0,0,0
2.404922841,0,1,1,0,1,1
3.003085814,1,0,0,1,1,0
1.86708258,1,0,1,1,0,1
1.573579494,0,0,0,0,0,0
2.823505331,1,0,1,1,0,0
1.726381494,0,1,0,2,0,1
2.482542762,1,0,0,2,1,1
2.307189725,0,0,0,0,0,0
2.93977428,1,0,0,1,1,0
2.439846818,0,1,1,0,0,1
2.626731835,0,0,0,0,0,0
3.717208555,0,1,0,1,0,0
3.176310454,0,1,0,0,0,0
1.85648705,1,0,1,1,0,1
2.912013283,1,0,1,1,1,0
1.803503586,1,0,1,0,1,1
2.170740621,0,1,0,2,0,1
1.934007192,0,0,0,0,0,0
1.888094506,0,0,0,0,0,0
2.037906213,1,0,1,0,1,1
1.721438335,0,1,1,2,1,1
1.382336115,0,1,0,1,0,1
3.23813873,1,0,0,2,1,0
1.638617794,1,0,0,2,1,1
2.571082856,1,0,1,2,1,1
2.478758175,1,0,0,2,1,1
3.57086027,1,0,1,1,0,0
2.918482016,0,1,1,0,0,0
1.965770486,1,0,1,2,1,1
1.669702589,1,0,1,1,0,1
2.906852465,1,0,1,1,1,0
1.867696518,0,1,1,1,1,1
3.467840168,0,1,1,0,1,0
2.836000474,0,1,1,2,0,0
2.141684093,1,0,1,1,1,1
1.639803076,0,0,0,0,0,0
2.189822508,1,0,1,2,1,1
2.462212319,0,0,1,0,0,0
2.427462816,0,0,0,2,0,0
2.262505718,0,1,1,2,1,1
2.789384313,1,0,1,1,1,1
1.624881467,0,1,1,1,1,1
2.034678873,0,0,0,0,0,0
2.490743532,1,0,0,0,1,1
2.454236861,0,0,0,0,0,0
2.841318744,0,1,1,2,1,1
2.649197739,0,1,1,2,1,1
2.116915575,0,0,0,0,0,0
2.556640913,0,1,1,2,1,1
2.642993298,1,0,1,1,1,1
1.988888974,0,1,0,0,1,1
1.82045521,1,0,1,2,1,1
2.913121551,0,1,0,2,0,0
1.531319809,1,0,0,1,0,1
2.54767044,0,0,0,0,0,0
2.545328148,0,0,0,0,0,0
2.711358194,0,0,0,1,0,0
2.892400893,0,1,1,2,1,1
1.56969177,1,0,1,2,0,1
2.926278568,1,0,0,0,0,0
1.879515993,1,0,1,2,0,1
2.723313752,0,1,1,2,1,1
2.494185978,0,0,0,0,0,0
2.260433261,0,0,0,2,0,0
1.653647565,0,0,0,0,0,0
3.840914077,0,1,1,1,1,0
1.275755395,0,1,0,2,1,1
2.544115851,0,0,0,0,0,0
2.498629188,1,0,1,1,1,1
2.921833375,0,1,1,1,1,0
2.170512349,0,1,0,1,1,1
1.850051772,0,1,1,2,1,1
1.841913128,0,1,0,0,1,1
3.138023186,0,1,0,0,1,0
2.796048934,0,0,0,0,1,0
2.963953811,1,0,0,2,1,0
2.245288856,0,1,1,2,1,1
2.320098981,0,0,1,0,0,0
2.406484498,1,0,1,1,0,1
1.986567242,1,0,1,1,1,1
1.873873771,1,0,1,2,1,1
2.994475781,0,1,1,2,1,1
2.930376455,0,1,1,2,1,1
2.882708411,1,0,1,2,1,0
2.496549011,0,0,0,0,0,0
1.963312574,1,0,1,2,0,1
2.427520394,1,0,0,0,1,1
1.836370454,0,0,0,0,0,0
2.492712382,0,0,1,0,0,0
2.367674509,0,0,0,2,0,0
2.853136488,1,0,0,1,0,0
2.317976756,1,0,1,1,1,1
2.197157482,0,0,0,0,0,0
2.767539206,0,0,0,0,0,0
2.614983292,0,0,0,0,0,0
2.375272027,0,0,0,0,0,0
2.080444629,1,0,1,1,1,1
2.153361864,0,1,1,0,1,1
2.893244414,1,0,1,0,0,0
2.73671366,1,0,1,0,1,1
2.567770358,0,0,1,0,0,0
2.928397966,1,0,0,2,1,0
2.418343321,0,0,1,0,0,0
2.567038129,0,1,1,1,1,1
2.800361533,0,1,0,2,0,0
2.398512989,1,0,1,2,0,1
2.995202297,0,1,0,2,1,0
2.411712698,0,0,0,0,0,0
2.758067485,0,0,0,1,0,0
1.933446618,0,1,1,1,0,1
2.673623872,0,0,0,2,0,0
2.151971017,0,1,1,2,1,1
1.726470582,0,0,0,0,0,0
2.043533455,0,1,1,2,1,1
2.794817215,0,0,0,0,0,0
2.547449146,0,1,1,1,1,1
2.242749037,0,0,0,0,0,0
2.326816232,0,1,1,0,0,1
3.205304863,0,1,0,2,0,0
1.694405435,1,0,0,2,1,1
3.607065799,0,1,0,2,1,0
1.465008394,1,0,0,0,1,1
2.641467355,0,0,1,0,0,0
2.654748402,0,0,0,2,0,0
2.384889545,0,0,0,0,0,0
1.648133467,0,0,0,0,0,0
2.467936178,0,1,1,1,1,1
3.121783547,0,1,1,2,1,0
2.328420685,0,0,0,1,0,0
2.77591051,0,1,1,1,1,1
1.869466953,0,1,1,1,0,1
2.884066462,1,0,1,2,0,0
2.162737739,0,1,1,1,0,1
2.079886694,0,1,1,0,1,1
2.006110653,0,1,1,2,1,1
2.284354255,0,1,1,1,1,1
2.831502209,0,1,0,1,1,0
1.899940773,1,0,1,0,1,1
3.584807254,1,0,0,1,0,0
3.782521457,0,1,1,0,1,0
2.39509245,1,0,1,1,0,1
2.73149675,1,0,1,0,1,1
2.145177533,1,0,1,0,1,1
3.246390288,1,0,1,2,0,0
3.273319638,0,1,0,0,0,0
2.311393586,1,0,1,1,1,1
1.722176592,0,0,0,0,0,0
3.873691579,0,1,0,1,1,0
1.937268796,1,0,1,2,1,1
2.440605167,0,0,0,0,0,0
2.06629026,0,1,1,2,0,1
2.82372919,0,1,1,1,1,1
2.317291379,0,1,1,0,0,1
2.714205075,0,0,1,0,1,0
2.898329753,1,0,1,1,0,0
1.880761443,0,0,0,0,0,0
1.997507369,0,1,1,0,1,1
2.666213226,1,0,1,2,1,1
3.763191431,0,1,0,0,1,0
1.545827253,0,1,1,0,1,1
1.718354775,0,0,0,0,0,0
1.764556947,0,0,0,0,0,0
1.660264265,1,0,1,2,0,1
2.176791399,0,0,0,0,0,0
2.584454825,0,1,1,1,1,1
2.185644651,0,0,0,0,0,0
3.024043838,1,0,0,1,0,0
2.05603787,0,0,0,2,0,0
1.893199195,0,0,0,0,0,0
1.909492194,0,1,1,2,1,1
2.54526604,0,0,0,2,0,0
1.915436648,0,1,1,2,1,1
2.938477761,0,1,1,2,1,1
2.333607258,0,1,1,2,1,1
3.409470758,0,1,1,1,0,0
1.756164277,1,0,1,2,0,1
2.22273405,1,0,1,1,1,1
2.296094443,0,1,1,1,1,1
2.674303803,0,0,1,0,0,0
1.958373751,0,1,1,1,0,1
1.650452458,0,1,1,2,0,1
2.700936788,0,0,0,0,0,0
2.594396816,1,0,1,0,1,1
2.412506216,1,0,1,0,1,1
1.678623098,0,1,1,1,1,1
2.577250548,0,0,0,0,0,0
1.536300919,0,1,1,0,0,1
2.835654052,1,0,0,1,0,0
1.838809682,0,1,1,2,1,1
2.846898521,0,1,1,1,1,1
1.891525514,1,0,1,2,1,1
2.354461516,1,0,1,2,1,1
1.574604598,1,0,1,0,1,1
2.507667475,0,0,0,0,0,0
2.920145534,0,1,1,1,1,0
3.461384058,0,1,0,1,1,0
2.568035072,0,1,1,1,1,1
2.849112665,0,1,1,1,1,1
2.798724946,0,0,0,0,1,0
2.54370226,0,0,1,0,1,0
1.812565917,1,0,1,1,1,1
2.780866659,1,0,1,0,1,1
3.285486568,1,0,0,1,0,0
2.307244389,1,0,0,1,1,1
2.537380709,0,0,0,0,0,0
2.091207249,1,0,1,1,1,1
1.931468795,0,1,1,1,1,1
2.997137115,0,1,1,1,1,1
2.915626939,1,0,1,0,0,0
2.6974839,0,1,1,2,1,1
2.389321749,1,0,1,1,1,1
1.85964622,0,1,0,2,1,1
2.4948881,0,0,0,0,0,0
2.639885174,1,0,1,2,1,1
2.410999579,1,0,1,1,1,1
3.950743068,0,1,0,1,1,0
1.750157113,1,0,0,2,0,1
3.790820774,0,1,1,2,1,1
2.692757372,0,0,0,0,0,0
1.631072964,0,1,1,2,1,1
2.941300619,0,1,0,2,0,0
2.57166494,0,0,1,0,1,0
1.831233928,0,0,0,0,0,0
1.728983579,1,0,0,0,0,1
2.362750366,0,1,1,0,0,1
1.260426216,0,1,0,1,0,1
2.035136246,1,0,1,1,1,1
1.135036451,1,0,0,0,1,1
1.84355921,1,0,1,2,1,1
1.969604609,0,1,0,0,0,1
1.733847387,0,1,0,1,1,1
2.162391013,0,1,0,1,0,1
1.94946137,0,1,0,0,1,1
2.259309413,0,1,1,1,1,1
2.873152522,0,1,1,1,0,0
2.380100213,0,0,0,1,0,0
1.986237222,0,1,1,1,0,1
2.039719254,0,0,0,2,0,0
2.44203312,0,1,1,1,0,1
2.656993949,0,0,0,0,0,0
1.996735335,0,1,1,2,1,1
1.813835302,0,1,0,0,0,1
1.969006504,1,0,1,2,1,1
2.83752773,0,1,1,2,0,0
2.924411683,1,0,1,0,0,0
1.636487133,1,0,1,2,1,1
2.514423104,0,1,1,1,1,1
2.792975938,0,1,1,1,1,1
2.224263284,0,0,0,1,0,0
1.975550315,0,1,1,0,0,1
1.346889731,0,1,1,2,0,1
2.141140721,0,0,0,0,0,0
2.35459587,0,0,0,1,0,0
1.827560493,1,0,1,2,0,1
1.991303277,0,1,0,1,0,1
2.151744318,1,0,1,1,0,1
2.434327711,0,0,1,0,0,0
2.879891878,0,1,1,2,0,0
3.156326556,1,0,0,1,1,0
2.491478549,1,0,0,2,1,1
2.406213793,0,1,1,1,1,1
2.328185544,1,0,1,2,0,1
2.859679241,1,0,1,1,0,0
3.568652216,0,1,1,2,1,1
3.639155111,0,1,1,2,1,0
1.354738262,0,1,1,0,1,1
2.165201278,1,0,1,2,1,1
3.398104112,0,1,1,0,0,0
2.33135227,0,0,0,0,0,0
2.996158293,0,1,1,1,1,0
2.477958351,0,1,1,2,1,1
2.483190214,0,0,0,0,0,0
1.922237001,0,0,0,0,0,0
2.438678435,0,1,1,2,0,1
1.959620959,0,1,1,1,0,1
2.484970788,0,0,0,2,0,0
2.347015158,0,1,1,2,1,1
1.886253975,1,0,1,2,0,1
2.255205587,1,0,1,0,1,1
2.885974377,0,1,0,0,0,0
2.083255474,0,0,0,1,0,0
1.626946207,0,0,0,0,0,0
2.499469862,0,0,1,0,0,0
1.688113791,0,1,0,2,0,1
2.860243811,0,1,1,2,1,1
2.427503165,1,0,1,2,0,1
2.740719703,0,0,0,2,0,0
2.908720685,0,1,1,1,1,1
1.753421588,0,0,0,0,0,0
2.433501171,0,0,0,0,0,0
2.901455936,0,1,1,2,1,1
1.936363084,1,0,1,2,1,1
1.651609836,0,0,0,0,0,0
2.299002269,0,0,0,1,0,0
2.16660584,0,0,0,2,0,0
2.701513928,0,0,0,0,0,0
2.255276867,1,0,1,0,1,1
2.361244622,0,0,0,2,0,0
2.964116468,0,1,1,1,1,1
1.887205213,0,1,1,2,0,1
2.979729997,1,0,0,0,1,0
2.051079596,0,0,0,1,0,0
2.90434376,0,1,1,1,1,0
2.18849335,0,0,0,1,0,0
3.509465027,1,0,0,2,1,0
2.5693837,0,1,1,1,1,1
3.649034644,0,1,0,0,1,0
2.146472998,0,1,0,2,1,1
2.346473226,0,0,1,0,0,0
1.897887922,0,1,1,2,1,1
1.865156292,0,0,0,0,0,0
1.847815964,0,1,1,1,1,1
1.931942358,0,0,0,0,0,0
1.853860911,0,1,1,1,1,1
3.412660831,1,0,0,0,1,0
2.412822001,1,0,0,2,1,1
2.037213194,1,0,1,2,0,1
1.504082588,0,1,1,2,0,1
1.743894875,0,0,0,0,0,0
1.691778312,0,1,0,2,1,1
3.956665046,0,1,0,0,0,0
1.70230037,0,1,1,1,1,1
2.364151778,1,0,1,2,0,1
2.311307386,0,0,0,1,0,0
2.861432211,0,1,0,2,1,0
2.137230807,0,0,0,0,0,0
3.900676579,0,1,1,1,1,0
1.507182835,0,0,0,0,0,0
2.217120246,1,0,1,1,1,1
2.827376562,0,1,0,1,0,0
3.116898058,1,0,1,0,0,0
2.599572868,0,1,1,2,1,1
2.516658501,0,1,1,1,1,1
3.970881442,1,0,1,0,1,0
1.880537399,0,1,1,1,1,1
2.619188709,0,0,0,0,0,0
2.290106521,1,0,1,1,0,1
2.405103849,0,1,1,1,0,1
3.774492462,1,0,0,1,1,0
2.790165323,0,0,0,0,0,0
1.921951227,0,0,0,0,0,0
2.709750427,0,1,1,1,1,1
2.605714205,0,1,1,1,1,1
2.544457903,0,0,0,0,0,0
2.300603736,1,0,0,0,1,1
2.567866796,0,0,0,0,0,0
2.330320409,0,0,0,0,0,0
2.548872704,0,0,1,0,1,0
2.641553463,0,0,1,0,0,0
3.893165894,0,1,0,0,1,0
2.414758408,0,0,0,1,0,0
2.860945564,0,1,0,1,1,0
2.431543674,1,0,1,1,1,1
1.69086851,0,1,1,1,0,1
2.888358274,0,1,1,1,1,1
2.135003643,1,0,1,1,0,1
2.985391042,0,1,1,2,1,1
1.481589428,0,1,1,0,0,1
3.832475465,0,1,1,1,1,0
2.193724262,0,0,0,0,0,0
1.817029757,0,0,0,0,0,0
3.147384353,1,0,0,0,0,0
2.401653718,0,1,1,2,0,1
2.890136088,0,1,1,2,1,1
1.520443497,0,1,1,1,0,1
2.503811686,1,0,1,1,1,1
3.546967971,1,0,0,2,1,0
2.709217688,1,0,1,2,1,1
2.410735562,1,0,1,2,1,1
1.801516113,1,0,1,2,0,1
2.050823121,0,1,1,2,0,1
2.51207045,0,0,0,0,1,0
2.947995753,1,0,0,1,0,0
1.575344068,0,0,0,0,0,0
2.961664979,0,1,0,2,0,0
2.343786563,1,0,1,0,1,1
2.347335628,1,0,0,1,1,1
3.790318766,0,1,1,2,0,0
2.469516912,0,1,1,0,0,1
2.812087742,0,1,1,1,1,1
2.571132663,0,0,0,0,0,0
2.719795261,0,0,0,0,0,0
1.055088874,0,1,1,0,0,1
2.41241416,0,0,1,0,0,0
2.351754363,0,1,1,0,0,1
2.262874394,1,0,1,2,1,1
3.137594824,1,0,1,1,0,0
1.623488384,0,0,0,0,0,0
2.339595444,0,0,0,0,0,0
3.340777935,0,1,1,0,0,0
2.809491548,0,1,1,2,1,1
3.183798725,0,1,1,1,0,0
3.456278203,0,1,0,2,0,0
2.414540752,1,0,0,0,1,1
1.534838042,0,1,1,2,1,1
2.737413911,0,0,0,0,0,0
2.192582807,0,0,0,0,0,0
2.02100352,0,0,0,1,0,0
2.920011637,1,0,1,2,1,0
2.434445574,0,1,1,1,0,1
2.105866814,1,0,1,2,1,1
1.622726047,1,0,1,2,0,1
2.112350609,1,0,1,2,1,1
3.899918085,1,0,1,2,1,0
2.633465598,0,0,0,0,0,0
2.934977922,0,1,1,1,1,1
2.502788603,1,0,1,2,1,1
2.354211072,1,0,1,1,1,1
1.725847136,1,0,1,1,0,1
2.935310566,1,0,0,2,0,0
1.726435747,0,0,0,0,0,0
1.921399986,0,0,0,0,0,0
2.319053456,0,0,0,0,0,0
1.71145513,0,1,1,2,1,1
1.800732883,0,1,1,2,1,1
3.574033884,1,0,1,2,1,0
1.974340568,0,1,1,1,1,1
3.007157449,0,1,0,1,0,0
1.816610722,1,0,1,2,0,1
2.67870292,0,0,0,0,0,0
2.979962428,0,1,1,2,1,1
2.366724934,0,1,1,0,1,1
2.721507381,1,0,1,0,1,1
3.246494195,0,1,1,2,1,1
1.912202449,0,1,1,1,0,1
2.444989634,0,0,1,0,0,0
2.479111065,0,0,0,2,0,0
2.465075791,1,0,1,0,1,1
2.698746794,1,0,1,0,1,1
2.574390522,0,1,1,1,1,1
2.402423283,0,0,1,0,0,0
2.440882658,1,0,0,1,1,1
1.588537285,0,0,0,0,0,0
2.107459829,0,1,1,1,1,1
1.96765396,0,0,0,0,0,0
2.472892603,0,0,0,0,0,0
2.361615028,0,0,1,0,0,0
1.814653874,0,0,0,0,0,0
2.607469692,0,0,0,0,0,0
1.719292313,1,0,1,2,1,1
2.502993794,0,1,1,1,1,1
1.369635725,0,1,0,0,1,1
2.959981016,0,1,1,0,0,0
2.359387369,0,0,0,0,0,0
3.531777652,0,1,0,0,0,0
3.497847721,1,0,1,0,1,0
2.886578235,0,1,1,1,1,0
2.277188203,0,0,0,0,0,0
1.840409682,0,1,1,2,1,1
3.548131588,1,0,1,0,1,0
1.702409728,1,0,0,2,0,1
2.608163706,0,1,1,1,1,1
2.709619023,0,0,0,0,0,0
2.603213062,0,0,0,2,0,0
1.931511528,0,0,0,0,0,0
3.271928116,1,0,1,1,0,0
3.314791777,1,0,1,2,1,0
2.791064488,0,0,0,1,0,0
1.542290674,0,1,1,1,0,1
2.416785969,0,0,0,0,0,0
2.001292515,0,1,1,2,1,1
1.964828463,0,1,1,2,1,1
2.661975184,0,0,0,0,0,0
1.673364544,0,1,1,1,1,1
2.450181787,0,1,1,2,0,1
1.936530198,0,1,0,1,0,1
2.309621612,0,0,0,0,0,0
2.87376167,1,0,0,2,1,0
2.844644694,0,1,1,0,0,0
2.184134232,1,0,1,1,1,1
2.12105608,0,0,0,1,0,0
2.202959158,0,1,0,1,1,1
