Aggregate,GRE,Internship,DegCompleted,Winter,GermanLevel,Admission
2.621227201,1,1,1,0,1,1
1.606171912,0,0,1,0,0,1
2.765419795,1,1,1,1,1,1
2.632107449,1,0,1,0,0,0
1.704182377,0,0,1,0,0,1
3.438228777,1,0,1,0,2,0
2.419158417,0,0,0,1,0,0
3.822661206,0,0,1,0,1,0
1.694233997,1,1,1,1,0,1
1.712487493,0,1,1,1,2,1
2.544893971,0,1,0,1,2,0
2.290223204,0,0,0,1,2,0
3.364912497,0,1,0,0,1,0
2.72432861,1,1,1,0,1,1
1.771839395,1,0,1,1,2,1
1.528043556,1,1,1,1,2,1
3.480992164,0,0,0,0,0,0
2.418796156,1,1,1,1,1,1
2.329187719,1,1,1,0,0,1
1.034189392,1,1,0,0,1,1
1.942458983,1,1,1,1,1,1
1.291206262,1,1,0,0,1,1
1.857964225,1,1,1,0,0,1
1.744983726,1,0,0,0,2,1
2.045609275,0,0,0,1,0,0
2.182410034,0,0,0,0,0,0
1.547501237,1,1,1,0,0,1
2.77042846,1,1,1,1,1,0
2.44535681,0,0,1,1,0,0
1.313361994,0,1,1,1,0,1
2.022689609,1,1,1,1,2,1
2.4899646,0,0,0,0,1,0
1.63331391,1,0,1,1,2,1
2.662562577,1,1,1,1,1,1
3.390521333,0,0,0,1,2,0
2.822357326,0,0,1,1,2,0
1.330899845,1,0,0,1,1,1
2.052552803,0,0,0,1,0,0
3.858512669,1,1,1,1,0,0
3.483294494,0,1,1,1,0,0
1.57130092,1,1,1,1,2,1
2.928606612,0,0,0,0,0,0
2.166170329,0,0,0,1,0,0
2.708866556,0,1,0,1,0,0
2.493546363,1,1,1,0,2,1
2.35885051,1,0,0,0,0,0
2.597737048,0,1,0,1,0,0
2.667041036,1,1,1,1,2,0
2.710881424,0,1,0,0,0,0
1.86777411,1,1,1,0,0,1
2.725232698,0,1,0,0,2,0
2.11317558,0,0,0,1,0,0
2.477678334,1,1,1,1,0,1
2.423051121,1,1,1,0,0,1
2.108689258,1,1,1,0,2,1
3.376056084,0,1,1,0,0,0
1.630404784,1,1,1,1,1,1
1.981270547,1,0,1,0,2,1
1.983070162,1,1,1,1,0,1
2.080930568,0,1,1,1,2,1
1.558253044,1,0,1,0,1,1
2.466126466,0,0,1,0,1,0
2.515300788,1,0,0,1,2,0
2.779159217,0,0,0,1,1,0
2.395621237,1,1,1,0,2,1
1.936434894,1,0,1,1,2,1
2.390346564,1,1,1,1,1,1
2.206387217,0,0,0,1,0,0
1.557510685,1,0,1,1,2,1
2.21609097,1,1,0,1,0,0
2.162885749,0,0,0,1,0,0
2.236207053,0,0,0,1,0,0
2.673302404,1,1,1,0,0,0
1.761678866,0,1,1,0,2,1
1.600063163,1,1,1,0,2,1
2.415705442,0,0,1,1,1,0
2.193590365,0,0,0,0,0,0
2.731607403,0,1,1,1,0,0
1.943159142,1,1,1,1,0,1
3.723231868,0,0,1,1,0,0
3.34880589,0,1,0,0,2,0
2.694392203,0,0,0,0,2,0
2.414811103,1,1,1,0,2,1
1.569131137,1,1,1,0,1,1
2.373581717,1,1,1,0,0,1
2.121018453,1,1,1,0,1,1
1.597629843,1,1,0,0,1,1
1.565851749,1,1,1,1,0,1
2.456637677,1,1,1,1,2,1
2.38782868,1,1,1,0,2,1
1.682263866,0,1,1,0,1,1
2.223295716,0,0,0,0,0,0
2.209007821,1,0,0,0,0,0
2.749491731,0,0,0,1,0,0
2.163825751,1,1,1,1,1,1
2.191451387,1,1,1,1,1,1
1.595666439,1,0,0,0,1,1
1.792314063,1,0,0,1,1,1
1.770505976,1,1,0,1,2,1
1.562607811,1,1,1,1,2,1
2.470877764,1,1,1,0,0,1
2.631560234,0,1,0,0,0,0
3.454883344,1,1,1,0,2,0
2.198388091,0,1,1,0,2,1
2.610116829,0,0,1,1,0,0
2.182569656,1,1,1,0,1,1
3.268008788,1,0,0,1,0,0
3.272173935,1,1,0,1,2,0
2.298699326,0,0,0,1,0,0
2.239548164,0,0,0,0,0,0
2.092314194,0,0,0,1,0,0
2.757592149,1,0,0,0,2,0
2.809961301,1,0,0,0,0,0
2.282367692,1,1,1,1,1,1
3.660507523,1,1,0,1,1,0
2.317700155,1,1,0,0,0,0
1.978335376,1,1,1,0,2,1
1.51573586,1,1,1,0,2,1
1.731762851,1,1,1,1,2,1
1.698671598,1,1,1,1,1,1
2.148894333,1,0,1,1,1,1
3.476473355,1,1,1,1,2,0
1.665248927,1,1,1,1,0,1
2.29559546,0,0,0,0,0,0
2.719387941,1,0,0,0,2,0
1.89237434,1,1,1,1,1,1
2.732311622,0,1,0,1,0,0
2.116031685,0,0,0,1,0,0
2.731281449,1,0,0,1,2,0
1.882335751,1,0,1,1,2,1
2.20959779,0,1,0,0,0,0
2.87960386,0,0,0,0,1,0
2.769366758,1,0,0,1,2,0
1.599802993,1,0,0,0,1,1
1.651150903,1,1,0,0,1,1
1.516702579,1,1,0,0,1,1
1.980231689,1,0,1,0,1,1
2.217714961,1,1,1,0,2,1
2.404038031,1,1,1,0,1,1
2.703358582,1,1,1,0,1,1
2.677758525,1,1,0,0,1,0
2.579366751,1,1,1,1,1,0
1.8832538,1,1,1,0,2,1
1.76937636,0,0,1,1,0,1
1.793060158,1,1,1,1,2,1
2.984938631,1,1,1,0,2,0
2.317892461,1,1,1,1,0,1
1.204458653,0,0,0,0,2,1
2.6431558,0,1,0,0,1,0
2.953524784,1,1,1,1,0,0
1.302199981,0,1,0,1,0,1
2.472751641,1,1,1,1,2,1
3.591542537,0,1,0,0,0,0
2.618169045,1,0,1,1,2,0
2.895436793,1,1,0,0,1,0
2.023824062,0,0,0,1,0,0
2.593882821,0,0,0,1,1,0
1.682862125,1,0,0,1,1,1
2.156390602,1,1,1,1,2,1
2.40972801,1,1,0,0,0,0
2.53404377,1,0,1,0,1,0
2.635373969,0,0,0,1,0,0
2.256488244,0,0,0,0,0,0
3.756826165,0,0,1,1,0,0
2.722187918,1,0,1,1,1,0
1.841565147,1,1,1,0,1,1
2.779364876,1,1,1,0,1,1
1.783560727,1,1,1,1,1,1
2.785561546,1,1,0,0,0,0
2.392752128,1,1,1,1,2,1
1.741259295,0,1,1,1,0,1
1.765904792,1,0,1,1,1,1
3.552772462,1,0,1,0,0,0
1.884240538,0,1,1,0,2,1
2.246363962,1,1,1,0,0,1
2.719270549,0,0,0,0,0,0
2.239694106,0,0,0,0,0,0
1.694306469,0,0,1,0,0,1
2.161236298,1,1,1,0,0,1
2.787300433,1,1,0,1,1,0
2.374509151,1,1,1,0,2,1
1.60959915,1,0,1,0,2,1
2.04963075,1,0,1,0,1,1
2.607026782,0,1,1,1,1,0
2.775930632,1,1,0,0,1,0
1.658584501,1,1,1,0,1,1
2.29322893,1,1,1,0,2,1
2.353993472,0,0,0,0,0,0
2.625727386,0,1,1,1,0,0
2.477333368,0,0,0,1,0,0
2.301213201,0,0,0,0,0,0
2.141471628,1,1,1,0,1,1
1.908065164,1,1,1,0,2,1
1.715902486,0,0,0,1,0,1
3.700329842,1,1,0,1,2,0
3.7632012,1,1,0,0,0,0
2.410243799,1,1,1,1,0,1
2.790335184,0,1,1,1,2,0
2.284121317,1,0,0,1,0,0
1.67118749,0,1,1,0,2,1
1.764663828,1,0,1,1,1,1
3.164540857,1,1,1,1,2,0
3.462621569,0,0,0,1,1,0
1.997600685,1,1,1,0,1,1
2.0525174,1,1,1,0,1,1
3.440486032,1,1,0,1,1,0
2.242364256,0,0,0,1,0,0
3.05741913,1,1,0,1,0,0
3.254086518,1,0,1,1,0,0
1.691986246,1,1,1,0,2,1
2.269399088,0,0,0,0,0,0
2.579289039,0,1,0,1,1,0
1.71371698,1,1,1,0,1,1
3.384767323,0,0,0,0,1,0
1.72847142,0,1,1,1,2,1
1.783255812,0,0,0,0,0,1
2.703346914,1,0,0,0,0,0
3.435433915,0,1,0,1,1,0
1.819275119,1,1,1,1,0,1
2.3288737,0,0,0,1,2,0
1.975982294,1,1,1,1,0,1
2.224543978,0,0,0,0,1,0
2.100826637,1,1,1,0,2,1
3.216269672,1,1,0,1,1,0
2.188171067,0,0,0,1,0,0
2.952988704,1,0,0,0,0,0
1.755173528,0,0,0,0,0,1
2.391503497,1,0,0,1,0,0
2.273588129,0,0,0,1,0,0
2.101770121,0,1,1,1,1,1
1.599254038,0,0,1,0,0,1
2.663210933,1,1,1,1,0,0
1.802632628,1,1,1,1,1,1
2.083108201,1,1,1,1,1,1
2.199042647,1,1,1,1,1,1
1.750377895,1,1,1,0,2,1
2.17115648,1,0,1,0,2,1
2.65797011,1,1,1,0,0,0
2.29125684,0,0,0,1,0,0
2.738095018,0,1,1,1,0,0
2.226448394,1,1,1,1,1,1
2.501870226,0,0,1,0,0,0
2.748424888,0,1,0,0,0,0
2.206513915,0,0,0,1,0,0
1.788624339,0,1,1,1,2,1
1.599146259,1,0,0,0,2,1
2.039090044,0,0,0,1,0,0
2.325297461,1,1,0,0,0,0
3.415597141,0,0,0,0,1,0
2.26036374,1,1,1,1,0,1
1.029257843,0,1,0,0,1,1
2.620904776,0,1,1,0,1,0
2.496083674,0,0,0,1,0,0
2.217674007,0,0,0,1,0,0
2.079970584,0,0,0,0,0,0
1.548400255,1,1,1,0,2,1
1.972752123,1,1,1,0,1,1
2.709378019,1,1,1,1,1,1
1.603198984,0,1,1,1,2,1
2.76822661,0,0,0,0,0,0
2.768089081,0,1,0,1,1,0
2.547699011,0,1,0,1,1,0
2.140167956,1,1,1,1,0,1
2.763167397,0,1,0,1,1,0
2.564935533,0,0,0,0,2,0
1.507672209,1,0,1,0,1,1
2.51072979,0,0,1,0,2,0
1.847280664,0,1,1,0,1,1
2.244254097,1,1,1,1,2,1
1.517171664,1,1,1,1,2,1
2.143220627,0,0,0,0,0,0
2.775477156,0,0,0,0,2,0
2.435695966,1,0,0,1,0,0
3.898542664,0,1,0,1,2,0
1.70242465,0,0,1,1,0,1
1.969279929,1,1,1,1,0,1
2.734039062,1,1,0,0,1,0
2.328336731,0,1,0,1,0,0
2.059091731,1,1,1,0,2,1
2.007554056,0,0,0,0,0,0
2.065608572,1,1,1,0,2,1
1.723291956,1,1,1,1,2,1
2.627717851,0,0,1,1,0,0
2.217126296,1,1,1,1,2,1
2.520084378,1,1,1,0,1,1
2.295333931,0,0,0,0,0,0
2.205191616,0,0,0,0,0,0
3.860047152,1,0,0,1,2,0
2.062985663,0,0,0,0,0,0
2.560936717,0,0,0,0,1,0
2.376330315,0,1,0,0,0,0
2.251358187,0,0,0,0,0,0
2.522734294,1,1,1,0,1,1
2.004180818,1,1,1,0,0,1
1.639972016,1,1,1,0,2,1
2.109663849,1,1,1,1,1,1
1.877314481,0,1,1,0,2,1
2.475432402,0,0,0,1,0,0
1.596326206,1,0,0,1,2,1
1.524096917,1,0,1,1,1,1
2.22989055,1,1,0,0,0,0
2.458616444,0,1,0,0,0,0
2.6585325,1,0,1,0,2,0
2.010721034,1,1,1,0,1,1
3.062722564,0,0,1,0,0,0
2.731664863,1,0,1,1,2,0
2.642976171,1,1,0,0,2,0
1.959425553,1,0,1,1,1,1
2.284969461,1,1,1,1,1,1
1.917393737,1,1,1,0,0,1
3.078487787,0,0,1,1,1,0
1.512463246,1,1,1,1,2,1
2.296583459,0,0,0,1,0,0
2.700254746,1,1,1,1,1,1
2.201473065,1,1,1,1,2,1
2.083912386,1,1,1,0,0,1
1.620381414,0,0,1,1,0,1
3.081532215,1,1,1,1,0,0
2.210605742,0,0,0,0,0,0
2.237550887,0,0,0,1,2,0
2.335815978,0,0,1,1,1,0
1.56142805,1,1,0,1,2,1
3.864012098,1,0,1,1,2,0
2.030927223,0,0,0,0,0,0
1.714684185,0,0,0,1,0,1
2.100057332,0,0,0,0,0,0
2.217444874,0,0,0,1,0,0
3.307658508,1,1,0,1,1,0
2.223700899,0,0,0,0,0,0
1.58498759,1,1,1,0,2,1
1.59837066,0,0,1,0,0,1
1.68443724,0,0,1,1,0,1
2.433814701,1,1,0,1,0,0
1.919806151,1,1,1,1,2,1
2.590175913,1,0,0,1,2,0
2.2549588,0,0,0,0,0,0
1.660843016,1,0,0,0,2,1
1.844839238,1,1,1,1,1,1
2.704412117,0,0,1,0,2,0
2.023917952,0,1,1,0,1,1
1.500661016,1,1,1,0,1,1
2.133709666,0,0,0,0,0,0
2.296104582,0,0,0,1,0,0
2.274340633,1,1,1,0,1,1
3.257729989,1,0,1,0,0,0
2.630099436,1,1,0,1,1,0
2.513600124,0,0,1,1,0,0
2.365629157,0,0,0,1,1,0
2.352100687,1,1,1,0,1,1
3.544470114,0,0,0,0,0,0
1.570213277,1,0,0,0,2,1
1.858087773,1,1,1,1,0,1
2.198792871,0,0,0,0,0,0
1.776940063,1,1,1,1,2,1
2.450739219,1,1,1,0,1,1
2.250038099,0,0,0,1,0,0
1.874842003,1,1,1,1,1,1
1.958497454,1,1,1,1,2,1
2.208934058,0,0,0,0,0,0
2.096674987,0,1,1,1,1,1
2.491727948,1,1,1,0,0,1
2.570912354,1,1,1,0,1,1
2.334144922,0,0,0,0,0,0
3.989994148,1,0,1,1,1,0
2.243054878,0,1,0,0,0,0
1.889356531,1,1,1,0,0,1
2.536621121,1,1,1,1,2,0
1.769962723,0,0,1,0,0,1
3.607102895,1,0,1,0,1,0
1.702504843,0,0,0,0,0,1
1.878699508,1,1,1,1,2,1
2.576379014,1,1,1,1,1,1
2.310456457,1,1,1,0,0,1
2.249975338,1,1,1,0,2,1
1.64623978,1,1,1,0,1,1
2.307314026,1,1,1,1,2,1
1.658909323,1,1,1,0,1,1
2.648013277,1,1,1,0,0,0
2.381871097,0,0,1,0,1,0
2.204711881,1,1,1,0,2,1
3.526208936,1,1,1,0,1,0
1.519903851,1,0,0,0,2,1
2.776539276,0,1,1,1,0,0
2.179677258,0,0,0,0,0,0
2.025995502,0,0,0,0,0,0
2.076007214,0,0,0,1,0,0
2.283590668,0,0,0,0,0,0
1.670248071,0,0,1,0,0,1
1.5519696,1,0,1,1,1,1
2.141455926,1,1,1,0,1,1
3.033376948,1,1,0,1,2,0
2.212163283,0,0,0,1,0,0
2.635495118,0,0,1,0,2,0
2.252201464,1,1,1,1,1,1
1.802637214,0,1,1,1,2,1
3.194782742,1,0,0,1,0,0
2.758603465,1,1,0,1,1,0
1.886890633,1,0,1,1,2,1
2.711292984,1,0,1,1,2,0
1.003871498,0,0,1,0,2,1
1.760558333,1,1,1,0,1,1
2.780374382,1,0,1,1,2,0
2.231674745,1,1,1,0,2,1
2.045349172,0,0,0,1,0,0
1.554910577,0,1,1,1,2,1
2.439931688,1,1,1,1,0,1
2.231507373,0,0,0,0,0,0
2.56878993,0,0,0,0,1,0
1.559656678,1,1,0,0,2,1
1.659518419,0,1,1,0,1,1
2.173303234,0,0,0,1,0,0
1.86476934,0,1,1,0,1,1
1.605631381,0,0,0,0,0,1
1.91983579,1,1,1,0,1,1
1.969559195,1,1,1,0,0,1
1.844784186,1,1,1,0,1,1
1.900123998,1,1,1,0,1,1
2.025234274,0,0,0,0,0,0
1.994779209,1,1,1,1,1,1
2.317486872,1,0,0,1,0,0
1.842089607,1,1,1,1,2,1
3.071141459,1,0,1,0,1,0
2.443672394,1,1,1,0,0,1
2.466820154,0,1,0,0,0,0
1.887711279,1,1,1,0,1,1
1.524264687,1,0,1,0,2,1
1.54178775,0,1,1,1,1,1
2.334432388,0,0,1,1,1,0
1.517504038,1,0,1,0,2,1
1.666023079,0,1,1,0,2,1
1.645718351,1,0,1,1,2,1
1.620784116,1,1,1,0,1,1
2.716507917,1,1,1,1,0,0
2.269456594,1,0,0,0,0,0
1.619760555,0,1,1,0,0,1
1.572205667,1,1,1,1,2,1
2.247261127,0,0,1,0,1,0
2.412185006,0,0,0,1,0,0
2.364200096,1,1,1,0,2,1
2.602788808,0,1,0,1,2,0
2.039018975,1,1,1,0,1,1
1.654099422,1,1,1,1,1,1
2.065822067,1,1,1,0,0,1
2.460057628,1,1,1,1,1,1
2.230432665,0,0,0,1,0,0
3.839657076,1,1,0,1,1,0
2.174526292,1,1,1,0,1,1
1.082631341,1,0,0,1,0,1
2.282332532,0,0,0,0,0,0
2.154656688,0,0,0,0,0,0
1.543091311,0,1,1,0,0,1
3.670596433,0,1,1,0,1,0
2.509356079,1,0,0,1,2,0
2.299352245,0,0,0,0,0,0
1.735926592,0,1,1,1,2,1
3.340944883,1,0,0,0,1,0
3.353903499,0,0,0,0,2,0
1.624296367,1,1,0,1,2,1
2.342007838,0,1,0,1,0,0
1.085939029,1,1,0,0,2,1
1.70456808,1,0,1,0,1,1
1.653246765,1,1,1,1,2,1
1.566571103,1,0,1,1,2,1
2.737591736,1,1,0,1,1,0
2.733285479,0,1,1,0,0,0
2.644183989,1,1,1,0,1,1
2.243200113,0,0,0,0,0,0
1.53786333,0,0,0,0,0,1
2.187889822,0,0,0,0,0,0
2.344957959,0,0,0,0,0,0
1.61970747,0,1,1,1,1,1
1.808868383,1,1,1,0,2,1
2.745482278,0,0,1,0,0,0
2.343589715,1,0,0,1,0,0
2.027514028,0,1,1,1,1,1
1.723591141,1,1,1,1,2,1
3.472183977,1,0,0,1,2,0
2.627370481,1,1,0,1,0,0
1.645071857,0,1,1,0,2,1
2.70005152,0,1,0,0,0,0
1.638714647,1,0,1,0,2,1
2.262433909,1,1,1,0,1,1
2.042789652,1,1,1,1,0,1
1.70849003,0,1,1,1,2,1
2.293737274,0,0,0,1,0,0
1.524980563,1,1,1,0,2,1
2.65464452,1,1,0,1,1,0
2.210326094,1,0,0,0,0,0
2.771984937,0,0,1,1,1,0
1.034140526,0,0,0,1,0,1
2.101666536,0,0,0,0,0,0
1.888344488,0,1,1,1,2,1
2.560822444,1,1,1,1,1,1
2.003187808,0,0,0,1,0,0
2.65761571,1,1,1,0,0,0
2.219781313,1,0,0,1,0,0
2.945049149,0,1,0,0,1,0
1.631649139,0,0,0,1,0,1
2.512247687,1,0,0,0,0,0
1.798155108,1,1,1,1,2,1
2.211431026,1,1,1,1,0,1
3.824537502,1,0,1,0,1,0
2.26708785,1,1,1,0,0,1
2.210203156,0,0,0,0,0,0
2.556585252,1,1,1,1,1,1
1.877888787,1,1,1,1,1,1
2.314848494,1,1,1,1,0,1
2.208862471,0,0,0,0,0,0
2.676332574,0,1,1,0,2,0
2.438047266,0,0,0,1,1,0
2.174177079,1,1,1,1,2,1
2.429874667,1,1,1,0,2,1
1.739527252,0,1,1,1,2,1
2.506366164,1,0,1,1,0,0
1.597551885,1,1,1,0,1,1
1.976940836,1,1,1,0,1,1
2.577312091,1,1,0,0,2,0
3.962562081,1,1,0,1,2,0
2.024754403,0,0,0,0,0,0
2.280637987,0,0,0,1,0,0
1.516320185,0,0,0,1,0,1
2.085374942,1,1,1,0,1,1
2.409653586,1,1,1,0,0,1
1.746494578,1,1,1,1,1,1
1.73540843,1,1,1,1,1,1
2.270157264,1,1,1,0,2,1
1.529914238,1,1,1,1,1,1
2.247314664,0,0,0,1,2,0
1.57233492,0,0,0,0,0,1
1.631020157,0,0,1,0,0,1
2.061348165,1,1,1,1,0,1
1.675557203,1,1,1,1,0,1
1.811511507,1,1,1,0,0,1
2.435096285,1,0,0,0,0,0
1.790613782,1,0,1,0,1,1
2.560782517,0,1,0,0,1,0
2.744140848,0,1,1,1,2,0
2.176598591,1,0,1,0,1,1
1.673285186,1,1,1,1,2,1
2.598723367,0,0,1,1,0,0
2.359496704,1,1,1,1,1,1
2.624735894,0,0,1,1,1,0
1.879980915,0,1,1,0,2,1
2.708176278,0,1,0,1,0,0
1.752180167,1,1,0,0,2,1
1.647448247,0,0,1,1,0,1
2.576693354,0,1,1,1,1,0
3.775321117,0,1,1,0,0,0
1.954137581,1,1,1,1,1,1
1.55179355,0,0,1,0,0,1
1.720097531,0,1,1,1,0,1
1.868133858,1,1,1,1,2,1
1.059280973,1,1,0,0,2,1
3.285435112,0,0,0,0,0,0
1.621359841,0,0,0,0,0,1
3.405349675,0,0,0,1,0,0
1.795544425,1,1,1,1,1,1
1.364695275,1,0,0,1,1,1
2.579971522,1,0,1,0,2,0
1.694773703,0,0,0,0,0,1
1.871454375,1,1,1,0,1,1
2.505691393,0,0,0,0,0,0
2.601958329,1,0,0,1,1,0
1.614495849,0,1,1,0,1,1
2.626174544,1,0,1,0,2,0
1.807824926,1,1,1,0,1,1
1.85916178,1,1,1,1,0,1
2.18789323,0,0,0,1,0,0
2.114718152,1,1,1,1,1,1
2.457756391,0,0,0,0,0,0
2.792593921,1,1,1,1,1,1
2.259621201,0,0,0,0,0,0
2.290227494,1,1,1,0,0,1
2.780078618,0,1,0,0,1,0
1.596253267,0,0,0,1,0,1
3.045138489,1,0,0,0,1,0
2.305541277,1,1,1,1,0,1
2.54930431,1,1,1,0,1,1
2.605015464,1,1,0,1,1,0
2.38294984,1,0,0,1,0,0
1.592205274,0,0,1,0,0,1
1.203766255,1,1,1,0,0,1
2.58193329,0,1,1,1,0,0
2.359458943,1,1,1,1,0,1
1.969600913,1,0,1,0,1,1
2.544700855,1,1,0,0,2,0
2.390821452,0,0,0,0,0,0
2.266542749,1,1,1,1,0,1
2.355174366,0,0,0,0,0,0
2.166489432,0,1,1,1,2,1
2.27029697,1,1,1,1,0,1
2.767907061,0,0,1,0,1,0
2.654852257,0,1,0,0,2,0
1.180065681,1,1,1,0,2,1
1.747394177,1,1,1,0,1,1
3.628191958,1,1,1,0,2,0
1.186776234,0,0,1,0,0,1
1.690771109,1,1,1,0,1,1
2.04515783,0,0,0,1,0,0
2.183727659,1,1,1,1,1,1
2.457602011,0,0,0,0,0,0
2.069424388,0,0,0,1,0,0
2.294344033,0,0,0,1,0,0
1.529292969,1,0,1,1,1,1
1.94014124,1,0,1,1,1,1
2.101623421,0,0,0,1,0,0
2.137047264,1,1,1,1,2,1
1.477103062,0,0,0,1,1,1
2.081422854,1,0,1,0,1,1
3.153614892,0,1,0,1,2,0
2.026319052,0,0,0,1,0,0
2.680160777,1,1,1,1,0,0
1.572151009,0,1,1,1,1,1
3.312982789,1,1,0,0,0,0
2.578750385,1,1,0,0,1,0
1.675804068,1,0,0,1,1,1
2.717304968,0,0,1,0,0,0
1.041239652,1,1,0,1,1,1
2.149010921,0,0,0,0,0,0
2.507168902,0,0,1,0,0,0
3.64708114,0,0,1,0,1,0
1.585458351,0,0,0,1,0,1
2.409309601,1,1,1,1,2,1
1.527364283,1,1,1,0,0,1
2.237598427,0,0,0,1,0,0
2.268775779,1,1,1,0,2,1
3.81293436,0,0,0,0,1,0
2.607042808,0,1,1,0,1,0
1.643526453,0,0,1,1,0,1
1.926367537,1,1,1,1,1,1
2.7882588,0,0,0,1,0,0
2.532420312,1,0,1,0,2,0
2.136721917,0,0,0,1,0,0
2.398456931,0,0,0,0,0,0
1.808178948,1,1,1,0,1,1
1.362881037,1,1,1,0,2,1
2.485260716,1,1,1,0,1,1
1.77693639,1,1,0,1,1,1
2.187538098,1,1,1,1,0,1
2.539575793,1,1,1,1,1,0
1.351105884,1,1,0,0,2,1
3.021057785,1,0,0,0,0,0
2.022780894,1,1,1,1,2,1
2.01253156,0,0,0,0,0,0
3.200312041,0,1,0,1,2,0
2.519574573,0,1,0,1,1,0
1.931151652,1,1,1,0,1,1
1.831585395,1,1,1,1,1,1
1.60510518,1,0,1,0,2,1
1.546963869,1,1,1,1,1,1
1.849969165,0,1,1,0,1,1
2.173548982,1,1,1,0,1,1
2.246974881,1,1,1,0,1,1
1.852291104,1,1,1,0,1,1
2.20807831,0,0,0,0,0,0
2.280538931,0,0,1,0,2,0
2.041855818,1,1,1,1,0,1
2.525049193,0,1,1,1,2,0
2.078300405,0,0,0,1,0,0
2.098664407,1,1,1,1,2,1
1.740585854,1,1,0,0,2,1
3.229868545,1,0,1,0,2,0
2.679086535,0,1,1,0,0,0
1.890064903,1,1,1,1,1,1
1.396042604,1,0,1,1,0,1
1.529162661,1,0,1,1,2,1
3.590919832,0,0,0,1,0,0
2.796178726,1,1,1,0,1,1
1.514242385,0,1,1,1,1,1
2.421300265,1,1,1,0,0,1
2.238869994,1,1,1,1,2,1
2.013523658,1,1,1,0,1,1
1.52465324,1,0,0,0,2,1
2.176305059,1,1,1,1,1,1
1.801879734,0,1,1,0,2,1
1.545133634,1,0,0,1,1,1
1.535910788,0,1,1,1,0,1
1.494869737,1,0,1,1,0,1
1.526653331,1,1,1,0,0,1
2.679001947,1,0,1,1,0,0
2.822971356,1,1,0,0,0,0
2.614783164,1,0,1,1,0,0
2.781335286,1,0,1,1,0,0
2.513153938,0,1,1,1,0,0
2.287690026,0,0,0,0,0,0
2.151893812,0,0,0,0,0,0
1.94008986,1,1,1,1,1,1
2.711605453,1,0,0,1,1,0
1.184278568,1,0,1,0,0,1
2.76454423,1,0,1,1,2,0
1.788608029,1,1,1,1,2,1
2.371253847,0,0,0,1,0,0
2.46451121,0,0,0,0,0,0
1.606229138,1,1,1,1,1,1
1.507047154,1,1,1,0,1,1
2.018283956,0,0,0,0,0,0
1.747586772,0,0,0,1,0,1
2.182371928,0,0,0,1,0,0
2.561455404,1,1,0,0,1,0
2.482046743,1,1,1,1,0,1
2.748445917,0,1,0,0,1,0
2.260562931,0,0,1,0,1,0
2.722585462,0,1,1,0,2,0
2.888280314,1,0,1,0,0,0
2.332652405,1,1,1,1,1,1
2.136314221,0,1,1,1,2,1
2.713852253,0,1,1,0,0,0
1.408159829,0,1,1,1,1,1
2.215180665,1,1,1,1,1,1
2.186243364,0,0,0,1,0,0
2.569873413,0,1,1,1,0,0
1.985186435,1,1,1,0,1,1
2.591754834,0,1,0,0,0,0
2.212199706,0,0,0,1,0,0
1.230219795,1,0,0,1,1,1
2.664052396,1,1,0,1,1,0
3.558320555,0,1,1,0,0,0
2.364242716,1,1,1,0,1,1
1.485633554,1,0,0,1,2,1
1.616591587,0,0,0,1,0,1
1.580666862,1,1,1,1,1,1
1.731340088,1,0,0,0,2,1
2.548480666,1,1,0,1,2,0
1.652864398,1,0,1,0,2,1
1.939990153,0,1,1,1,2,1
2.472983443,0,0,0,0,1,0
2.209661042,1,1,0,1,0,0
1.515850889,1,0,0,1,1,1
2.790830282,0,1,0,1,1,0
1.581520282,1,1,1,1,0,1
2.754289495,1,1,1,1,1,1
1.950536983,1,1,1,1,2,1
1.630300342,1,0,0,0,2,1
1.74792132,0,0,0,0,0,1
1.52546696,1,0,1,0,1,1
2.196563174,1,1,1,0,2,1
3.084490264,1,1,0,1,2,0
3.401608848,0,1,0,1,0,0
1.820447772,1,1,1,0,2,1
1.697199555,1,0,1,0,1,1
2.110605318,0,1,1,0,1,1
1.697718697,1,1,1,0,1,1
3.540145879,1,1,0,0,2,0
3.257200468,0,1,0,0,0,0
2.267375994,1,1,1,0,0,1
2.204075667,0,0,0,1,0,0
2.131679148,0,0,0,0,0,0
2.387132436,0,0,0,1,0,0
2.615829362,1,0,1,0,1,0
1.731989179,1,0,1,1,2,1
2.715586754,0,1,1,1,1,0
1.670957157,1,1,0,1,1,1
1.067365234,1,1,1,0,2,1
2.19116697,0,0,0,0,0,0
2.622498633,0,0,0,1,0,0
2.102665574,0,0,0,1,0,0
1.566598761,1,1,0,1,2,1
2.220453539,1,1,1,1,0,1
1.435136214,1,0,0,0,2,1
2.55554955,0,0,1,1,0,0
2.469606027,1,1,0,0,0,0
2.557400991,1,0,0,1,1,0
1.910154327,0,1,1,0,2,1
2.406312851,1,1,1,0,1,1
2.180804717,0,0,0,0,0,0
2.175896849,0,0,0,1,0,0
1.597492895,0,1,1,1,2,1
2.046451334,1,1,1,1,1,1
2.525486588,1,1,1,1,0,0
1.874188809,1,0,1,0,2,1
1.628407739,0,0,0,1,0,1
2.566309413,0,1,0,0,0,0
1.785580498,0,1,1,0,0,1
3.426669019,1,1,1,0,2,0
2.410164859,0,0,0,0,0,0
