Aggregate,Internship,GRE,GermanLevel,DegreeCompleted,Winter,Admission
2.215067139,1,0,2,1,1,1
2.271529057,1,1,1,1,1,1
2.408503841,0,0,1,0,0,0
2.520680636,0,1,0,0,1,0
2.715144373,1,1,1,1,1,1
2.767625368,1,1,2,1,0,1
1.698517695,1,1,0,0,0,1
2.768246311,0,0,1,0,1,0
2.282645927,0,1,2,0,1,0
1.667912115,1,1,2,1,0,1
2.330532184,1,0,1,1,1,1
1.696110305,1,0,2,1,1,1
2.735480516,1,1,2,1,1,1
2.059646999,0,0,0,0,0,0
2.189979856,0,1,0,0,1,0
2.422478594,0,1,0,0,0,0
1.729784953,0,0,2,1,0,1
1.738371756,1,1,2,1,0,1
3.533422332,1,1,1,1,0,0
1.541678093,0,1,1,0,0,1
1.549582893,1,1,1,0,1,1
2.222113906,0,0,0,0,0,0
1.04785873,1,1,2,0,0,1
3.024699696,1,1,2,0,0,0
2.651763857,0,0,1,1,0,0
1.976175503,1,1,1,1,1,1
1.682373391,0,0,0,1,0,1
1.593063011,0,0,0,0,0,0
2.496681735,0,1,0,0,1,0
2.46737338,1,1,0,1,1,1
2.598806327,0,0,2,1,0,0
2.818233387,0,0,0,0,1,0
1.680936214,1,1,1,1,0,1
2.320775229,0,1,1,1,1,1
3.034937611,0,0,2,0,1,0
2.660738488,0,0,2,0,1,0
1.867203134,1,1,1,0,1,1
1.569241983,1,0,1,0,0,1
2.176603208,0,1,0,0,0,0
2.712579017,1,0,2,0,1,0
1.984979236,1,1,1,1,0,1
2.2550105,0,1,1,1,0,1
2.303027427,0,1,2,1,0,1
2.63091315,0,1,0,0,1,0
3.431992394,1,0,2,1,0,0
2.223683659,0,1,1,0,1,0
2.766036125,1,1,2,1,0,1
2.140086291,1,1,2,0,1,1
2.365197845,1,1,2,1,1,1
1.655809048,1,1,2,1,0,1
1.578807648,1,0,1,1,0,1
2.68647119,0,1,0,0,0,0
2.32002241,1,0,1,1,0,1
2.231558063,1,0,2,1,0,1
3.004720566,0,1,0,0,1,0
2.777459888,1,1,1,1,0,1
2.746506613,0,1,0,0,0,0
1.635924125,1,1,1,0,1,1
2.748882111,1,1,2,1,0,1
2.294970742,0,1,2,1,1,1
3.77601522,1,0,1,1,0,0
3.905610575,0,1,1,0,1,0
3.407638605,0,0,0,1,1,0
2.616521637,1,0,1,1,1,1
1.95497775,0,1,1,1,0,1
2.772746094,1,0,1,0,0,0
2.019714191,0,0,0,0,1,0
2.241523637,0,0,0,0,1,0
2.534854267,1,1,2,1,1,1
2.355620642,0,1,2,1,1,1
2.589155854,0,0,0,0,0,0
2.661240864,1,1,1,1,1,1
2.441012563,0,0,0,0,0,0
2.716959523,1,1,0,0,0,0
2.716329761,1,1,1,1,1,1
2.112996679,1,1,2,0,0,1
2.783413875,1,1,1,1,0,1
2.396463433,0,0,1,0,1,0
1.628297093,0,1,1,1,1,1
1.662804639,0,0,0,0,0,0
3.728039547,1,0,0,0,1,0
2.17914259,1,1,2,0,1,1
3.241341491,1,1,0,1,1,0
2.517117802,0,1,0,0,0,0
1.547691079,1,1,2,0,0,1
2.268405181,0,0,2,0,1,0
1.878218303,1,1,2,1,1,1
2.309470587,0,0,0,0,0,0
2.74204872,1,1,1,1,1,1
2.075534264,1,1,1,1,1,1
2.746866359,1,1,2,1,0,1
3.428088571,1,0,2,1,0,0
2.190426002,1,0,1,1,0,1
2.472588694,0,0,1,0,0,0
1.236993283,1,1,2,1,0,1
2.530906334,1,1,1,1,1,1
1.706782557,1,1,1,1,0,1
2.451588038,1,1,0,1,0,1
1.778182778,0,0,0,0,0,0
2.375084416,0,0,0,0,1,0
2.182482238,1,0,1,1,0,1
2.220556754,1,0,1,1,0,1
2.733237241,0,0,1,0,0,0
1.602606351,1,1,2,1,1,1
2.674870315,1,1,2,1,0,1
2.062505954,1,0,2,0,1,1
2.573056129,0,0,0,0,0,0
2.688292886,0,0,0,0,1,0
1.754725977,0,0,0,0,0,0
2.082603051,1,1,2,0,0,1
2.191368305,0,0,0,0,0,0
1.959380091,0,0,0,0,0,0
2.387140223,1,0,1,1,0,1
2.371823905,0,0,0,0,0,0
2.573149915,0,1,0,0,0,0
1.959790709,1,1,1,1,1,1
2.663536106,1,1,0,1,0,1
2.485609523,0,0,2,0,0,0
2.725580938,1,1,1,0,1,0
2.454494542,0,0,0,0,1,0
1.923454096,1,0,1,1,0,1
2.539600145,1,1,2,1,0,1
2.316344971,0,0,0,0,1,0
2.547183067,0,0,0,0,0,0
2.054318539,1,1,0,1,1,1
1.604220306,1,1,2,1,1,1
1.517380381,0,0,0,0,0,0
3.377497046,1,1,2,0,1,0
2.080427516,0,1,0,1,0,1
1.722779232,0,0,1,1,0,1
2.465847202,0,0,1,0,0,0
2.39632808,0,0,0,0,1,0
1.746258784,1,1,2,0,1,1
2.486646602,1,1,2,1,1,1
2.312203215,1,1,2,1,0,1
2.763725214,1,0,1,1,0,0
2.272269231,1,1,2,1,0,1
1.655860612,1,0,0,0,1,1
2.478351295,0,0,0,0,0,0
2.848022814,1,0,0,1,0,0
1.552698343,0,0,1,1,0,1
2.274611293,0,0,1,0,0,0
2.533723106,1,1,1,1,0,1
3.170586728,1,1,2,0,1,0
1.302382174,1,1,1,0,0,1
3.955591226,0,1,2,1,1,0
2.3162229,1,1,2,1,1,1
2.112083445,0,0,0,0,0,0
1.620925784,0,0,2,1,0,1
1.725741164,1,1,0,0,1,1
2.068829539,0,1,0,1,0,1
2.39146187,0,0,0,0,0,0
2.591240365,0,0,0,0,0,0
2.518038429,1,1,0,1,0,1
2.526381129,1,1,1,1,0,1
2.977288501,0,1,0,1,0,0
2.275112933,0,0,0,0,0,0
1.809008685,1,1,1,0,1,1
1.885030068,0,0,0,0,0,0
1.702475358,0,1,0,0,0,1
2.308671246,0,1,1,1,0,1
1.673158367,1,1,2,0,1,1
2.38909835,1,0,2,1,0,1
1.847919262,1,1,0,0,0,1
2.030358226,1,1,1,1,0,1
2.33383318,0,1,2,1,0,1
2.318347537,1,0,1,1,1,1
3.246281027,1,1,2,1,1,0
2.014135522,1,1,0,1,0,1
3.807094516,1,0,1,0,0,0
3.186956452,0,0,1,1,1,0
1.790981046,1,1,1,0,1,1
1.652716484,1,1,0,0,0,1
1.007691825,1,1,1,1,0,1
2.324021503,0,1,1,0,0,0
2.553041734,0,1,0,0,0,0
1.264780042,0,0,0,0,1,1
2.31134407,1,0,2,1,0,1
2.647661785,0,0,1,0,1,0
2.694993075,1,1,0,1,1,1
3.260235902,0,0,0,1,0,0
1.898449433,1,0,1,1,0,1
3.397419704,1,1,0,0,0,0
2.274420904,1,1,2,1,0,1
1.548544322,1,1,2,1,0,1
3.894832874,1,1,0,0,1,0
2.606328786,1,1,1,1,1,1
2.38911364,0,0,2,0,0,0
3.18832184,0,0,2,0,0,0
2.517967298,0,0,0,0,1,0
2.221107517,1,1,1,1,0,1
1.866107772,0,0,1,1,0,1
3.661251483,1,1,2,1,1,0
2.485816313,0,0,1,1,1,0
3.640433905,1,1,0,0,0,0
2.795085277,1,1,1,1,1,1
1.527399573,1,1,1,0,0,1
2.603750728,0,1,0,0,1,0
1.744243985,0,1,2,1,0,1
2.706317518,0,0,0,1,0,0
2.334586544,0,1,2,1,1,1
1.884414452,0,0,0,0,0,0
2.637897268,1,1,1,1,0,1
2.342421888,1,1,2,1,0,1
2.078180149,0,1,2,1,1,1
3.236304686,1,1,0,0,0,0
2.668041128,0,0,0,0,1,0
2.725879677,1,1,2,1,1,1
2.155268836,0,1,1,1,1,1
1.544759637,1,1,1,0,0,1
2.7084007,1,1,1,1,0,1
1.620430081,1,0,1,1,1,1
2.727383554,0,1,0,0,0,0
2.717453331,0,1,1,1,0,0
2.331301672,1,1,2,1,1,1
1.901801753,1,1,1,1,0,1
2.087088654,1,1,2,1,0,1
2.441144877,0,0,1,1,0,0
2.966867008,0,1,1,0,0,0
3.141837727,0,0,0,1,0,0
1.853018085,1,1,1,1,1,1
2.790657535,1,1,1,1,1,1
2.757932372,1,1,2,1,1,1
2.063098854,1,1,2,0,0,1
1.163641806,1,0,1,0,1,1
2.779333656,0,1,0,0,1,0
2.527876505,0,0,2,0,0,0
3.743442227,0,1,1,0,1,0
2.433296234,1,1,1,1,0,1
2.203544702,1,1,2,1,1,1
2.44003101,0,0,0,1,0,0
2.209374023,0,1,0,0,1,0
3.521457501,1,0,1,0,1,0
3.805344548,0,1,0,1,0,0
2.461875384,0,0,0,0,0,0
2.54604796,0,0,2,0,0,0
1.759039965,1,1,1,1,0,1
1.622892068,0,0,0,0,1,0
2.383952713,1,1,1,1,0,1
2.799991662,1,1,1,1,0,1
2.257190866,1,0,2,1,1,1
2.964375088,0,1,1,1,0,0
2.269086982,0,0,0,0,1,0
2.153083098,1,1,1,0,0,1
2.437440829,0,0,0,0,1,0
2.251258604,0,0,0,1,1,0
2.592641921,0,0,0,1,1,0
2.090633775,0,1,0,1,0,1
2.641761269,0,0,1,1,0,0
2.53427486,0,0,0,0,0,0
2.637177571,0,0,0,0,1,0
2.844291942,0,1,2,0,1,0
1.692715468,0,0,0,0,1,0
2.659107632,0,0,0,0,1,0
1.924051467,0,1,2,1,0,1
1.733751449,0,0,0,0,1,0
1.963685851,0,0,0,0,0,0
2.265440149,0,0,0,0,1,0
2.338655122,1,1,1,1,0,1
2.284138214,1,1,1,1,1,1
2.754441501,1,1,2,1,0,1
2.87007075,1,0,0,0,0,0
1.76987919,1,1,0,1,0,1
1.939336097,1,1,1,1,1,1
1.625134857,1,0,2,1,1,1
2.164552103,1,0,1,1,0,1
2.026653593,0,0,0,0,0,0
2.548186017,0,0,2,1,0,0
3.847575222,1,1,2,0,0,0
1.906342672,1,1,2,1,0,1
2.076742935,1,1,2,1,0,1
1.787434631,1,1,1,1,1,1
2.3125722,0,0,0,0,1,0
1.622859097,0,1,0,0,1,1
1.880714698,1,1,2,1,0,1
1.765195295,1,0,2,1,0,1
2.453597817,1,1,2,1,1,1
2.699130362,1,1,2,1,1,1
2.508012471,1,1,0,1,0,1
2.759757586,0,1,1,0,0,0
3.573502285,1,0,2,1,1,0
2.286087041,0,1,2,1,1,1
2.009678635,1,1,2,1,0,1
1.994199967,0,0,0,0,1,0
2.657819639,0,1,0,0,1,0
2.529457527,0,0,0,1,1,0
1.700006771,1,1,1,0,0,1
1.806008854,1,0,2,1,1,1
2.67297135,0,1,0,0,0,0
1.784213304,1,1,1,1,0,1
1.231085532,0,0,2,1,1,1
2.393124378,1,1,2,1,0,1
2.036806057,1,1,1,0,1,1
2.553162765,1,1,2,1,1,1
2.333299089,0,1,1,0,0,0
2.075697358,1,1,2,0,1,1
1.545009935,0,0,0,0,1,0
1.660999565,1,0,1,0,1,1
2.610701168,0,0,0,0,0,0
2.556257946,1,0,1,1,1,1
2.895215283,1,0,0,0,1,0
3.326863491,0,0,1,0,1,0
2.251887153,1,1,1,1,0,1
2.774161899,1,1,1,1,1,1
1.931577102,1,1,2,0,0,1
3.81305319,0,1,2,0,1,0
2.798576798,1,1,1,1,0,1
2.377598258,0,1,1,1,0,1
2.710910971,1,1,1,1,1,1
2.207555363,0,0,0,0,0,0
2.068406752,0,0,0,0,1,0
2.280904631,0,1,2,0,1,0
1.671295994,1,0,0,1,1,1
1.92156517,1,0,1,1,0,1
2.399053822,0,1,2,1,1,1
2.748995497,0,1,0,1,0,0
1.786174657,0,1,2,0,1,1
2.298298188,1,1,2,1,0,1
3.739526363,1,0,2,1,0,0
2.777455213,1,1,1,0,1,0
2.189162724,1,1,1,1,0,1
2.722153119,1,1,1,0,0,0
1.538811384,1,1,2,1,0,1
2.286351904,0,0,2,0,0,0
2.804413809,1,0,1,1,0,0
2.266095638,0,1,1,0,0,0
2.088249326,0,1,2,1,1,1
2.01432101,0,0,0,0,1,0
1.533702785,1,1,1,1,0,1
2.28468199,0,1,1,0,0,0
1.514046769,1,0,1,1,1,1
2.503633119,1,1,1,1,0,1
2.150013483,1,1,2,0,1,1
2.395444835,1,1,1,1,1,1
1.118791966,1,0,0,0,1,1
2.778930842,1,1,2,1,1,1
2.393373657,1,0,2,1,1,1
1.55859101,1,1,1,1,0,1
2.172556326,0,1,1,1,1,1
3.018543258,0,0,1,0,0,0
3.534586015,0,1,0,0,1,0
1.676156762,0,0,2,1,0,1
2.091104235,0,1,1,1,0,1
1.743059773,0,0,0,0,0,0
1.901302979,1,1,1,0,1,1
1.099945832,1,1,0,1,0,1
1.950696671,0,1,0,1,1,1
2.041188279,0,0,0,0,1,0
2.323055544,1,1,2,1,0,1
2.696431561,1,1,2,1,0,1
1.909481209,1,1,2,1,0,1
2.794003844,1,1,1,1,0,1
1.693622881,1,0,1,0,0,1
2.369717064,0,1,2,1,0,1
2.762796951,1,1,2,1,1,1
3.774808629,1,1,1,0,0,0
3.558065583,0,1,0,0,0,0
2.376514543,0,0,0,1,0,0
2.316377145,1,1,1,1,1,1
1.771222913,1,1,2,1,0,1
2.189001417,0,1,0,1,0,1
2.62498423,0,0,0,0,1,0
2.613278604,1,1,2,1,1,1
2.589491686,0,0,0,0,1,0
1.493739447,1,0,2,1,0,1
3.409700018,1,1,0,0,0,0
2.751109109,1,1,2,1,1,1
2.483156831,0,0,0,0,0,0
1.904822816,0,0,0,0,1,0
1.767456405,1,1,2,1,0,1
3.336785124,0,1,0,1,0,0
2.535479331,0,0,0,0,1,0
2.724691372,0,1,0,0,0,0
2.542321396,0,0,1,1,1,0
1.764673134,0,0,0,0,0,0
2.791180829,0,0,1,1,0,0
1.13825681,0,0,1,0,0,1
1.088294729,1,1,0,1,1,1
2.680349861,0,0,0,0,1,0
2.242881998,0,0,1,0,0,0
2.971518785,0,0,2,1,0,0
1.711046053,0,0,2,0,0,1
2.786371409,0,1,0,1,0,0
1.94602594,0,1,0,0,1,0
2.391199317,0,0,0,1,1,0
2.359032571,1,1,1,1,0,1
2.252769204,0,0,0,0,0,0
2.283216161,0,0,0,1,1,0
2.75367593,0,0,0,0,0,0
2.73504021,1,1,2,1,1,1
3.6739573,1,0,2,0,1,0
2.313338167,1,1,1,1,0,1
2.251693644,0,0,0,0,0,0
1.614638015,1,1,1,1,1,1
1.558959935,0,1,1,1,1,1
2.214984607,0,0,0,0,1,0
2.037428716,1,1,1,1,0,1
2.57515676,0,0,2,1,1,0
2.345893419,0,1,2,1,0,1
2.160338333,0,1,0,1,1,1
2.011146141,1,0,0,1,0,1
2.210332583,0,0,1,0,1,0
2.119981003,0,0,0,0,1,0
2.360676992,1,0,2,1,0,1
2.557932565,1,1,2,1,0,1
1.761116799,1,1,0,0,1,1
2.606312609,0,1,0,0,0,0
2.061880944,1,0,1,1,0,1
2.685465073,0,1,0,0,0,0
2.784065927,1,1,2,1,1,1
2.004432924,1,0,1,0,1,1
2.750274198,1,0,0,0,1,0
2.260873179,1,0,1,1,0,1
1.590653009,0,0,1,0,0,1
2.822138614,1,1,0,0,0,0
1.914478521,1,1,1,1,1,1
1.990150715,0,1,1,1,0,1
1.970407075,0,0,0,0,0,0
2.446480522,0,1,0,0,1,0
2.745018337,1,1,1,1,1,1
2.738349951,0,1,0,1,0,0
1.659150998,1,1,2,0,1,1
2.507632526,0,0,0,0,1,0
2.21113414,1,1,2,1,0,1
2.762381341,1,1,1,1,1,1
2.320865762,0,0,2,0,0,0
1.885827712,0,0,0,0,1,0
2.779782509,0,1,1,1,0,0
1.976212564,1,0,1,1,0,1
3.892237673,0,0,1,0,0,0
2.030702057,1,1,0,1,1,1
2.481723445,1,1,1,1,0,1
2.216300858,1,0,2,1,0,1
2.300531078,0,0,0,1,1,0
1.344496923,0,1,2,1,0,1
1.801272149,1,1,2,1,0,1
2.477565984,0,0,0,0,0,0
1.905454766,0,1,0,0,1,0
1.615625542,1,1,2,0,0,1
1.838257991,1,0,1,1,1,1
3.443804074,0,1,2,0,0,0
2.609915098,1,1,1,1,1,1
3.00986499,0,1,2,0,1,0
2.688185672,0,0,0,0,0,0
1.572327721,1,0,1,0,0,1
2.362153309,1,0,1,1,0,1
2.242582547,1,1,2,1,0,1
2.285302858,0,0,0,1,1,0
2.718321423,1,1,2,1,1,1
1.994630814,0,0,0,0,1,0
3.286761253,1,0,0,0,1,0
2.370669218,1,1,1,1,1,1
1.981170192,0,0,0,0,1,0
2.216075627,0,0,1,0,0,0
2.40831215,1,1,1,1,0,1
2.493475001,0,0,2,1,1,0
2.296215142,0,0,0,0,1,0
2.775800015,1,1,2,1,0,1
1.99302488,0,0,0,0,0,0
1.898173429,1,1,2,0,0,1
2.62644481,0,0,2,0,1,0
2.883796058,1,0,0,0,0,0
2.564270672,0,0,2,0,0,0
3.163410486,0,0,0,0,1,0
2.420668957,0,0,1,0,1,0
2.527429222,0,0,0,0,0,0
1.766534488,0,0,0,0,1,0
1.773372922,0,1,1,1,0,1
1.554655977,1,1,2,1,1,1
2.335797872,0,1,0,0,0,0
2.735529132,1,1,1,1,1,1
2.454243059,0,0,0,0,1,0
2.758574464,1,1,1,1,0,1
2.51180856,0,0,0,0,0,0
2.151656627,1,1,1,0,0,1
2.265419864,0,1,2,0,1,0
1.832851642,0,0,0,0,0,0
2.688976931,0,0,2,1,1,0
2.249715952,0,0,0,1,1,0
1.874107961,1,1,2,0,0,1
2.757417311,1,1,2,1,0,1
2.741539366,1,1,2,1,1,1
2.501147299,0,1,0,0,0,0
2.013630874,1,0,2,1,0,1
2.794632637,1,1,2,1,1,1
1.901765237,0,0,0,0,1,0
2.691233074,0,0,0,0,0,0
2.229631902,1,1,1,1,1,1
2.667469108,1,1,1,1,0,1
2.506115551,1,1,2,1,0,1
2.530316696,0,0,0,0,1,0
2.649271238,0,0,0,0,1,0
1.595569102,1,0,1,1,0,1
2.299233706,1,1,1,1,1,1
2.217870828,0,1,2,1,1,1
1.569263596,1,1,2,1,1,1
2.491610823,0,0,1,1,1,0
2.489115257,0,1,0,0,1,0
1.6336218,1,0,0,0,0,1
2.565403697,0,0,2,0,0,0
2.074147695,0,1,0,1,1,1
2.578662825,0,0,0,0,0,0
2.440635074,0,0,0,1,1,0
2.201299686,0,0,0,0,0,0
1.959411135,0,0,0,0,1,0
2.256445183,1,1,1,1,0,1
2.086955834,1,1,1,1,0,1
2.797581286,0,1,0,1,1,0
2.535014379,0,0,0,0,0,0
2.384720902,0,1,0,0,1,0
3.241286763,1,1,0,1,0,0
2.198056337,1,1,2,1,0,1
2.567217507,0,0,1,1,1,0
2.594149264,0,1,0,0,0,0
1.900068945,1,0,1,0,0,1
2.385432996,1,1,2,1,1,1
1.609879617,1,0,2,1,0,1
2.34922184,0,0,0,0,1,0
1.809562415,1,1,2,1,0,1
3.718638623,1,1,2,0,0,0
1.771305091,0,1,1,1,1,1
2.373246842,0,1,1,0,0,0
2.05477996,0,0,0,0,0,0
2.074290208,1,0,2,0,1,1
1.764877124,0,0,2,1,0,1
2.339391911,0,0,0,0,1,0
2.234603539,0,0,0,0,0,0
2.415439229,0,0,0,0,1,0
2.475340606,1,1,2,1,1,1
1.821750713,0,0,0,0,1,0
3.778618039,1,1,2,1,1,0
2.154066919,1,1,2,0,1,1
1.413559829,1,1,1,1,0,1
2.323244627,0,0,0,0,0,0
2.306412254,1,0,1,1,1,1
1.129445173,1,0,0,1,1,1
2.629081798,1,1,0,1,1,1
2.079107058,1,0,2,1,1,1
1.548158949,0,0,0,0,1,1
1.342734032,0,1,0,0,1,1
2.352312953,1,1,1,1,1,1
2.26724176,1,1,2,1,1,1
2.157981897,1,1,1,0,0,1
2.393783713,1,0,1,1,0,1
1.656169896,1,1,2,1,0,1
2.322567867,1,1,1,1,1,1
1.875112941,0,1,2,1,0,1
2.438928523,0,0,1,1,1,0
1.880394622,1,1,2,1,0,1
1.24881681,1,1,2,0,0,1
2.729220039,0,1,0,1,0,0
2.621848259,0,0,0,0,1,0
2.779790531,1,1,0,0,1,0
2.461896399,1,1,1,1,0,1
2.773635427,1,1,2,1,1,1
2.206287335,0,0,0,0,1,0
2.337220693,1,0,2,1,1,1
2.61837341,0,0,0,0,1,0
1.591912408,0,1,2,1,0,1
3.833975345,1,1,2,1,0,0
3.446180788,1,0,1,1,0,0
2.243456958,1,1,2,1,1,1
1.530555338,1,1,2,1,1,1
2.36016122,0,1,1,1,0,1
2.727157028,1,0,1,1,0,0
3.716312538,1,1,1,1,1,0
2.764505176,1,1,1,1,0,1
3.955846548,1,1,0,0,1,0
2.688362591,0,0,0,0,0,0
2.527280249,0,0,0,0,1,0
2.179764259,1,1,2,1,0,1
1.764144069,1,1,0,0,1,1
2.336445056,1,1,2,1,0,1
2.734899592,1,1,0,0,0,0
2.17553102,1,1,1,1,1,1
2.320905719,0,1,0,0,0,0
2.781393929,0,1,1,0,1,0
2.281776792,1,1,2,1,0,1
1.098824354,0,1,1,1,1,1
2.45439466,0,0,0,0,1,0
2.540306827,1,1,2,1,1,1
1.89721477,0,0,0,0,1,0
2.645668569,0,1,0,0,0,0
1.978226854,1,0,1,1,1,1
2.188912385,1,1,2,1,1,1
3.445792605,0,1,1,1,1,0
2.760567907,1,0,0,1,0,0
2.224543219,1,1,1,1,1,1
2.186829657,0,1,2,1,1,1
1.866530885,0,0,0,0,1,0
2.298308769,1,1,1,1,1,1
2.500541572,0,0,2,0,1,0
2.790635236,1,1,1,1,1,1
2.204376502,0,0,0,0,1,0
2.568703354,1,0,2,1,1,1
2.152784928,0,1,0,1,1,1
2.417325582,1,0,2,1,0,1
2.631160114,1,1,2,1,1,1
2.31314023,0,1,2,1,0,1
2.709795995,1,1,2,1,0,1
1.901561499,1,1,2,1,0,1
3.102382268,0,0,2,1,0,0
2.324286174,0,0,0,0,1,0
2.140263681,1,1,2,1,1,1
1.965835633,0,1,2,1,1,1
2.188616191,1,1,2,1,1,1
2.123990805,1,0,1,0,1,1
1.347795621,0,0,1,1,1,1
1.744514027,1,1,1,1,0,1
3.857222995,1,1,0,1,1,0
3.514311343,0,0,2,1,1,0
1.869246365,1,0,1,1,1,1
2.733032768,1,1,0,0,1,0
2.332406156,0,0,0,0,1,0
1.701720203,1,1,0,1,0,1
1.749681721,0,1,1,0,0,1
2.554232477,1,0,1,1,1,1
2.269344325,1,0,2,1,1,1
2.061255396,0,1,0,0,0,0
2.653592405,1,1,1,1,1,1
1.751964091,1,0,0,1,1,1
1.833895265,1,0,2,0,0,1
2.344465875,0,0,0,1,1,0
1.993803231,1,1,0,1,0,1
1.653958161,1,1,0,0,1,1
2.359945036,1,1,2,1,0,1
1.534699388,1,1,2,0,1,1
1.154315104,1,1,1,1,1,1
1.459626052,1,0,0,1,0,1
2.373274087,0,0,0,0,1,0
2.742058634,1,1,1,1,0,1
2.341844888,0,1,1,1,1,1
1.557051164,0,1,0,0,1,1
3.569721864,1,0,2,0,0,0
2.381754554,0,0,0,1,1,0
2.467204923,0,0,2,1,1,0
2.587759552,1,1,2,1,1,1
3.551518241,1,1,0,1,0,0
2.79145395,1,1,0,1,1,0
2.203255585,0,1,2,1,1,1
2.525419415,1,1,0,1,1,1
2.712910501,1,1,2,1,0,1
2.722633768,0,1,0,1,1,0
2.452798282,1,1,2,1,0,1
1.709304515,1,1,2,0,1,1
1.021295869,0,1,1,0,1,1
2.4074239,0,0,0,0,1,0
2.190447444,0,1,2,1,0,1
2.308300382,1,1,1,1,1,1
3.70617612,1,0,0,0,0,0
1.769704126,0,0,0,0,0,0
2.27706423,0,0,2,0,1,0
2.715587625,1,1,1,1,0,1
1.709814347,0,0,1,1,0,1
2.239945953,0,1,1,0,1,0
3.155270808,0,1,1,1,0,0
2.619016838,0,1,0,0,1,0
1.643079334,1,1,1,0,1,1
3.962026425,0,0,0,1,0,0
3.279943149,1,0,2,0,0,0
3.124189887,0,1,0,0,1,0
2.143903837,0,1,0,0,1,0
3.598632232,0,0,0,1,0,0
2.727488192,1,0,1,1,1,0
1.660101365,1,1,1,1,0,1
1.950846451,0,0,0,0,0,0
2.712642519,1,1,1,1,0,1
2.206774961,0,0,0,0,0,0
2.360520411,0,1,1,0,0,0
2.427581677,0,0,0,1,1,0
2.79651908,1,1,2,1,0,1
2.299289857,0,0,0,0,0,0
2.634511264,1,1,2,1,0,1
2.726202324,0,1,2,1,0,0
2.468878307,1,1,2,1,1,1
2.26466631,0,0,0,1,1,0
2.722551035,0,0,2,1,0,0
2.288418829,1,0,2,1,1,1
2.750152807,0,0,1,0,1,0
2.479088543,0,0,0,0,1,0
1.977293852,1,0,2,0,1,1
2.4276399,0,0,0,0,1,0
1.884907775,1,0,2,1,1,1
2.055993446,1,1,2,1,0,1
1.62050538,1,1,1,0,1,1
2.690881645,1,1,0,1,1,1
1.473175684,1,0,1,1,0,1
2.24997955,0,0,2,0,0,0
2.432440794,0,0,0,0,1,0
1.543160275,1,0,1,1,0,1
2.525701713,1,0,2,1,1,1
1.656196957,1,1,0,1,1,1
1.718351279,1,1,0,0,0,1
2.719108375,1,1,2,1,0,1
2.588859093,0,0,2,1,0,0
2.495665615,0,1,0,0,1,0
1.732668422,1,0,2,1,0,1
2.762101317,1,1,2,0,1,0
3.89987417,0,0,0,0,0,0
2.502652284,1,0,1,1,1,1
2.185791453,0,0,0,0,1,0
2.05223328,1,1,1,0,1,1
1.608448132,1,1,2,0,0,1
3.578095669,1,1,1,1,0,0
3.365227647,0,1,0,0,0,0
3.283072287,0,1,2,0,1,0
1.399711762,1,1,2,0,1,1
2.443219845,0,0,0,0,0,0
1.810630198,0,1,2,1,1,1
2.369688568,1,0,1,1,1,1
2.766985181,0,1,0,1,1,0
2.755357504,1,1,1,1,0,1
3.542876525,0,0,0,1,0,0
2.612794529,1,1,1,1,0,1
2.543123467,0,0,0,0,1,0
3.115748391,0,0,0,0,1,0
2.529175896,0,0,0,0,0,0
1.827983345,0,0,0,1,1,1
2.463377999,0,0,0,0,1,0
1.761353645,0,1,0,1,0,1
2.703036513,1,1,1,1,1,1
2.339505395,1,1,2,1,1,1
2.454396285,0,0,2,1,0,0
2.216993893,0,1,1,0,0,0
2.779396046,1,1,1,1,0,0
2.793605329,0,0,2,1,0,0
1.992621274,0,1,0,1,0,1
2.255103158,1,1,1,1,1,1
1.705741664,0,1,1,1,1,1
1.672502857,1,1,1,1,1,1
1.954562048,1,1,0,1,0,1
2.561628229,0,0,0,0,1,0
2.045232174,0,0,0,0,0,0
2.63035292,0,0,2,0,0,0
2.442237191,1,1,1,1,1,1
3.092418187,0,1,1,0,0,0
2.207160934,1,1,2,1,0,1
2.182686918,1,1,2,1,0,1
1.679439082,1,1,2,1,1,1
2.379140329,0,1,2,1,0,1
3.870709807,0,0,2,1,1,0
2.21824121,0,1,2,1,1,1
1.989333882,0,0,0,0,1,0
1.676865768,0,0,2,1,1,1
1.959533894,1,1,1,0,1,1
2.2097297,0,1,2,1,1,1
2.399716865,1,0,1,1,0,1
2.128219546,0,0,0,0,1,0
1.91017834,1,1,0,1,0,1
2.509609493,0,1,0,0,1,0
2.460427886,0,0,0,0,1,0
2.780204227,0,0,0,0,1,0
2.061241846,1,1,1,0,1,1
2.377750128,1,1,2,1,0,1
2.741639853,0,1,2,0,1,0
2.305384602,0,0,0,1,1,0
2.054474342,0,1,0,1,0,1
1.937311322,1,1,2,1,0,1
2.282073648,1,1,2,1,0,1
2.320727961,1,1,1,1,0,1
2.309346047,0,1,0,0,1,0
2.513468795,0,0,0,0,1,0
2.485729054,1,1,2,1,0,1
1.824845504,0,0,0,0,0,0
1.565448618,1,1,2,1,0,1
1.934056764,1,1,1,1,0,1
2.235008358,1,1,1,1,0,1
2.471919257,1,0,1,1,1,1
2.323273338,1,1,2,1,1,1
2.413936701,0,1,0,0,1,0
2.752096317,0,0,1,1,0,0
2.764731463,0,1,2,1,0,0
1.552192362,1,1,0,1,1,1
2.250549637,0,1,1,1,1,1
2.371034972,0,0,0,0,1,0
