Aggregate,WorkExpLess1Year,WorkExpMore1Year,GermanLevel,Private,GRE,Admission
1.725317694,0,0,0,0,0,0
1.941768569,1,0,2,1,1,1
1.708970609,0,1,1,1,1,1
1.877790782,0,1,1,0,0,1
1.621592903,1,0,1,1,1,1
2.277929417,1,0,2,1,1,1
1.91517427,0,1,1,1,1,1
2.256498036,0,1,1,1,1,1
1.92918291,1,0,2,1,1,1
2.105008606,1,0,2,1,1,1
1.011310651,1,0,2,1,0,1
1.884506765,1,0,1,0,1,1
1.928705008,1,0,2,1,1,1
1.738475678,0,0,2,0,1,1
1.936561283,1,0,1,1,1,1
1.832387168,0,1,1,1,0,1
1.816001317,1,0,2,1,1,1
1.623860616,1,0,1,1,1,1
1.960177279,1,0,1,1,0,1
1.370437979,1,1,0,0,0,1
1.747587584,1,0,0,1,1,1
1.221874283,1,0,0,0,1,1
1.71868403,0,1,1,0,1,1
2.077170451,1,0,1,1,1,1
1.506831146,0,1,1,1,0,1
2.214644279,1,0,2,1,1,1
1.717633966,1,0,1,1,1,1
1.751756171,1,0,0,1,1,1
1.953294293,1,0,1,0,1,1
1.137517673,1,1,2,1,1,1
1.798465233,0,1,2,0,1,1
1.58765612,1,0,1,0,1,1
1.376747406,0,0,1,1,1,1
1.516109876,1,0,2,0,1,1
1.036512958,0,1,2,1,0,1
2.201352099,0,1,2,0,1,1
1.69547632,1,1,2,0,1,1
1.879322716,0,0,0,0,0,0
1.894382683,0,1,1,1,1,1
1.832241798,0,1,2,0,1,1
1.63033848,0,1,1,1,1,1
1.923911987,0,0,0,0,0,0
2.289404954,0,1,2,1,1,1
1.812177473,0,0,0,0,0,0
1.921277632,1,0,1,0,1,1
1.899052807,0,0,0,0,0,0
2.003691904,1,0,2,1,1,1
1.794072835,0,0,2,1,1,1
1.518842877,0,1,1,0,1,1
1.9433926,0,0,2,0,0,0
1.922534608,1,0,0,1,1,1
1.917702331,1,0,2,1,1,1
1.594542791,1,0,2,1,1,1
1.987752361,1,0,1,1,1,1
1.586105567,0,1,1,0,1,1
2.113097276,0,1,2,0,1,1
1.783695562,0,0,0,0,0,0
1.7850906,1,0,0,1,1,1
2.00285222,0,1,1,1,1,1
2.281509655,0,1,2,0,1,1
1.890442513,1,0,1,1,1,1
1.772257906,0,1,1,1,1,1
1.316431297,1,1,1,0,1,1
1.841252129,1,0,0,1,1,1
1.818595859,0,0,2,0,0,0
1.862366235,0,1,1,0,1,1
1.953249484,1,0,1,0,1,1
2.284222495,0,1,1,1,1,1
1.784226362,0,1,1,0,1,1
1.921330936,0,0,0,0,0,0
1.824235404,0,1,2,0,0,1
1.666109838,0,1,1,1,1,1
1.551864181,0,1,1,0,1,1
1.753067646,0,0,0,0,0,0
1.517117388,0,1,1,1,1,1
1.968505281,0,1,1,0,1,1
1.606426978,1,0,2,0,1,1
2.257735762,0,1,0,0,1,1
1.886004752,1,0,1,1,0,1
1.542360911,1,0,0,0,1,1
1.984722175,0,1,1,1,0,1
1.739833565,0,0,0,0,0,0
1.763116566,1,0,2,0,1,1
1.880976537,0,1,0,1,0,1
1.753181462,0,1,2,1,1,1
2.189273413,1,0,1,1,1,1
2.105583233,1,0,2,0,1,1
1.899455363,1,0,1,0,1,1
1.08351962,1,0,0,0,0,1
1.896737444,0,1,1,0,1,1
1.814095876,1,0,1,0,1,1
1.809922077,0,0,0,0,0,0
1.675313601,1,0,0,1,1,1
1.857782478,0,0,2,0,1,0
1.803861113,0,0,0,0,0,0
1.651689679,1,0,0,0,1,1
1.963601464,0,1,1,1,1,1
1.838174068,0,1,2,1,1,1
1.750866884,0,1,2,0,0,1
1.811826465,0,1,2,1,0,1
1.662321479,0,1,2,0,0,1
2.192681632,0,1,1,0,1,1
2.053780915,0,1,2,0,1,1
1.558589829,1,0,1,0,1,1
1.66023885,0,0,0,0,0,0
1.777130982,0,0,2,0,1,1
1.700323924,0,0,1,1,1,1
1.637516112,0,1,1,0,0,1
1.990387439,1,0,2,0,1,1
1.813615514,0,1,2,1,1,1
1.820082682,0,1,2,1,0,1
1.765661057,0,0,0,0,0,0
1.450283173,1,0,2,1,0,1
1.407291215,1,0,0,0,1,1
1.986882498,0,0,0,0,0,0
1.581072785,1,0,2,0,1,1
1.801231275,0,1,1,1,0,1
1.581627723,1,0,2,1,1,1
1.988606749,0,0,2,0,1,0
1.809763986,1,0,1,1,0,1
2.088290764,0,1,0,1,1,1
1.6276104,1,0,1,1,1,1
1.668380921,1,0,2,1,1,1
1.827876025,0,1,1,1,1,1
1.647907527,1,0,2,0,1,1
1.897069625,1,0,1,1,1,1
2.202550524,0,1,2,0,1,1
1.651556815,0,0,2,0,1,1
1.746738089,1,0,1,0,1,1
1.870697192,0,0,0,0,0,0
1.654295262,1,0,2,1,1,1
1.912585437,1,0,1,1,1,1
2.132257949,1,0,1,0,1,1
1.544210648,0,1,2,0,1,1
1.759908838,0,0,1,0,1,1
1.743372156,1,0,1,0,1,1
1.995835944,0,1,1,1,0,1
1.963560811,1,0,2,1,1,1
1.514484871,0,0,0,0,0,0
1.843224715,0,1,2,0,0,1
1.007742849,0,0,1,0,1,1
2.113043137,0,1,2,1,1,1
1.98824292,0,1,2,1,1,1
1.787110577,1,1,2,1,1,1
1.457798677,1,0,2,0,1,1
2.04543889,1,0,1,0,1,1
1.984788214,1,0,0,1,0,1
1.53338989,0,0,0,0,0,0
1.55935144,1,0,2,0,1,1
1.734088734,0,0,0,0,0,0
1.717418383,0,0,0,0,0,0
1.367108696,0,1,1,1,0,1
2.140236243,1,0,2,0,1,1
1.188488566,0,1,1,1,0,1
1.515603168,0,0,0,0,0,0
2.17353469,0,1,2,1,1,1
1.005104936,1,1,2,1,1,1
1.880045306,0,1,1,0,1,1
1.60845223,0,1,2,1,0,1
1.616583892,1,1,2,0,1,1
1.167431969,0,0,1,1,1,1
2.086836029,0,1,0,0,1,1
1.581196293,0,0,2,1,1,1
1.861135317,1,0,0,1,0,1
1.155336976,0,0,1,0,1,1
1.970470744,0,0,0,0,0,0
1.988164814,0,1,0,1,0,1
1.88411933,0,1,2,0,1,1
2.017632191,0,1,0,1,1,1
1.94474171,1,0,1,1,1,1
1.56408539,1,0,0,0,1,1
1.778341192,0,0,2,1,1,1
1.885042878,0,1,1,0,1,1
1.786166279,0,0,0,0,0,0
1.881916747,1,0,1,1,1,1
1.929301093,0,0,0,0,0,0
1.937729689,1,0,2,0,1,1
1.779320043,1,0,2,0,1,1
1.895207337,0,1,0,1,0,1
1.77042355,1,0,0,1,1,1
1.541128659,0,1,1,1,1,1
1.878585687,0,1,2,1,0,1
1.921046024,1,0,1,1,1,1
1.976876251,0,0,1,0,1,0
1.142953272,1,0,0,1,1,1
1.120809567,1,1,0,0,1,1
1.660482492,1,0,2,0,1,1
1.930920478,0,0,0,0,0,0
2.240900463,1,0,2,0,1,1
2.071999769,1,0,1,0,1,1
1.647183761,0,1,1,1,0,1
2.263196843,1,0,2,1,1,1
1.931529216,1,0,2,1,1,1
1.887544979,0,0,0,0,0,0
2.039449193,0,1,2,0,1,1
1.574928563,0,1,1,0,0,1
1.923095391,0,1,0,1,0,1
1.870492363,0,0,0,0,0,0
1.984570158,0,1,2,0,0,1
1.863545873,1,0,1,1,1,1
1.993036807,0,1,1,1,1,1
2.154361287,1,0,2,1,1,1
1.814400264,1,0,2,1,1,1
2.014281523,1,0,1,1,1,1
1.856240002,0,1,1,1,1,1
2.291779264,1,0,1,1,1,1
1.66146824,0,1,2,1,0,1
1.042858075,1,0,2,1,1,1
1.820389038,1,0,1,1,1,1
1.726000761,0,0,1,0,1,1
1.327338702,1,0,0,1,0,1
2.033234774,1,0,2,1,1,1
2.190385868,1,0,1,0,1,1
1.814026731,0,1,1,0,0,1
1.675541846,0,1,1,0,1,1
1.812996774,1,0,1,0,1,1
1.795569074,0,1,1,1,1,1
1.8566881,0,1,2,1,0,1
1.835858647,0,1,2,1,1,1
2.100599732,1,0,2,0,1,1
1.991297403,0,1,2,1,1,1
1.11499838,0,1,2,1,0,1
1.95742803,1,0,1,0,1,1
1.544826837,1,1,2,1,1,1
1.831278904,0,1,2,1,0,1
1.667549891,1,0,1,0,1,1
1.57399028,0,1,1,0,1,1
2.164477176,1,0,1,0,1,1
1.505044415,0,0,1,0,1,1
2.04082242,0,1,1,0,1,1
1.91362048,0,0,0,0,0,0
1.86074663,0,1,1,0,1,1
1.600190579,0,1,2,0,0,1
1.626876813,0,0,0,0,0,0
1.741459363,0,1,1,1,1,1
2.017852392,1,0,2,0,1,1
1.822358321,0,1,2,1,1,1
1.78553038,0,0,2,1,1,1
2.066460555,1,0,2,0,1,1
1.737402814,0,1,1,0,1,1
2.244275612,1,0,1,0,1,1
1.938848873,1,0,1,1,1,1
1.074903162,0,1,0,0,1,1
1.881331157,1,0,1,0,1,1
1.684256351,1,0,2,0,1,1
2.044433406,0,1,1,1,1,1
2.256825174,1,0,2,0,1,1
1.986580632,1,0,2,1,1,1
1.759173464,1,0,2,1,1,1
1.218600035,0,1,2,1,1,1
1.16808451,1,1,2,1,0,1
1.584159928,0,0,0,0,0,0
1.961355869,1,0,1,0,1,1
1.674074679,1,0,2,0,1,1
1.559773794,1,0,2,0,1,1
2.002593853,0,1,1,1,1,1
2.149734436,1,0,2,1,1,1
2.106588297,0,1,1,0,1,1
1.712027834,0,0,2,1,1,1
2.261037551,0,1,0,0,1,1
2.00549709,0,1,2,1,1,1
1.972608172,0,0,0,0,0,0
1.918266657,0,1,1,0,0,1
2.050364222,0,1,0,0,1,1
2.088719316,1,0,2,1,1,1
2.292692799,1,0,2,0,1,1
2.149011204,1,0,1,0,1,1
1.822998661,1,0,2,1,1,1
1.866323636,0,0,0,0,0,0
1.869317154,0,1,0,1,0,1
2.225513636,1,0,2,1,1,1
1.891782537,1,0,0,1,1,1
1.062565049,0,1,2,1,0,1
1.276434498,0,1,1,0,0,1
1.715914364,0,1,1,1,0,1
1.920702243,0,1,2,1,0,1
2.114951763,1,0,2,1,1,1
1.848487703,0,0,0,0,0,0
1.82987051,1,0,2,0,1,1
1.602800408,0,1,1,0,0,1
2.288033123,0,1,2,0,1,1
1.760351821,0,0,0,0,0,0
1.958685741,0,1,1,1,0,1
1.531558644,0,0,0,0,0,0
1.804805108,0,0,2,0,1,0
1.940261015,0,1,1,0,0,1
1.811943572,1,0,0,1,1,1
1.151650528,1,0,0,1,0,1
2.043646401,0,1,2,1,1,1
1.604104008,0,1,1,0,1,1
2.183256934,0,1,2,0,1,1
2.292623466,0,1,1,1,1,1
1.758371574,0,1,1,1,0,1
1.767898721,0,1,1,0,1,1
1.928005135,1,0,1,0,1,1
1.883813688,1,0,1,1,1,1
1.388938648,0,1,1,1,0,1
1.835638834,1,0,0,1,0,1
1.504489075,0,0,0,0,0,0
1.776220961,1,1,1,0,1,1
1.784879009,1,0,2,1,1,1
1.877883566,1,0,1,1,1,1
1.681473581,1,1,1,1,1,1
1.801350192,1,0,2,1,1,1
1.044597463,0,1,1,1,0,1
1.869691889,1,0,1,0,1,1
1.976684779,0,1,2,1,0,1
1.758977957,1,0,2,1,1,1
2.045914458,1,0,2,0,1,1
1.880277871,0,1,1,1,0,1
2.100358672,0,1,0,1,1,1
1.710871065,0,1,1,1,0,1
2.293525442,0,1,1,0,1,1
1.734015878,0,0,0,0,0,0
1.584171305,0,0,0,0,0,0
1.978420651,1,0,1,0,1,1
1.783624321,1,0,1,0,1,1
1.934010889,0,1,1,0,0,1
1.649132558,1,0,1,0,1,1
1.678564648,1,0,0,1,1,1
1.043064317,1,0,1,0,0,1
1.797005755,1,0,2,1,1,1
1.615074307,1,0,0,1,1,1
2.162132375,1,0,2,1,1,1
1.334950317,1,0,0,1,1,1
1.812736474,1,0,1,1,0,1
1.655406732,0,1,1,1,1,1
1.580178435,0,0,0,0,0,0
2.016912067,1,0,2,1,1,1
1.989872418,0,0,0,0,0,0
1.069958725,0,0,1,1,0,1
1.975260672,0,1,1,1,0,1
1.658081925,1,0,1,1,1,1
1.836126184,0,0,0,0,0,0
1.64321089,0,0,1,1,1,1
1.760977539,0,1,1,0,0,1
1.976074878,1,0,0,1,0,1
1.520252548,0,0,0,0,0,0
1.758920934,1,1,2,1,1,1
1.829087832,0,0,0,0,0,0
1.404949701,0,0,0,1,1,1
1.901851144,1,0,2,1,1,1
1.853624678,0,0,0,0,1,0
1.916555267,0,0,0,0,1,0
2.1399846,1,0,1,0,1,1
1.895571679,0,0,0,0,0,0
1.567084923,1,1,1,1,1,1
1.477263939,0,1,2,1,1,1
1.547455295,0,1,2,0,1,1
1.783663937,1,0,1,1,1,1
1.529060543,1,0,1,1,1,1
1.523604882,1,0,2,0,1,1
1.749552714,1,0,2,0,1,1
1.515060782,0,0,0,0,0,0
1.602793162,0,1,2,1,1,1
1.846602639,1,0,1,1,1,1
1.754179482,0,1,1,0,0,1
1.715781457,1,0,1,0,1,1
2.197747965,0,1,0,0,1,1
1.756481746,0,1,2,0,0,1
1.911500851,0,1,2,1,1,1
1.961157929,0,0,0,0,0,0
1.783365917,0,0,0,0,0,0
2.138553455,0,1,2,1,1,1
1.192581732,0,1,0,1,1,1
1.805882429,1,0,1,1,1,1
1.671460315,0,1,1,1,0,1
1.663257259,0,0,0,0,0,0
1.881233288,0,0,2,0,1,0
1.698246754,1,0,1,0,1,1
1.732885169,0,1,1,1,0,1
1.981481677,0,0,0,0,0,0
1.780478619,0,0,0,0,0,0
2.281900208,0,1,0,1,1,1
1.767661918,1,1,2,0,1,1
1.670531944,0,1,2,1,1,1
1.572728893,1,0,2,0,1,1
1.702250131,1,0,2,1,1,1
1.724996972,1,0,2,1,1,1
1.969784798,1,0,1,1,1,1
1.866526212,1,0,2,0,1,1
1.600443308,0,1,2,0,0,1
1.743743627,0,0,0,0,0,0
1.374703767,1,1,2,0,1,1
2.195865176,0,1,0,1,1,1
1.845010606,1,0,2,0,1,1
2.154858056,1,0,1,1,1,1
1.807519153,1,0,1,1,1,1
1.716122539,0,1,1,0,1,1
1.997736409,0,0,2,0,0,0
1.755270158,0,1,1,1,1,1
1.721562115,1,0,1,1,1,1
1.981925945,1,0,2,0,1,1
1.738964637,0,1,2,1,1,1
1.212226874,0,0,1,1,1,1
2.262737891,0,1,2,1,1,1
1.812819049,0,1,2,0,1,1
1.513376788,1,0,0,0,1,1
2.039660698,1,0,2,1,1,1
1.875987418,1,0,1,1,0,1
1.834379388,0,0,0,0,0,0
1.587177497,0,0,1,0,1,1
2.023573159,1,0,1,0,1,1
1.516363191,1,0,0,0,1,1
1.522489365,0,1,1,0,1,1
1.229456151,0,0,2,0,0,1
2.174912251,0,1,1,1,1,1
2.110843895,0,1,2,0,1,1
1.814058714,0,0,0,0,0,0
1.51510629,0,1,1,0,1,1
1.98868078,1,0,2,0,1,1
1.691287391,1,0,1,1,1,1
1.861023132,0,1,2,1,1,1
1.841735775,0,0,0,0,0,0
1.537975121,1,0,2,0,1,1
1.964689876,0,1,2,1,1,1
1.034107383,0,0,2,1,1,1
1.803145791,1,0,2,1,0,1
2.213059701,1,0,1,1,1,1
1.966104443,1,0,2,1,1,1
1.887207573,1,0,1,0,1,1
1.594170339,0,1,2,0,1,1
1.562389801,1,0,2,0,1,1
1.923981777,0,0,0,0,1,0
2.073483224,1,0,2,1,1,1
2.20631318,0,1,2,0,1,1
1.613304503,0,1,2,1,0,1
2.276766721,0,1,0,1,1,1
2.0089645,1,0,2,0,1,1
1.792635336,1,0,0,1,1,1
1.846529859,1,0,2,0,1,1
2.187839421,1,0,2,0,1,1
1.618493249,0,0,0,0,0,0
1.965492037,0,0,0,0,0,0
1.576716785,1,0,2,0,1,1
1.828086935,0,1,2,0,1,1
1.131484384,1,0,1,1,0,1
1.613777117,0,1,2,1,0,1
1.949943041,1,0,1,1,1,1
1.835071784,0,1,2,0,0,1
1.676430689,0,0,0,0,0,0
1.519748823,0,0,1,0,1,1
1.86974821,0,0,1,0,0,0
1.88030733,1,0,1,1,1,1
1.882214427,0,0,0,0,0,0
1.993520373,0,1,1,1,1,1
1.892424798,0,1,0,1,1,1
2.121850977,1,0,2,0,1,1
2.175428315,1,0,2,1,1,1
1.969825613,1,0,1,0,1,1
1.965166562,0,1,2,0,0,1
1.561555734,0,0,0,0,0,0
1.821199457,0,1,2,1,1,1
1.568491432,0,1,2,0,0,1
1.879193959,0,1,0,1,1,1
1.598321534,1,0,1,1,1,1
1.7253699,0,0,2,1,1,1
1.619074637,1,0,1,0,1,1
2.160398189,0,1,1,0,1,1
1.545063782,0,1,2,1,1,1
1.926599235,0,0,0,0,1,0
2.090770296,1,0,2,0,1,1
1.962152754,0,0,0,0,0,0
2.217279618,0,1,2,1,1,1
1.184581623,1,0,1,0,0,1
1.91951937,1,0,0,1,0,1
2.229841364,0,1,0,0,1,1
1.74512313,1,0,1,1,1,1
1.95770894,1,0,2,1,1,1
1.481133523,0,0,2,1,1,1
1.704832863,0,0,0,0,0,0
1.578559052,0,1,2,1,1,1
1.896794297,0,0,0,0,1,0
1.803521274,0,1,2,1,1,1
2.218081079,1,0,1,1,1,1
1.500850775,1,0,2,1,1,1
1.813603071,0,1,1,1,0,1
1.727241983,0,0,1,0,1,1
1.968693815,0,0,1,0,0,0
2.123353148,0,1,2,1,1,1
1.937334269,0,0,0,0,1,0
1.889991535,0,0,0,0,0,0
1.885370725,0,1,2,0,0,1
1.909447032,0,0,0,0,0,0
1.840555233,0,1,1,0,0,1
1.876995578,0,1,1,1,1,1
1.052525039,0,0,0,1,0,1
1.514705502,0,0,2,0,1,1
1.642089482,0,0,2,0,1,1
2.203383035,1,0,1,1,1,1
1.987611754,1,0,2,1,1,1
1.571462918,0,0,2,0,1,1
2.094874104,0,1,2,0,1,1
1.915722106,1,0,1,1,1,1
2.286553879,0,1,1,0,1,1
1.970459973,0,0,0,0,0,0
1.523643196,0,1,1,1,1,1
1.613929535,0,1,2,1,0,1
1.116634155,1,0,1,1,0,1
1.90701417,0,0,2,0,0,0
1.84368897,0,1,1,0,1,1
1.036063422,1,1,2,1,1,1
1.695858502,0,1,1,0,1,1
1.969509478,0,0,2,0,0,0
2.276898537,0,1,0,1,1,1
1.174936992,0,1,1,0,1,1
1.811972602,1,0,1,0,1,1
1.529298823,0,1,2,0,0,1
2.182564662,1,0,1,0,1,1
1.630634453,1,0,1,1,1,1
1.742265098,0,1,2,1,1,1
1.718781321,1,0,1,1,1,1
1.814914896,1,0,2,1,1,1
2.138841507,0,1,0,1,1,1
1.278494571,0,1,1,1,0,1
1.871953951,0,0,0,0,0,0
1.841003407,1,0,2,0,1,1
1.750510427,1,0,0,1,1,1
2.232050758,0,1,0,0,1,1
1.405239298,0,1,2,1,1,1
1.609914662,1,0,1,1,1,1
1.027642325,0,1,2,0,0,1
1.671801454,0,0,0,0,0,0
1.690516607,0,1,1,0,1,1
1.814556991,0,1,1,0,0,1
1.009586634,0,1,0,0,0,1
1.632422652,0,0,0,0,0,0
1.943722047,0,1,1,1,0,1
1.812627071,1,0,1,1,1,1
1.930478713,0,1,2,0,1,1
1.766390914,1,0,0,0,1,1
1.648144188,0,1,2,0,1,1
1.933415749,1,0,1,1,1,1
1.523688152,0,0,0,0,0,0
1.851866667,1,0,1,1,1,1
1.840035586,1,0,1,1,1,1
1.567200986,0,0,0,0,0,0
1.842713238,0,1,2,0,1,1
2.241562805,0,1,2,0,1,1
2.119645125,0,1,1,0,1,1
1.609011803,0,0,1,1,1,1
2.235729093,1,0,1,0,1,1
1.669498121,1,0,0,1,1,1
1.694216652,1,0,1,0,1,1
2.04645121,0,1,0,1,1,1
1.864841518,1,0,2,1,1,1
1.742195679,0,1,2,0,0,1
1.751560498,0,1,2,1,0,1
2.147907001,0,1,1,0,1,1
2.166781786,1,0,1,1,1,1
2.168423941,1,0,1,0,1,1
1.842007052,1,0,1,1,1,1
2.178377637,1,0,2,0,1,1
2.00261283,1,0,1,1,1,1
1.849060856,1,0,2,1,1,1
2.133804511,0,1,0,0,1,1
1.546233351,1,0,2,0,1,1
1.868718327,0,0,0,0,0,0
1.903594911,1,0,2,1,0,1
1.681779544,0,1,1,1,1,1
1.90609399,1,0,2,0,1,1
1.527193843,1,0,1,0,1,1
1.57826733,1,0,0,0,1,1
1.968339616,0,1,1,0,0,1
2.095106211,0,1,2,0,1,1
1.503645558,1,0,1,1,1,1
1.80578193,1,0,2,0,1,1
1.496590629,1,1,0,1,0,1
2.235896002,0,1,0,0,1,1
1.582779719,0,1,1,0,0,1
1.880273492,0,1,0,1,0,1
2.05653618,0,1,2,1,1,1
1.798287305,1,0,2,1,1,1
1.997111831,1,0,1,1,1,1
1.882250534,0,1,1,0,0,1
1.903510041,0,1,2,1,1,1
1.955764551,0,1,1,1,1,1
1.876944669,1,0,0,1,0,1
1.690097157,0,1,2,1,0,1
1.939423521,0,1,1,1,0,1
1.898853459,0,1,2,0,0,1
1.114912672,0,0,2,1,0,1
1.287145507,1,1,1,0,1,1
1.619470747,0,0,0,0,0,0
1.817198296,1,0,2,1,0,1
1.622351635,0,0,0,0,0,0
2.21439662,0,1,2,0,1,1
1.671242109,1,0,0,0,1,1
2.008425499,0,1,0,1,1,1
1.759729168,0,0,0,0,0,0
1.98850873,0,0,0,0,1,0
1.332652547,1,0,1,1,1,1
1.944504372,0,1,2,1,0,1
1.594047736,0,0,2,1,1,1
1.824971508,1,0,1,1,1,1
1.53789116,1,1,2,1,1,1
1.094758883,1,1,0,0,1,1
1.789099471,0,1,2,1,1,1
1.579289576,0,1,2,0,1,1
1.773626255,1,0,2,1,1,1
1.853304202,0,1,1,1,1,1
2.234032319,1,0,1,1,1,1
2.006693945,1,0,2,1,1,1
1.816155725,0,0,1,0,1,0
1.815444057,1,0,1,1,1,1
1.596209065,0,0,0,0,0,0
2.116322223,1,0,2,0,1,1
1.702740831,1,1,2,1,1,1
1.846429432,0,1,2,1,1,1
1.584300349,1,1,1,0,1,1
1.984787116,0,0,0,0,1,0
2.072642307,1,0,2,0,1,1
2.023669284,1,0,1,1,1,1
1.581545119,1,1,2,1,1,1
1.601010368,1,0,2,0,1,1
1.154852212,0,1,1,1,0,1
1.866538225,0,1,1,1,0,1
1.559014396,0,1,2,1,0,1
1.814239765,0,0,0,0,0,0
1.045648763,1,0,0,1,1,1
1.676079531,0,0,0,0,0,0
2.250491353,1,0,2,0,1,1
1.134029837,0,0,2,1,1,1
2.138006333,1,0,1,1,1,1
1.264315545,1,0,2,1,1,1
1.764233445,1,0,1,0,1,1
1.937450599,0,1,0,1,1,1
1.798378909,0,0,0,0,0,0
1.832999459,0,1,2,1,1,1
1.370682003,1,0,0,0,1,1
1.542849155,0,1,2,0,0,1
1.653292855,1,1,2,0,1,1
1.002595817,1,1,1,0,1,1
1.970936698,0,0,0,0,1,0
1.916497855,0,1,1,1,1,1
1.510422625,0,0,2,1,1,1
1.987039347,1,0,1,1,1,1
1.830316396,0,0,0,0,1,0
1.838592926,0,0,1,0,0,0
1.922233465,0,0,0,0,0,0
1.642181561,0,0,2,1,1,1
2.167355309,0,1,1,0,1,1
1.744675807,0,1,1,1,1,1
1.939692133,0,0,1,0,1,0
1.56157422,0,1,1,0,1,1
1.821669837,0,1,2,1,1,1
1.654769276,0,0,0,0,0,0
1.828917446,0,0,0,0,0,0
1.632882085,1,0,2,0,1,1
1.598511053,0,1,2,0,0,1
2.110120106,0,1,2,0,1,1
1.772758821,0,0,0,0,0,0
1.921050128,0,1,1,1,0,1
1.013348888,1,0,0,0,1,1
1.613662684,0,0,0,0,0,0
1.727870018,0,0,2,1,1,1
1.605008405,0,0,0,0,0,0
1.662088564,0,0,1,1,1,1
1.509720924,1,0,0,0,1,1
1.828624022,1,0,1,0,1,1
1.850715012,0,0,1,0,1,0
1.954466853,0,1,2,1,1,1
1.519527267,0,1,1,1,1,1
1.595676424,0,1,2,0,1,1
1.71110536,0,0,2,0,1,1
1.814655459,1,0,2,1,0,1
1.79750656,1,0,2,0,1,1
1.685020868,0,0,0,0,0,0
1.944276872,0,0,2,0,1,0
1.538694879,1,0,1,0,1,1
1.868731376,1,0,2,0,1,1
1.615374934,0,1,1,0,1,1
1.313047087,0,1,0,0,1,1
1.662094327,1,0,2,0,1,1
1.728877063,0,1,1,0,1,1
2.235307736,0,1,1,0,1,1
1.744602564,0,0,0,0,0,0
1.941097456,1,0,2,0,1,1
1.979091088,1,0,2,1,1,1
1.819999539,0,1,2,1,0,1
1.888576905,0,0,0,0,0,0
1.784820027,1,0,0,0,1,1
1.648780102,1,0,1,1,1,1
1.926750153,1,0,2,1,1,1
1.889604479,1,0,2,1,0,1
1.916690283,0,0,0,0,0,0
1.855377349,0,0,1,0,0,0
1.91671399,0,1,2,1,0,1
1.564227392,0,1,2,1,0,1
2.217455661,1,0,1,1,1,1
1.96279158,0,1,2,1,0,1
1.655458395,0,1,1,1,0,1
2.034668837,0,1,0,1,1,1
1.128100942,1,1,1,0,0,1
1.576065948,0,0,0,0,0,0
1.558931194,1,0,2,0,1,1
1.870175508,0,1,1,1,0,1
1.579231062,0,0,0,0,0,0
1.697980915,1,1,1,0,1,1
1.902657844,0,0,0,0,0,0
1.376041337,1,0,0,1,1,1
1.329925907,0,1,2,1,1,1
1.292954324,1,0,2,0,0,1
1.589355968,0,1,1,1,1,1
1.942507702,0,0,0,0,0,0
2.136720404,1,0,1,0,1,1
1.756358716,0,1,2,0,0,1
1.907348335,0,0,0,0,0,0
1.490203166,1,0,2,1,1,1
1.869449629,0,1,1,1,1,1
2.179671366,0,1,0,0,1,1
1.870292385,0,1,1,0,0,1
1.96566469,1,0,2,1,1,1
1.41726548,1,1,1,1,0,1
1.596868997,0,1,1,1,0,1
1.359721816,1,0,2,1,0,1
1.508585172,1,0,1,0,1,1
2.031675083,0,1,0,1,1,1
1.535299015,0,1,2,1,1,1
2.14872357,0,1,0,0,1,1
2.04158169,1,0,2,0,1,1
1.149672344,1,0,0,1,0,1
2.059182473,1,0,1,0,1,1
1.729832946,1,0,2,0,1,1
1.966395235,0,0,2,0,0,0
1.913690869,1,0,2,1,1,1
1.300605801,1,1,2,0,0,1
1.988384656,1,0,2,0,1,1
1.619979457,1,0,1,0,1,1
1.670863075,1,1,2,1,1,1
1.575712127,1,0,2,1,1,1
1.858752161,0,1,2,1,0,1
1.044867257,1,1,2,1,1,1
1.924628936,1,0,2,1,0,1
1.666890796,1,1,1,0,1,1
1.74377695,0,0,0,0,0,0
1.694544268,1,0,2,1,1,1
1.96116542,0,0,1,0,0,0
1.876126445,1,0,1,0,1,1
2.115899433,0,1,2,0,1,1
1.588912134,0,1,1,0,0,1
1.699176039,0,0,0,0,0,0
1.669008562,0,0,0,0,0,0
1.85687279,0,0,0,0,1,0
1.609940565,1,1,1,1,1,1
1.035595776,0,0,2,0,0,1
2.019308208,0,1,0,0,1,1
1.97073719,0,0,0,0,0,0
2.00504078,1,0,2,0,1,1
1.797633006,0,0,1,1,1,1
2.148975146,0,1,2,0,1,1
1.073919405,1,0,0,1,0,1
1.37300974,1,0,1,1,0,1
1.278912716,0,1,0,0,0,1
1.515540499,1,0,1,0,1,1
1.779996265,0,1,1,1,0,1
2.277512761,0,1,0,0,1,1
1.982752173,1,0,1,1,1,1
2.231064204,0,1,0,1,1,1
1.544432801,1,0,2,1,1,1
1.839009624,0,0,2,0,1,0
1.951143231,1,0,2,1,0,1
1.938827987,0,1,1,0,0,1
2.126911272,1,0,1,0,1,1
1.875186783,0,0,1,0,0,0
1.600692541,0,1,1,1,1,1
1.346522943,0,0,0,1,1,1
1.94383191,1,0,1,1,1,1
1.643902042,0,0,0,0,0,0
1.796624862,0,1,2,0,0,1
1.930098836,0,0,0,0,0,0
1.896572964,0,0,1,0,0,0
1.658817858,1,0,1,1,1,1
1.98207667,0,1,1,0,1,1
2.078949295,1,0,2,0,1,1
