Aggregate,Internship,DegreeComp,Winter,Germanlevel,Private,Admission
2.406952666,1,0,0,2,0,0
2.776273213,0,0,0,1,0,0
2.471910578,0,0,0,0,0,0
1.659683887,0,0,0,1,1,1
2.683793789,0,1,1,2,0,0
2.124043961,0,1,1,2,0,1
2.739403206,0,0,1,2,0,0
3.510452802,1,0,1,1,1,0
2.609721589,1,1,1,1,1,1
2.474640668,1,1,1,2,0,1
1.582125606,0,1,1,1,0,1
2.767710667,0,1,0,1,0,0
2.066812889,1,0,0,2,0,0
2.099219588,0,0,0,0,0,0
1.466609312,1,1,1,2,0,1
2.28000543,1,1,1,1,0,1
1.880014249,0,0,0,1,1,1
2.186927962,1,1,0,2,0,1
2.510198156,1,1,1,2,1,1
2.673711909,1,1,1,2,1,1
2.192566051,1,0,0,1,1,1
3.590610699,1,0,1,1,0,0
3.115500606,0,0,0,0,0,0
2.623587283,1,1,1,1,0,1
2.572722853,0,0,0,0,0,0
2.411663788,1,1,1,0,0,1
2.525817104,0,1,1,1,1,1
2.655065859,0,1,1,2,1,1
2.519866187,0,1,1,1,1,1
1.629240819,1,1,1,2,1,1
3.575098033,0,1,1,0,0,0
2.076887508,0,1,1,2,0,1
1.870843793,1,0,0,1,0,1
2.231669671,0,0,0,1,0,0
2.738142594,1,1,1,1,1,1
2.686488957,0,1,1,1,1,1
2.58668766,0,1,1,2,0,0
1.356113161,1,0,1,0,1,1
1.608221702,0,1,0,0,0,1
1.755570971,0,0,0,0,0,0
3.869002807,0,1,1,1,1,0
3.140272201,1,0,1,0,0,0
2.314253554,0,0,0,2,0,0
3.886878357,1,1,0,0,0,0
2.533754168,0,0,0,0,0,0
2.004850596,1,1,1,2,0,1
3.475226348,1,1,0,1,0,0
2.46567166,0,0,0,0,0,0
2.267466939,0,0,0,0,0,0
3.988641909,0,1,1,2,1,0
2.551303151,0,0,1,0,0,0
2.655084943,0,1,0,1,0,0
1.98091133,0,0,0,1,0,1
3.763270909,0,1,0,0,0,0
2.797030774,0,1,0,2,0,0
1.121691767,1,0,1,0,0,1
1.808471664,0,0,1,1,1,1
2.62962683,0,0,1,2,0,0
2.409014679,0,0,1,0,0,0
2.117602819,1,1,0,1,0,1
2.225188064,1,1,1,0,0,1
2.637486909,0,0,0,2,0,0
2.350761132,1,1,1,2,0,1
2.740261133,1,1,1,2,0,1
1.798385134,1,1,0,0,1,1
2.718721598,1,1,1,2,0,1
2.661986215,1,1,1,2,0,1
2.208025061,1,1,1,0,0,1
1.52165754,1,1,1,2,0,1
2.762651684,0,1,1,2,1,1
2.488064786,1,1,1,2,0,1
2.585688506,0,1,1,1,1,1
2.733982904,0,0,1,1,0,0
3.448255088,1,0,0,2,0,0
2.031977458,0,1,1,2,0,1
2.309500527,0,0,1,0,0,0
1.456851044,0,1,0,1,1,1
2.435196035,0,0,1,0,0,0
2.339641365,1,0,1,1,1,1
2.235322013,1,1,0,2,0,1
2.465592497,0,0,0,0,0,0
2.540764304,1,1,1,2,1,1
1.886359768,0,1,1,2,0,1
3.290846753,0,0,1,0,1,0
3.113801476,0,0,0,2,0,0
2.078882091,0,0,0,2,0,0
2.342625302,1,0,0,2,0,0
3.513319897,0,1,1,1,1,0
2.882423848,1,0,1,0,1,0
2.561957556,1,1,1,2,0,1
2.262929205,1,1,1,0,0,1
2.520862194,0,1,0,2,0,0
2.140731517,1,1,1,0,0,1
2.588657421,1,1,1,2,0,1
2.022440502,0,1,1,2,0,1
2.559152156,1,1,1,1,0,1
3.860790312,1,0,1,0,1,0
3.49788502,0,1,0,0,1,0
1.76383853,0,1,0,1,0,1
1.607465955,0,1,1,2,1,1
3.859335373,1,0,0,0,1,0
2.841541515,0,0,1,2,0,0
1.990117191,1,1,0,2,1,1
3.783338341,1,0,1,2,1,0
2.729891561,1,1,1,1,0,1
1.642282022,0,0,1,0,1,1
2.140839595,0,0,0,2,1,1
1.770670465,1,0,0,1,0,1
3.016048446,1,1,0,1,0,0
2.241472911,0,0,1,1,1,1
2.007642808,0,0,0,0,0,0
2.213439564,1,0,0,1,1,1
2.404428936,0,0,1,0,0,0
3.520404765,0,0,0,2,0,0
2.676649535,1,1,1,1,0,1
3.044239731,0,1,0,1,0,0
2.012511078,0,0,1,1,0,0
2.284758901,0,0,0,2,0,0
2.795567292,1,1,1,1,0,1
2.702179681,0,1,1,2,1,1
2.300938807,0,0,0,0,0,0
2.523994384,1,1,1,2,0,1
2.159324799,0,0,0,0,0,0
2.278204615,0,1,1,1,0,1
2.918608555,1,0,0,2,1,0
2.315558716,0,1,1,1,0,1
2.054977517,0,0,0,0,0,0
2.185090061,1,0,1,1,1,1
2.119182316,0,0,0,0,0,0
2.131880523,0,0,0,0,0,0
1.877975231,1,1,1,1,1,1
2.124673794,0,0,1,0,0,0
1.166998904,1,1,0,1,0,1
2.300759026,0,0,0,0,0,0
1.585425994,1,1,1,2,1,1
3.714753676,1,1,0,0,0,0
2.498944575,1,1,0,0,0,1
2.158624802,0,0,0,0,1,1
1.096425371,1,1,0,1,1,1
2.455835858,1,0,0,1,0,0
1.842928678,1,1,0,1,1,1
2.413889278,1,1,0,1,0,1
2.6570161,0,0,0,0,0,0
2.648517729,1,1,1,2,1,1
2.257457987,1,1,0,0,1,1
2.473993313,0,1,0,1,1,1
2.535640774,0,0,0,0,0,0
2.458762445,1,1,0,1,0,1
2.261537252,1,1,0,2,0,1
1.946574225,1,0,1,0,1,1
2.057566054,1,0,1,0,0,0
1.682337729,0,0,1,1,1,1
2.486158975,0,0,0,0,0,0
2.187949464,1,1,1,1,0,1
3.783920329,0,1,1,0,0,0
2.690529763,0,0,0,0,0,0
2.546955042,0,1,1,2,1,1
2.433058781,0,1,1,1,0,1
2.622408823,1,1,1,2,0,1
1.613826107,0,1,0,1,0,1
2.127913317,0,0,0,0,0,0
2.3429044,1,1,0,0,0,1
1.941091387,1,0,1,0,0,0
2.644550176,1,1,1,1,0,1
3.131445346,1,1,1,1,1,0
3.889164827,0,1,1,1,0,0
3.328166025,1,1,0,2,1,0
2.33927533,1,0,0,0,0,0
2.138321027,1,0,0,0,0,0
1.148142111,0,1,0,2,0,1
3.551331259,1,0,0,1,0,0
1.511932171,0,1,1,2,1,1
1.657900741,1,0,1,1,1,1
2.312564334,0,0,0,0,0,0
2.661309074,1,1,1,2,0,1
1.679936455,1,1,0,2,0,1
2.960843075,0,0,1,1,0,0
1.72556089,1,0,0,2,1,1
2.120857196,0,0,0,1,1,1
2.137334509,0,1,1,1,0,1
2.007094959,1,1,0,2,0,1
1.792119956,1,0,0,0,0,1
2.527338214,0,0,1,0,0,0
2.008686088,1,1,1,0,0,1
2.390086119,0,0,1,1,0,0
1.527442235,1,1,1,0,0,1
2.166061018,0,0,0,0,0,0
3.117436026,1,0,0,0,1,0
2.708097239,0,1,1,1,1,1
2.422507211,1,1,1,0,0,1
1.613508931,1,1,0,1,1,1
2.332033235,0,1,1,2,0,1
2.65396911,1,1,1,2,0,1
2.014138023,0,0,0,2,1,1
2.238550583,0,0,1,2,0,0
1.934543678,1,0,0,1,0,1
2.507269083,0,1,0,1,0,0
2.371458551,0,0,0,2,0,0
3.749732859,1,1,1,2,0,0
2.63987127,1,1,1,1,0,1
3.457299006,0,1,1,1,0,0
1.80456655,0,0,0,0,0,0
2.197473387,1,1,1,0,0,1
3.762322811,0,1,0,0,0,0
2.588104605,0,1,1,2,1,1
2.272916338,0,0,0,0,0,0
3.571995236,1,1,0,2,0,0
2.564408707,1,1,1,1,0,1
2.467711773,1,0,1,0,0,0
3.12977906,0,0,0,1,0,0
2.915391794,1,1,0,2,1,0
2.677863261,1,1,1,1,0,1
2.226375214,1,1,0,2,0,1
2.661885452,0,0,1,1,0,0
1.586603896,1,1,1,0,0,1
2.548377509,0,0,0,0,0,0
1.55731197,0,0,0,1,1,1
2.313533858,0,0,1,0,0,0
2.739864882,0,1,1,2,1,1
2.587034458,0,1,1,1,1,1
2.386527781,0,0,0,0,0,0
1.504528548,1,1,1,0,0,1
2.439710487,0,1,1,2,0,1
3.900469605,1,1,1,1,0,0
2.319951093,0,0,0,0,0,0
2.552431955,0,0,1,0,0,0
2.658890285,1,1,1,1,0,1
2.437329709,1,1,0,0,0,1
1.8307552,1,1,0,1,1,1
3.398098817,0,0,0,1,1,0
3.700536485,1,0,1,1,0,0
2.407787762,0,0,1,0,0,0
2.691667487,0,1,1,1,0,0
1.747390984,0,1,0,0,0,1
2.684526768,0,0,1,2,0,0
2.312621998,1,1,1,0,1,1
2.163988518,1,1,0,2,0,1
2.620714697,0,1,1,2,1,1
2.535617921,1,1,1,2,0,1
2.37151691,0,1,1,2,0,1
1.591251231,1,0,1,1,0,1
2.455746331,0,0,1,0,1,1
2.271728785,0,1,1,2,0,1
2.4610076,1,1,1,0,0,1
2.384098871,0,0,1,0,0,0
1.59408587,1,0,0,2,0,1
2.284007431,0,0,0,1,0,0
1.732354268,0,0,1,2,0,1
2.113663739,0,1,0,1,1,1
1.911365754,1,1,0,0,1,1
1.689577167,1,1,0,0,0,1
1.113644601,1,1,0,0,1,1
2.638547525,1,1,1,2,0,1
1.899787398,0,1,1,0,1,1
1.863148177,0,1,1,0,1,1
2.086932969,1,0,0,2,0,0
1.255202762,0,1,0,2,0,1
3.351985756,0,1,1,2,1,0
2.310538506,0,0,1,0,0,0
2.115825935,0,1,1,2,0,1
2.686927617,0,1,0,2,0,0
1.02186775,1,0,1,2,0,1
2.507885692,1,1,1,2,0,1
1.089923556,1,1,0,0,0,1
2.574851284,1,1,1,1,0,1
1.2079037,0,1,1,1,1,1
3.126256607,1,1,0,1,0,0
3.284421027,0,0,0,2,0,0
2.502202337,1,1,1,2,1,1
2.25343083,0,0,1,0,0,0
1.882776359,1,1,1,1,0,1
2.504991137,0,0,1,0,0,0
2.292173034,0,0,0,0,0,0
2.432748393,0,0,1,0,1,1
1.940434374,1,1,0,0,1,1
3.317913637,1,0,1,0,0,0
2.640110058,1,1,1,1,0,1
1.915835981,1,0,0,0,0,0
1.524150031,0,1,0,0,1,1
2.472923856,1,0,1,0,0,0
1.57009558,1,0,1,0,0,0
2.371131876,0,1,1,2,0,1
2.527799593,1,1,1,1,1,1
2.147519768,0,1,1,1,0,1
2.509461462,0,1,1,1,1,1
2.593389142,0,0,0,2,0,0
2.220411974,0,1,0,0,1,1
3.313334487,0,1,0,1,0,0
2.553239402,0,1,1,2,0,0
2.412469447,0,0,0,0,0,0
2.750069003,0,1,1,1,0,0
2.786623644,0,0,1,2,0,0
2.264321188,1,0,1,0,0,0
3.112626343,0,0,1,2,1,0
1.711345528,0,0,0,0,0,0
1.420253047,0,1,0,2,0,1
3.028040131,0,1,0,0,1,0
2.340223586,0,1,1,2,0,1
2.018832325,0,1,1,2,1,1
2.520864934,0,0,1,0,0,0
2.633833971,1,1,1,2,0,1
2.666513186,0,1,1,1,1,1
2.539698514,0,0,1,0,0,0
1.821805366,1,1,1,1,0,1
1.564294587,0,0,1,0,0,1
2.676299239,0,1,1,1,1,1
2.741443864,1,1,1,2,1,1
2.024235994,1,1,1,1,0,1
1.651421163,1,1,1,0,1,1
3.082712064,0,0,1,1,0,0
2.411195505,0,1,1,2,0,1
1.549915023,1,1,1,0,1,1
1.912256907,0,0,0,0,0,0
2.475172993,1,1,0,2,0,1
2.389035145,1,1,1,1,1,1
1.849715963,0,0,1,2,0,1
2.858924216,0,1,1,1,1,0
3.034809371,1,0,1,0,1,0
3.228326604,0,1,0,1,1,0
1.29228977,0,0,1,1,0,1
1.932571894,1,1,1,1,0,1
2.737902108,0,1,1,2,0,0
2.559330723,0,1,0,1,0,0
3.527474362,0,1,0,1,1,0
2.579636858,0,0,0,1,0,0
1.629141876,1,1,1,0,0,1
1.999560209,0,0,1,0,0,0
1.714979695,0,0,0,2,0,1
2.761358437,1,1,1,2,0,1
2.157335239,0,1,1,1,1,1
2.601750638,1,1,1,2,0,1
2.595818478,1,1,1,1,0,1
1.589912243,1,1,0,0,0,1
2.346193356,1,1,0,0,0,1
1.827364191,0,1,1,1,0,1
1.083263566,0,1,0,0,1,1
3.785054184,1,1,1,1,0,0
1.829946079,1,0,0,1,0,1
2.145375415,1,0,0,2,0,0
1.672270871,1,1,1,2,1,1
2.731685272,0,1,0,2,0,0
2.640980187,0,1,1,1,0,0
3.584389075,0,0,1,0,0,0
2.582835264,0,1,1,2,1,1
2.594572718,0,0,1,2,0,0
2.009892905,0,0,0,0,0,0
2.140090755,0,1,1,2,0,1
2.50014222,0,0,0,0,0,0
1.743544329,1,0,1,2,1,1
2.744259451,0,0,0,2,0,0
2.033982042,1,0,1,2,0,0
2.745697435,1,1,1,1,1,1
2.464632038,1,1,1,0,0,1
2.383974543,0,0,1,0,0,0
2.251492436,0,0,1,0,0,0
2.401013002,0,1,1,2,0,1
2.596439161,0,1,1,2,1,1
3.808255857,1,0,0,1,0,0
1.740944781,1,0,0,2,1,1
3.458312877,1,1,0,2,0,0
1.521615548,1,0,0,2,0,1
2.092124169,0,1,1,2,0,1
2.602465788,0,0,1,0,0,0
1.552948162,0,1,0,0,0,1
1.155352987,1,1,0,0,0,1
1.669048212,0,0,1,1,1,1
2.272941026,1,1,1,0,0,1
2.613161407,1,1,1,2,1,1
1.899468855,1,0,1,2,0,1
2.114855108,0,0,1,2,0,0
2.716920254,0,1,1,1,1,1
2.33721621,1,0,1,2,0,0
2.703733113,0,1,1,1,1,1
2.500010633,1,1,1,1,0,1
1.948322344,0,1,0,2,1,1
1.652879326,1,0,1,0,0,0
2.890275923,1,0,0,1,0,0
2.503507788,0,1,0,2,0,0
2.196509242,0,1,0,2,1,1
1.864488613,1,0,0,0,0,0
2.088132569,1,0,0,1,1,1
1.320860511,0,0,1,1,0,1
3.130292265,1,1,0,2,1,0
3.017347418,0,1,0,2,0,0
1.813714872,1,0,1,1,0,1
1.993111662,0,0,1,1,1,1
2.69750755,0,0,1,1,0,0
2.794318137,1,1,1,2,0,1
3.241886975,1,1,1,2,1,0
2.565701988,0,0,0,1,0,0
1.962652905,1,1,0,0,1,1
2.44705313,1,1,0,1,0,1
2.735551019,0,0,1,1,0,0
2.610047156,1,1,1,2,0,1
1.591228957,1,1,1,1,0,1
2.513914593,1,1,1,2,0,1
2.520958976,0,0,0,0,0,0
2.345288318,1,0,1,2,0,0
1.801669648,1,1,0,0,0,1
2.176297295,0,0,0,0,0,0
1.676585864,1,0,1,0,0,0
2.708454926,1,1,1,1,0,1
1.637477411,1,0,0,0,1,1
1.781600898,0,1,1,1,1,1
2.50629071,1,1,1,2,1,1
2.013701858,0,1,1,1,0,1
3.739846279,1,1,0,2,1,0
2.854400282,1,1,0,0,1,0
1.804746669,1,0,1,1,1,1
1.587880416,0,1,0,1,1,1
2.026095435,0,1,1,2,0,1
3.704101857,0,1,1,1,1,0
2.413058106,1,1,1,0,0,1
3.903732924,1,0,0,2,1,0
2.177354939,0,0,0,0,0,0
2.090582546,0,0,0,0,0,0
2.272892888,0,0,1,1,0,0
3.948523565,1,1,0,0,1,0
2.577578986,0,1,1,1,1,1
1.707307548,1,1,1,2,1,1
2.047003434,0,0,1,2,1,1
3.979221418,0,0,1,1,1,0
2.686840215,1,1,1,2,0,1
3.316535884,1,1,0,1,0,0
2.372041116,0,1,1,1,0,1
1.886991279,1,1,0,2,0,1
3.3472695,1,1,0,0,0,0
3.497631622,1,1,1,2,0,0
2.31472542,0,1,1,2,0,1
1.755161359,0,0,0,1,0,1
3.719243989,1,1,0,1,0,0
3.896822458,0,1,0,0,1,0
3.441586129,1,1,0,2,1,0
1.81890739,0,1,0,2,1,1
2.269147151,1,1,1,2,0,1
2.172016073,0,0,0,2,1,1
3.336896245,0,1,1,0,1,0
2.89663484,0,0,1,0,1,0
2.479316358,0,1,1,2,0,1
1.585449796,1,1,1,0,1,1
2.59884133,1,1,1,1,0,1
2.247063627,1,1,0,0,1,1
1.888640626,0,0,1,2,0,1
2.419040419,0,0,0,0,0,0
3.154413482,1,1,0,2,0,0
3.471884577,0,0,1,0,1,0
3.239009625,0,1,1,0,0,0
1.62728799,1,1,1,1,1,1
2.137887902,1,1,0,1,0,1
2.012599957,0,1,1,1,0,1
1.92937331,1,0,1,0,0,1
2.234847607,0,1,1,2,0,1
2.585995265,1,1,1,1,0,1
2.155205972,0,0,0,1,0,0
2.134031496,0,1,1,2,0,1
2.403382667,1,1,0,0,0,1
1.812169299,0,1,0,2,0,1
2.827987249,0,0,0,2,1,0
2.30688677,1,1,0,0,0,1
3.259655036,0,1,0,2,1,0
2.33242332,1,1,1,0,1,1
2.694472658,1,1,1,1,1,1
2.776379045,0,1,1,2,1,1
2.883635545,0,1,0,2,0,0
1.228444964,1,0,1,0,0,1
1.505226051,0,1,0,2,1,1
3.284248169,0,0,0,2,0,0
2.022962822,0,1,0,0,1,1
2.790373061,1,1,1,2,0,1
2.756711907,1,1,1,1,0,1
1.633897126,1,1,1,0,0,1
3.066323695,0,1,0,1,1,0
2.700184386,1,1,1,2,1,1
2.015023926,0,1,1,2,0,1
3.237073574,1,1,1,2,0,0
1.651760337,1,0,0,0,1,1
2.934856346,0,1,0,2,0,0
2.059391776,0,0,0,0,0,0
2.598893976,0,0,0,2,0,0
2.370314615,0,0,0,0,0,0
1.670449916,0,1,0,1,1,1
2.393435588,0,1,0,2,1,1
3.962955992,1,0,0,0,0,0
2.5365171,1,1,1,2,0,1
3.000066181,0,1,0,0,0,0
2.531495655,0,0,1,0,0,0
2.609851383,0,1,0,2,0,0
2.507907379,0,1,1,1,1,1
2.528060586,0,0,0,0,0,0
2.668157674,1,1,1,2,1,1
2.684496875,1,1,1,1,0,1
2.554168204,0,1,1,2,0,0
1.916746567,0,0,1,0,0,0
2.411987526,1,0,0,0,0,0
1.064147376,1,1,0,2,0,1
2.142553954,1,1,0,0,0,1
2.423781834,0,1,1,1,0,1
2.670556482,0,1,1,2,1,1
1.594800892,1,0,0,2,0,1
2.265699787,1,0,1,2,0,0
2.772953776,1,1,1,1,1,1
2.592356711,0,1,1,2,1,1
3.749515821,1,1,0,2,1,0
3.874349715,0,1,1,2,0,0
2.531993746,0,0,1,0,0,0
2.352323399,0,0,1,2,0,0
2.648312371,0,0,0,0,0,0
1.528110685,0,0,1,0,0,0
1.622944281,1,1,0,1,1,1
1.046221975,1,1,0,2,0,1
2.198972761,0,1,0,0,1,1
1.754216794,0,0,0,0,0,0
2.186736087,0,1,1,2,0,1
3.794106527,1,0,0,2,0,0
1.156107454,0,0,0,1,0,1
2.358618016,0,1,1,1,0,1
1.985222408,0,1,1,0,1,1
2.612596122,0,1,1,1,0,0
1.947363461,0,0,0,0,0,0
3.238732078,1,0,0,2,1,0
2.781525378,1,1,1,1,0,1
2.259427748,0,0,1,0,0,0
2.498331225,0,0,1,0,0,0
3.802148214,0,0,1,2,0,0
2.804486247,1,0,0,1,0,0
3.585056821,0,0,1,2,1,0
2.427607179,0,0,1,0,0,0
2.520994438,1,1,1,1,0,1
2.755092057,1,1,1,1,0,1
2.278133322,1,1,1,0,0,1
2.828472271,0,1,1,1,1,0
3.861018074,0,0,0,2,0,0
2.063268071,1,1,1,2,0,1
2.495671219,0,1,1,2,0,1
2.957742503,1,1,0,1,1,0
2.576737512,0,0,0,0,0,0
2.639144539,1,1,1,1,0,1
2.146993405,1,1,1,0,0,1
2.578055787,0,0,1,0,0,0
1.771331191,0,0,0,0,0,1
2.287583272,0,0,0,0,0,0
1.893911627,0,1,1,0,1,1
1.645839042,0,0,1,1,0,1
2.655133536,0,0,1,0,0,0
2.270689584,1,1,0,2,0,1
1.517838309,0,0,0,0,1,1
1.413749581,0,0,0,1,1,1
2.545972839,0,0,0,0,0,0
2.734818265,0,0,0,1,0,0
3.842724675,0,0,1,1,0,0
3.057984246,0,0,1,1,1,0
2.662882963,0,1,1,1,0,0
1.48540306,0,1,1,0,1,1
1.952040872,0,0,0,2,1,1
1.923122254,0,1,1,2,0,1
3.598297855,0,0,0,1,1,0
2.470103376,0,0,1,0,0,0
2.465512441,1,0,0,0,1,1
2.765978692,1,1,1,1,0,1
2.494314699,1,1,1,0,0,1
2.038225546,0,1,1,1,0,1
2.69229529,1,1,1,1,0,1
3.365660859,1,1,1,2,1,0
2.023452854,0,0,1,1,0,0
3.346279098,1,0,0,2,0,0
2.325398766,1,0,1,0,0,0
3.938494518,1,1,0,2,1,0
2.098428,1,0,1,2,1,1
2.083698502,0,0,0,0,0,0
1.838069681,1,1,0,0,1,1
2.782289379,0,0,0,1,0,0
2.521773392,0,0,1,2,0,0
2.182241237,0,0,0,0,0,0
1.503922132,1,1,1,2,1,1
2.304480563,0,0,0,0,0,0
2.232427461,0,1,1,1,0,1
2.044967394,0,0,0,0,0,0
1.576773776,1,0,1,1,1,1
3.91167153,0,1,0,1,1,0
3.167909411,1,0,0,0,0,0
2.436050342,0,0,1,0,0,0
3.545338947,1,1,1,2,1,0
2.56989891,1,1,1,1,0,1
2.068879857,1,1,1,1,0,1
2.755055397,1,1,1,1,0,1
2.602253676,0,1,1,2,1,1
1.778991977,0,1,0,1,1,1
1.510969175,0,0,1,0,1,1
2.083330481,1,0,0,0,0,0
1.075083445,0,1,1,0,0,1
3.914846421,0,1,0,0,0,0
3.269672695,1,0,0,2,0,0
2.772035982,0,1,1,1,1,1
2.42927871,0,0,1,0,0,0
3.299374887,1,0,0,1,1,0
2.712641853,1,1,1,2,1,1
2.212565551,1,1,0,0,1,1
1.530969003,0,1,1,2,0,1
2.474289748,0,0,0,0,0,0
2.981328055,0,0,1,1,0,0
2.192285064,0,0,0,0,0,0
2.598476524,0,1,0,2,0,0
2.708569967,0,0,1,1,0,0
2.37226995,0,0,0,0,0,0
2.008045942,1,1,0,0,1,1
2.156928993,0,0,0,0,0,0
2.486077503,0,0,1,0,0,0
1.754968577,0,0,1,2,0,1
2.471574739,1,0,1,1,1,1
3.514728262,1,1,1,1,0,0
3.996521913,1,1,1,2,0,0
3.05599255,1,0,0,2,1,0
2.729218427,1,1,1,2,1,1
2.726214602,0,1,1,1,1,1
2.162144373,0,0,0,0,0,0
3.111265949,0,0,0,0,1,0
1.828147307,1,0,0,0,0,0
3.184520755,1,1,1,1,1,0
2.092278117,0,0,0,0,0,0
2.056941306,0,0,0,1,0,0
3.012159867,1,1,0,2,1,0
2.486823875,0,0,0,0,0,0
2.560869582,0,0,0,2,0,0
2.198046188,1,1,1,0,0,1
1.521660183,0,0,0,0,0,1
2.121608183,1,0,1,0,0,0
3.027485087,0,1,0,2,1,0
2.633024285,0,1,0,1,0,0
2.107689754,1,0,0,1,0,0
2.946864498,0,1,1,2,1,0
2.456420048,1,1,1,0,0,1
2.715294545,1,1,1,2,0,1
1.545998073,1,0,1,1,1,1
2.522090217,0,1,1,2,0,0
1.584892194,1,1,1,2,1,1
1.948076303,1,0,0,1,0,1
2.437309292,1,1,1,0,0,1
1.803569647,1,1,0,1,1,1
2.717181651,1,1,1,1,1,1
3.845096457,1,1,0,0,1,0
1.76573304,0,0,0,0,1,1
2.65109687,0,0,1,1,0,0
1.579754254,1,0,1,1,1,1
2.549417224,1,1,1,2,1,1
2.171705063,1,1,0,2,1,1
2.262997432,0,0,0,2,0,0
2.528155142,0,0,1,0,0,0
2.639808777,0,1,1,1,1,1
2.713517352,1,1,1,1,1,1
2.004999017,1,1,0,0,0,1
2.569923111,0,1,1,2,0,0
2.424795037,0,0,0,0,0,0
2.629343155,0,0,0,0,0,0
3.804243903,0,1,0,0,1,0
2.36593539,1,0,0,0,1,1
2.943355112,0,1,1,2,0,0
2.155516799,0,0,1,1,1,1
1.560863213,0,0,0,0,0,0
2.785326409,0,0,1,1,0,0
2.048126409,0,0,0,1,1,1
1.431542673,0,1,1,1,1,1
2.557748391,0,1,1,1,0,0
3.994558552,1,1,1,1,0,0
2.269673478,1,0,1,0,0,0
1.882906953,0,1,0,1,0,1
2.894555356,0,0,1,0,0,0
2.071745995,0,0,0,0,0,0
3.765098407,1,0,0,2,1,0
3.957093186,1,1,1,0,1,0
2.156441451,0,0,0,0,0,0
3.525580921,1,1,1,0,0,0
2.008199821,0,1,1,2,0,1
2.670261814,1,1,1,1,1,1
2.417189079,0,0,1,0,0,0
1.635028925,0,1,0,0,1,1
2.665993434,1,1,1,2,0,1
3.001515112,0,1,0,0,1,0
2.14855007,0,1,1,2,0,1
2.0447947,0,1,1,1,1,1
2.466849945,0,1,1,1,0,1
2.746350435,1,1,1,1,1,1
2.616158162,1,1,1,2,0,1
2.663575026,0,0,0,2,0,0
3.193462777,1,0,1,0,1,0
1.850926728,0,1,0,1,0,1
1.534649557,0,1,0,0,1,1
3.16411955,1,0,0,2,0,0
2.031721619,0,0,0,0,0,0
2.712891954,0,1,1,2,1,1
2.219170549,0,0,1,2,0,0
2.595363334,0,0,1,2,0,0
3.307038026,0,0,0,2,1,0
1.860661864,0,1,0,1,0,1
2.705847219,0,1,1,2,1,1
1.124554518,1,0,1,2,0,1
1.215053658,0,0,0,0,0,1
2.727691499,0,1,1,2,1,1
2.920661422,0,0,0,2,1,0
2.613765176,1,1,1,2,0,1
2.440525192,0,0,0,0,0,0
2.890851076,1,1,1,1,0,0
2.315072695,1,0,0,2,0,0
3.262500661,1,0,0,1,0,0
1.552424161,0,1,1,0,0,1
2.024241611,1,0,1,1,0,0
1.516750262,0,0,1,1,1,1
2.088318734,0,1,1,2,0,1
2.540671015,0,0,0,0,0,0
2.405527804,0,1,1,1,0,1
1.372608658,0,0,1,0,1,1
3.393358591,1,1,0,2,1,0
1.937589812,0,0,1,1,1,1
3.712818731,1,1,1,2,1,0
1.556126383,1,0,1,2,0,1
1.566546624,1,1,1,2,0,1
2.524751522,0,1,1,2,1,1
2.628512574,1,1,1,1,0,1
1.29021819,0,0,1,2,0,1
2.221239143,0,0,0,0,0,0
2.161221768,1,0,1,0,0,0
2.714602776,0,1,1,2,1,1
3.693017029,1,1,1,0,0,0
1.622377909,1,0,1,0,0,1
3.969811733,0,0,0,1,1,0
3.000574116,1,1,1,1,1,0
1.955819676,0,1,0,0,1,1
2.374802184,0,0,1,0,0,0
1.709409833,1,0,1,0,0,0
1.891152249,0,0,1,0,1,1
1.991534767,1,0,1,0,0,0
1.081905877,1,0,1,2,0,1
2.693359933,1,1,1,1,0,1
3.800251817,1,1,0,2,1,0
2.797576603,0,0,1,1,0,0
2.232788118,0,1,1,2,0,1
2.602299073,1,1,1,1,1,1
2.158765124,0,1,0,1,1,1
2.684853714,0,1,1,1,1,1
1.611730818,0,1,1,2,1,1
3.653552832,0,0,0,2,1,0
2.471477639,0,1,1,0,1,1
1.665863302,0,0,1,2,1,1
2.381637409,0,0,1,0,0,0
2.104477743,0,1,1,1,0,1
2.008472354,0,1,1,2,0,1
2.130010318,0,0,0,0,0,0
2.934579662,1,0,0,2,1,0
2.118945258,1,0,0,1,0,0
2.308884845,0,0,1,0,0,0
2.029656297,0,0,1,2,1,1
3.561937629,1,0,0,1,0,0
2.683941964,0,0,0,1,0,0
2.74977796,1,1,1,2,0,1
2.761252531,0,1,0,1,0,0
2.546216712,1,1,1,2,0,1
2.322257101,0,0,0,0,0,0
3.471499738,0,0,0,0,0,0
2.081196008,1,0,1,1,1,1
1.881582719,0,0,1,0,1,1
2.512991283,0,0,0,2,0,0
1.922823623,0,0,0,0,0,0
1.202476077,1,1,0,2,1,1
2.201440016,0,0,1,1,0,0
2.314142337,1,0,0,0,0,0
2.233286864,1,0,1,1,0,0
2.032342117,0,0,0,0,0,0
1.518040222,1,0,0,0,0,0
2.291155797,1,1,0,0,0,1
2.12039498,1,0,1,1,0,0
2.38672656,0,0,1,0,0,0
2.50178617,1,1,1,2,0,1
3.463543457,1,0,0,1,0,0
3.89623776,1,1,0,1,1,0
2.505206766,1,1,1,1,1,1
2.644339446,0,1,1,2,1,1
