Aggregate,Internship,GRE,Germanlevel,DegreeCompleted,Private,Admission
1.552964166,0,1,1,0,1,1
3.933790074,0,1,2,0,0,0
2.135988729,1,0,0,1,1,1
2.073240627,1,1,0,1,1,1
3.068261245,0,1,2,0,0,0
2.495226662,0,0,0,1,0,0
2.530733105,1,1,1,1,1,1
2.011138443,0,0,0,0,0,0
2.897303521,1,1,1,1,1,1
2.489636038,1,1,0,1,1,1
2.68099528,0,0,0,0,0,0
2.179831593,1,1,2,1,0,1
3.505618081,1,1,1,0,1,0
1.889739033,0,0,0,0,0,0
2.52269326,1,1,1,1,0,1
1.695881837,1,1,0,1,0,1
2.924311156,1,0,0,1,0,0
2.542091593,1,0,0,0,0,0
2.424094543,1,0,0,1,1,1
2.129711741,0,0,0,0,0,0
2.645054047,0,0,0,0,0,0
2.945181132,1,1,1,1,1,1
3.846971378,0,1,1,0,1,0
1.5653853,0,1,0,1,0,1
2.004667449,1,1,1,0,1,1
3.731639055,0,0,1,0,0,0
2.462265392,0,0,0,0,0,0
3.595590985,0,0,0,0,0,0
1.765884585,0,0,1,0,0,1
2.194849414,0,1,2,1,0,1
2.210422943,1,1,2,1,1,1
1.685979613,1,1,1,0,1,1
2.354924846,0,0,0,0,0,0
2.98102365,0,1,0,0,0,0
2.0815149,0,1,1,1,0,1
2.420791885,1,1,1,1,0,1
2.965324959,0,0,1,0,0,0
2.383947325,1,0,1,1,1,1
2.062457519,1,1,0,0,1,1
2.458118127,1,1,1,1,1,1
2.43130621,1,0,0,0,0,0
2.935680031,1,1,2,0,0,0
3.841178777,0,0,2,1,0,0
2.630040328,1,1,1,1,1,1
1.787557083,1,1,1,0,1,1
2.421375471,0,0,0,0,0,0
3.956559033,0,1,1,1,1,0
3.860213308,0,0,1,0,0,0
1.926353524,0,0,0,0,0,0
1.711025973,0,0,2,1,1,1
2.094039257,1,0,0,1,0,1
2.069529945,0,1,1,1,0,1
2.091357039,1,1,1,0,1,1
1.937643553,1,1,1,1,1,1
1.902124295,1,1,0,0,0,1
3.888203455,0,1,2,1,1,0
2.810223809,1,0,1,1,0,0
2.106798873,1,1,1,1,1,1
2.118135292,0,0,0,0,0,0
2.875661358,0,0,2,1,0,0
2.365325949,0,1,2,1,0,1
2.37507604,0,0,0,0,0,0
2.265605226,1,1,1,0,1,1
2.928710031,1,0,1,0,1,0
1.833429096,0,0,0,0,0,0
1.597012917,1,1,1,1,1,1
1.936932012,1,0,1,1,0,1
2.299690708,1,0,2,1,0,1
2.891088315,1,1,1,1,1,1
1.611483444,1,1,2,0,0,1
3.194883648,0,1,1,0,0,0
1.867072233,1,1,1,1,0,1
3.942724793,1,1,1,1,0,0
1.819240045,1,1,2,0,1,1
3.657587298,1,1,1,0,0,0
2.564105031,1,0,0,1,0,0
1.983754838,1,1,1,1,0,1
2.893470989,1,1,2,0,0,0
1.952811967,1,1,2,0,1,1
2.039422121,0,1,1,1,1,1
3.525305541,0,1,1,0,1,0
1.764739327,1,1,0,1,0,1
1.458927838,0,0,0,0,0,1
2.266232778,0,1,1,1,0,1
2.713946437,1,1,0,1,0,0
1.930556631,0,1,1,1,1,1
1.536338448,0,1,1,0,0,1
2.514571159,1,0,0,1,1,1
1.607162967,1,1,2,1,1,1
2.45810662,1,1,1,1,0,1
1.842992828,1,1,1,1,1,1
1.936511335,1,1,2,1,1,1
2.990676509,1,1,1,0,0,0
2.476270313,1,0,0,0,0,0
1.541753893,0,0,1,1,1,1
2.309084509,1,1,2,0,0,1
1.547635981,1,1,1,1,0,1
2.69011632,0,0,0,0,0,0
2.790972066,1,0,2,1,0,0
2.733833338,1,1,2,1,1,0
3.531293765,1,1,1,1,1,0
2.797406228,1,1,1,1,1,1
1.504164592,0,1,1,0,0,1
2.905512488,1,1,2,0,1,0
2.748722374,1,1,1,1,1,1
2.942427181,1,0,2,1,1,0
3.899948057,0,1,2,0,1,0
2.535393809,0,0,0,0,0,0
3.814810722,1,0,0,0,1,0
2.307600096,1,0,0,1,1,1
3.814829554,1,1,0,1,1,0
2.446958754,1,0,1,1,1,1
3.526265972,1,0,2,1,0,0
1.717823975,1,0,2,0,1,1
2.784699982,0,1,2,1,1,0
2.753459814,1,1,1,1,1,1
2.540360464,0,0,0,0,0,0
1.516403236,1,1,0,1,1,1
2.651673867,1,0,0,1,0,0
1.577906995,1,1,1,0,1,1
1.903472978,0,1,1,1,0,1
1.564666938,1,1,0,0,0,1
2.651536731,0,0,0,0,0,0
2.986484646,1,1,0,0,0,0
2.331098921,1,1,1,1,1,1
2.420025326,0,1,1,0,0,0
2.91260103,1,1,1,0,0,0
3.587426794,0,1,1,0,0,0
2.69375404,0,0,0,0,0,0
3.530736233,0,1,0,1,1,0
1.605665316,1,1,1,0,1,1
2.386988389,0,0,0,0,0,0
2.691684083,1,1,0,1,1,1
2.734917795,1,1,2,1,0,0
2.811327024,1,1,1,1,1,1
3.987630987,0,1,2,0,1,0
1.703458616,1,0,0,1,1,1
1.584535703,1,0,2,1,1,1
2.417797878,1,1,2,1,1,1
1.006044407,1,0,2,0,1,1
1.801473428,1,1,2,0,1,1
2.050369594,0,0,0,0,0,0
2.897107035,0,0,2,0,0,0
3.393627776,0,0,2,1,0,0
2.614814955,0,1,0,0,0,0
2.619550504,1,1,1,1,0,1
3.187691923,0,0,0,0,1,0
1.729869435,0,1,1,0,0,1
1.455597007,1,0,0,0,0,1
2.35128735,0,0,0,0,0,0
2.493407374,0,0,2,0,0,0
1.872332501,1,1,2,1,1,1
2.55476265,1,1,1,1,0,1
2.227092728,1,1,0,1,0,1
2.105225917,0,0,1,1,0,1
1.966712054,1,1,1,1,1,1
2.278198378,0,0,0,1,1,1
2.537331686,1,1,1,1,0,1
1.996234118,0,1,1,1,1,1
3.287954982,0,0,1,0,0,0
2.245178012,1,1,1,1,0,1
1.504444594,1,1,1,0,1,1
2.623664511,1,0,2,1,1,1
2.981839782,0,0,2,0,0,0
2.618787601,0,1,0,0,0,0
2.839581635,1,1,1,1,1,1
2.184784836,1,1,2,1,0,1
2.371009684,1,0,2,1,0,1
3.526342918,0,0,2,0,1,0
1.935148478,1,1,1,1,1,1
2.60720839,1,0,0,1,0,0
1.522668322,1,1,1,0,0,1
2.682645101,1,0,1,1,1,1
1.510899016,1,0,2,1,1,1
2.842470103,1,1,1,0,0,0
3.142683885,1,0,1,1,0,0
1.941373766,0,1,1,1,1,1
3.852410793,1,1,0,0,1,0
1.686827546,0,0,2,1,1,1
2.215681865,1,1,2,0,0,1
2.277931348,0,0,0,0,0,0
1.641164588,1,0,1,1,0,1
2.161351847,1,1,0,1,0,1
3.17434094,1,0,1,1,1,0
2.660648286,1,0,0,1,0,0
3.75321072,1,1,0,0,0,0
1.57585369,1,1,1,1,0,1
1.559490633,1,0,1,1,0,1
2.931784361,1,1,1,1,1,1
2.523557972,0,0,2,0,0,0
3.926817447,1,1,0,1,1,0
2.062594621,1,1,0,1,0,1
2.367625565,1,1,2,0,1,1
1.666491976,1,0,2,1,1,1
2.150569092,1,1,0,1,0,1
2.794029761,1,0,2,1,1,0
1.60537355,1,0,1,1,1,1
2.873053091,1,0,2,0,0,0
1.964131143,0,0,0,0,0,0
2.598455306,0,0,2,0,0,0
2.793257722,1,1,0,0,0,0
3.340808266,1,1,1,0,1,0
2.324954312,1,1,1,1,1,1
2.303321428,1,0,2,1,0,1
2.454967982,0,1,0,0,0,0
2.773301103,1,1,1,1,1,1
1.869125919,1,1,2,0,1,1
2.960851423,1,1,1,1,1,1
2.028549128,0,1,1,1,0,1
2.825535703,0,0,0,0,1,0
2.955141763,1,1,1,1,1,1
1.984222099,0,0,0,0,0,0
2.343315877,0,0,1,1,1,1
2.103072627,1,1,0,1,1,1
2.989055441,0,1,2,1,1,0
2.476779514,0,0,0,0,0,0
2.336140403,1,0,1,1,0,1
2.167429467,0,0,0,0,0,0
3.28040661,1,0,0,1,0,0
1.147627866,0,0,1,0,0,1
2.780632329,1,0,1,0,1,0
2.268431209,0,0,0,0,0,0
1.508680301,1,1,0,1,0,1
2.229344003,0,0,0,0,0,0
2.80927401,1,1,1,1,1,1
2.241009459,1,1,1,0,0,1
2.812249422,1,0,2,0,0,0
3.404006074,0,1,1,0,0,0
2.349491983,1,1,1,0,0,1
2.541809803,0,1,2,0,0,0
2.040418952,1,1,1,1,1,1
1.888000374,1,1,0,1,0,1
2.069938305,0,0,0,0,0,0
1.995294234,1,1,0,1,1,1
1.090157824,1,0,1,1,1,1
2.751119307,0,0,2,1,1,0
2.04292367,1,1,2,1,0,1
2.484162275,1,1,2,1,1,1
2.25801577,0,0,0,0,0,0
2.333885085,1,1,2,1,1,1
2.972986932,0,1,2,0,0,0
2.793426108,0,0,0,1,1,0
2.117190141,0,0,2,1,1,1
2.768462872,1,1,1,1,1,1
2.920003812,0,1,2,0,1,0
3.337872339,1,0,0,0,0,0
2.698000817,0,0,0,0,0,0
3.500513165,0,0,0,0,1,0
2.35803045,0,0,1,1,1,1
2.003819833,1,1,0,1,1,1
1.713215555,1,1,0,0,1,1
2.994478896,1,1,2,1,1,0
2.558245445,0,0,0,0,0,0
2.161017334,1,0,1,0,1,1
1.576988284,1,1,0,1,0,1
1.82225101,0,0,0,0,0,0
1.765897009,1,0,0,1,0,1
3.559802937,1,1,1,0,0,0
2.687171006,1,1,0,1,1,1
2.227043694,0,0,1,1,1,1
2.257079804,0,1,1,1,1,1
3.56960731,1,0,0,1,1,0
2.94786037,1,1,2,1,1,0
2.768029651,1,1,1,1,1,0
2.811459047,1,0,1,0,0,0
2.883385278,0,0,1,1,1,0
3.75027853,0,1,2,1,1,0
2.579119028,0,0,0,0,0,0
2.221727338,0,0,1,1,1,1
2.39502311,1,0,2,1,0,1
3.976278672,0,0,2,1,1,0
2.992647914,0,1,2,1,0,0
2.279622797,0,1,2,1,0,1
2.815932801,1,1,1,0,1,0
2.775794827,1,1,1,1,1,1
1.842567663,1,1,0,1,0,1
2.53175492,1,0,0,0,0,0
3.86308349,0,0,0,1,0,0
2.42680433,1,1,1,1,1,1
2.838159856,1,1,1,1,1,1
1.786277517,0,1,1,0,0,1
2.029245423,1,1,1,1,0,1
2.097376211,0,0,0,0,0,0
2.584750956,0,0,0,0,0,0
2.573616305,1,1,1,1,1,1
2.569701663,1,0,0,0,0,0
2.157970408,0,0,2,1,1,1
2.172724797,0,1,0,1,1,1
3.403337678,1,0,0,1,0,0
2.595882967,1,0,0,1,0,0
2.813718693,1,0,1,1,1,0
1.960330326,1,1,0,0,1,1
2.491472561,0,0,0,1,0,0
2.852583951,0,1,0,1,1,0
2.13052582,1,0,1,1,1,1
2.739356407,1,1,1,1,1,1
1.563320389,0,1,1,0,1,1
2.428307669,0,0,0,0,0,0
1.841844064,1,1,1,0,1,1
2.495694353,0,1,0,0,0,0
2.185589424,1,1,1,0,1,1
2.879858789,1,1,1,1,1,1
1.745725245,1,1,1,0,0,1
2.359133439,0,1,1,1,1,1
2.739318773,0,1,2,0,0,0
2.743549737,0,0,1,1,0,0
2.52548444,0,1,1,0,0,0
1.978433614,1,1,1,1,1,1
2.762608417,0,1,0,1,1,0
1.943429394,1,0,1,1,0,1
2.135415282,0,0,0,0,0,0
2.458793998,1,1,1,1,1,1
1.960395068,1,1,0,1,0,1
1.850205592,0,0,0,0,0,0
3.61825681,1,1,1,0,1,0
1.659284888,0,1,1,0,0,1
2.216988642,0,0,2,1,1,1
1.897169377,0,0,0,0,0,0
1.635729393,1,0,1,1,0,1
2.167635246,1,1,0,1,0,1
1.560963435,0,0,1,1,0,1
2.521440776,0,0,2,0,0,0
2.472520937,0,0,0,0,0,0
2.448966822,0,0,0,0,0,0
2.097916101,0,1,1,0,0,1
1.570242457,0,1,2,1,1,1
3.613477564,0,1,2,0,0,0
1.8036404,1,1,0,1,1,1
2.626895493,0,1,1,0,0,0
2.69266941,0,1,0,0,0,0
2.182842763,0,0,0,0,0,0
2.667328718,1,0,0,0,0,0
2.090977389,0,0,0,0,0,0
1.927559586,1,1,1,1,1,1
2.937237604,1,1,1,1,1,1
1.743754903,1,1,1,0,1,1
2.381500068,0,0,0,0,0,0
2.297581967,1,0,0,0,1,1
2.672318294,0,0,2,0,0,0
2.877234541,1,1,1,1,1,0
1.818894725,1,1,1,0,0,1
1.728545417,0,1,1,0,1,1
1.784315116,0,1,1,1,1,1
3.494112039,1,1,1,0,1,0
2.170837652,0,0,0,0,1,1
2.731193364,1,1,1,1,1,1
2.579596617,1,1,1,1,0,1
2.110603809,1,1,2,1,1,1
2.240619067,1,1,1,1,0,1
2.510385954,0,1,0,0,0,0
2.301418669,1,0,0,0,1,1
1.783980955,0,1,1,0,0,1
1.965166463,0,0,0,0,0,0
2.503583197,1,0,1,1,1,1
2.643773949,1,1,1,1,0,1
1.969031433,1,1,1,1,0,1
2.403078319,0,0,0,0,0,0
2.796929293,0,1,2,0,0,0
2.37229745,1,0,2,1,0,1
1.66680584,1,1,2,1,0,1
1.768316974,1,0,2,0,1,1
3.74333313,0,1,0,1,1,0
2.677163815,0,0,0,0,0,0
2.156408184,0,1,1,1,1,1
3.916258037,1,0,2,1,1,0
2.309411323,1,0,0,1,0,1
2.772267926,0,0,1,0,1,0
2.717513243,1,0,2,1,0,0
1.901791764,0,0,0,0,0,0
3.740003564,0,1,0,1,0,0
1.828710592,1,0,0,1,1,1
2.875963881,1,1,1,1,1,1
1.666247154,1,0,1,1,1,1
1.630178215,1,1,1,1,0,1
2.28871664,0,0,0,0,0,0
2.801754369,1,0,0,0,0,0
2.305387618,0,0,0,0,0,0
2.715300959,0,1,0,0,1,0
2.748593228,0,0,1,0,0,0
2.299154973,0,1,0,0,1,1
3.715129179,1,0,0,0,1,0
3.818592247,1,0,0,0,1,0
2.026191582,0,0,1,1,0,1
2.9985572,1,1,1,1,1,1
1.971136677,1,1,1,1,0,1
2.152998395,0,0,1,1,0,1
3.798553278,1,0,1,1,0,0
1.988818522,0,1,1,1,0,1
2.489560881,1,1,1,1,0,1
2.869190697,0,1,2,1,1,0
2.819129061,0,1,0,0,1,0
2.317459341,0,0,2,0,1,1
3.007878667,0,1,0,1,1,0
3.359518674,0,1,2,1,0,0
2.255583175,1,1,1,0,0,1
2.634014416,0,0,0,0,0,0
1.948056105,1,1,0,0,0,1
2.621575838,0,0,0,1,0,0
2.850262967,1,1,1,1,1,1
2.059165059,1,1,2,1,1,1
1.964655542,1,1,1,0,1,1
3.367668866,0,0,1,0,0,0
1.583254666,1,1,2,1,1,1
2.228977663,0,0,0,0,0,0
1.402689396,0,1,1,1,1,1
1.817697782,0,0,0,0,0,0
1.747763262,1,0,1,1,0,1
3.632161145,1,0,1,1,0,0
2.57054184,1,0,1,1,1,1
3.732750725,0,0,2,0,1,0
2.916679068,1,1,1,1,0,0
2.303602699,1,1,2,1,0,1
2.257315185,1,0,1,1,0,1
2.488212072,1,0,0,0,0,0
2.209150618,0,0,0,0,0,0
2.072623899,1,1,1,1,1,1
2.214680317,0,0,1,1,0,1
1.59644929,1,1,2,1,1,1
2.811201515,0,1,2,0,0,0
3.959605126,1,1,1,1,1,0
1.242351537,0,0,2,0,0,1
2.035778029,0,0,0,0,0,0
2.675034008,1,0,0,1,0,0
2.580307926,1,0,0,0,0,0
2.45134703,1,0,0,1,0,0
2.810925102,1,1,0,1,1,0
3.255476194,1,0,0,0,0,0
2.267717655,0,0,0,0,0,0
2.763322252,0,1,1,0,0,0
1.60257149,1,0,1,1,0,1
2.85071825,1,1,1,1,1,1
3.924635272,1,1,0,0,1,0
1.781026386,1,0,2,1,1,1
1.907351833,1,0,1,1,1,1
3.818490639,0,0,0,0,1,0
1.964537483,1,1,0,1,1,1
2.640268448,1,1,1,1,0,1
3.000564829,1,0,1,0,0,0
2.848728194,0,1,1,0,1,0
1.848141973,0,0,0,0,0,0
1.787898435,0,1,1,0,0,1
1.606873085,1,0,0,1,0,1
2.726994498,1,1,0,0,1,0
3.820404604,1,0,2,0,0,0
2.141813871,0,0,2,1,1,1
1.213297349,0,0,0,0,1,1
2.900296624,1,1,1,1,1,1
2.911573577,0,1,1,0,0,0
2.845020297,0,1,2,0,0,0
2.616129017,0,0,0,1,0,0
2.531525465,1,0,0,1,0,0
1.851075965,0,1,1,1,0,1
1.888632782,0,1,1,1,0,1
1.781378238,1,1,2,1,0,1
3.529542072,1,0,1,0,1,0
2.844576958,1,0,2,1,1,0
1.678998522,1,1,1,1,0,1
2.779135003,0,0,1,0,1,0
2.82772513,1,1,0,1,1,0
3.614565588,0,0,2,1,0,0
2.158788505,0,0,0,0,0,0
1.925753557,1,1,2,0,1,1
2.893627261,1,1,2,1,0,0
2.407961633,0,0,0,0,0,0
1.660949319,0,1,1,0,1,1
3.287528822,0,0,1,0,0,0
1.966012402,0,0,1,1,1,1
2.816353471,0,0,2,0,0,0
2.977823924,1,1,1,1,1,1
2.287584413,1,0,0,1,1,1
2.046213666,0,1,1,0,0,1
2.045314047,0,1,1,1,0,1
2.665543481,1,1,1,1,0,1
1.82896708,0,1,1,0,0,1
2.680182252,0,0,0,0,0,0
2.192688425,1,1,0,1,1,1
1.875960043,1,0,2,1,1,1
2.888768136,1,0,2,1,1,0
1.598478042,1,0,1,1,1,1
2.599599357,1,1,1,1,1,1
2.814932922,1,0,2,0,0,0
1.764016412,1,1,1,1,0,1
2.452247433,0,0,1,0,0,0
2.237602306,0,1,0,0,1,1
2.466699716,1,0,0,1,0,0
2.825344337,1,1,2,0,1,0
1.290864725,1,1,0,1,1,1
2.767428127,1,1,1,1,1,1
1.599355649,1,0,2,1,0,1
1.825755154,1,1,1,1,0,1
1.501126717,0,0,1,0,1,1
2.507896771,0,0,0,0,0,0
2.376133124,1,0,1,1,1,1
2.366794778,1,1,0,1,1,1
1.774930684,0,0,2,1,0,1
1.785909622,1,1,1,0,0,1
2.341216109,1,1,0,0,1,1
2.300213571,0,0,2,1,0,1
3.435754378,0,1,1,1,1,0
2.730127243,1,0,2,1,0,0
2.327242169,1,1,2,1,0,1
2.627090121,0,0,0,0,0,0
2.816350159,0,1,1,1,0,0
2.722013654,0,1,0,0,1,0
2.444437742,0,0,0,0,0,0
2.049650772,1,1,1,1,1,1
2.54796162,1,1,1,1,1,1
1.82837724,1,1,1,1,1,1
2.958500409,0,0,1,0,0,0
3.112184581,1,0,1,0,0,0
2.024340093,1,1,2,1,0,1
2.2093629,0,0,2,0,1,1
2.545884613,0,0,0,0,0,0
1.851231471,1,0,0,1,0,1
2.036265914,0,0,1,1,1,1
1.925049057,0,0,0,0,0,0
2.831065613,0,1,2,1,0,0
1.995425868,0,1,1,0,1,1
1.802659473,1,1,0,0,1,1
2.052377425,1,1,2,0,0,1
2.760649033,0,1,1,0,1,0
2.188504192,1,0,0,1,1,1
2.245133051,0,1,1,1,1,1
2.372092701,0,0,2,1,0,1
2.753861676,0,1,1,1,0,0
2.94616577,1,1,1,1,1,1
1.876965595,1,1,1,1,1,1
3.642311539,1,0,0,1,1,0
3.626673337,1,0,1,1,0,0
2.509352975,0,1,1,0,0,0
2.53124094,1,1,1,1,1,1
3.48364969,1,0,1,1,1,0
2.130846787,0,0,1,1,1,1
1.914220822,0,0,0,0,0,0
2.285995605,1,1,1,1,1,1
2.307778174,1,1,2,1,1,1
2.819803366,1,1,1,0,1,0
2.139094231,1,1,2,1,1,1
2.561702716,0,0,0,0,0,0
2.807650192,1,1,2,1,1,0
2.509764829,0,1,0,0,0,0
3.149591193,0,0,2,0,0,0
1.968274025,0,1,1,0,0,1
3.955541316,1,0,0,1,0,0
2.468168612,1,0,0,1,0,0
1.912390797,1,1,0,0,0,1
1.664992486,1,1,1,1,1,1
2.728435659,0,1,2,0,0,0
1.786676732,1,0,2,1,0,1
2.676499376,0,0,0,0,0,0
2.3673934,1,1,1,0,1,1
1.171188497,1,1,1,1,1,1
2.104189051,1,0,2,1,0,1
2.362654998,1,1,0,0,1,1
2.990092472,0,1,0,1,1,0
2.608411664,1,1,0,1,1,1
2.795568765,0,0,0,0,0,0
2.346615524,1,0,0,1,0,1
1.853914713,1,1,0,0,0,1
3.594558644,1,1,0,0,1,0
2.574502413,0,0,0,0,0,0
2.182612599,0,0,0,0,0,0
1.349014174,1,0,2,0,1,1
2.450569998,0,0,0,0,0,0
1.88733461,0,1,1,1,1,1
1.679127974,0,1,1,0,1,1
2.536934636,1,0,0,1,1,1
3.7058374,0,0,0,0,1,0
1.937510631,0,1,1,1,0,1
2.244699507,1,1,1,0,0,1
2.576000675,0,0,0,0,0,0
2.479651574,0,0,0,0,0,0
1.462380135,1,0,1,1,1,1
2.578814954,0,1,1,0,0,0
1.613366331,1,0,2,1,0,1
1.710100519,1,1,1,1,1,1
2.236041703,1,1,1,0,0,1
1.944963112,1,1,1,1,0,1
2.420676079,1,0,0,1,0,0
2.194255488,1,0,1,1,1,1
1.027472309,0,0,1,0,1,1
2.234298865,1,1,2,1,0,1
2.177980799,1,0,2,1,0,1
2.949913633,1,0,0,0,0,0
2.698252544,1,1,1,1,1,1
1.709140164,1,1,1,0,0,1
2.54949046,1,0,0,0,0,0
1.908761305,1,1,0,0,0,1
2.613199748,1,1,2,1,1,1
2.905651865,1,1,1,1,1,1
1.692255601,0,1,1,0,1,1
1.658749926,1,0,0,0,0,1
3.445232282,0,1,2,1,0,0
2.174583004,1,1,0,1,1,1
2.97720567,1,0,0,1,0,0
2.717486454,1,0,1,1,1,0
2.013787382,1,1,0,1,0,1
2.947810752,0,0,1,1,0,0
2.485077772,0,0,0,0,0,0
2.588600635,0,0,0,0,0,0
2.065464641,0,0,0,0,0,0
2.936706106,1,0,1,0,1,0
2.507249854,0,0,0,0,0,0
3.961668609,0,1,2,1,1,0
2.117271547,0,0,0,0,0,0
1.995973064,0,0,0,0,0,0
1.733347932,1,0,1,1,0,1
2.325752407,1,1,2,1,1,1
1.817860939,0,1,1,1,0,1
2.023624698,1,1,1,1,1,1
2.343727149,1,1,1,1,0,1
1.569518792,0,1,1,0,0,1
2.680951693,1,0,0,0,0,0
2.014146285,1,1,1,1,0,1
1.845532344,1,0,1,1,0,1
2.057065709,0,0,0,0,0,0
1.646969567,1,1,1,1,0,1
2.737657462,1,0,1,1,0,0
2.896023823,0,1,2,1,1,0
2.363295621,1,1,0,1,0,1
2.245312461,1,1,1,0,1,1
1.583021923,1,0,1,0,0,1
2.746209868,1,1,1,1,1,1
2.187589819,0,0,0,0,0,0
2.085349764,1,1,2,0,1,1
2.177365049,0,0,0,0,0,0
3.038525867,1,0,0,0,1,0
1.504941596,1,1,2,0,0,1
2.282683504,1,1,1,1,1,1
3.26115496,0,1,1,1,0,0
1.534660651,1,1,2,0,1,1
2.679436427,0,1,2,0,0,0
3.79997353,0,0,0,1,1,0
2.128796442,1,0,1,1,1,1
1.947218097,0,0,1,1,0,1
2.648584281,1,0,0,1,0,0
2.54894493,0,0,0,0,0,0
1.765961155,1,0,0,1,0,1
2.865543449,1,1,2,0,0,0
2.456833616,0,0,0,0,0,0
2.961220367,1,0,2,1,1,0
2.689614868,0,0,1,0,0,0
1.765041929,1,0,1,0,1,1
2.145795699,0,0,0,0,0,0
2.59257528,1,1,1,1,1,1
3.048939949,1,1,1,0,1,0
2.074708442,0,1,1,1,1,1
2.097282169,1,1,1,0,1,1
2.374210075,1,1,0,0,1,1
3.8825844,1,1,2,1,1,0
1.912674963,1,1,2,1,1,1
2.373207978,0,1,1,1,0,1
1.650338932,0,1,2,1,0,1
2.603192591,1,1,1,1,0,1
2.748192433,1,1,2,1,0,0
1.803736024,0,1,1,0,0,1
2.03991896,1,1,1,1,0,1
2.947425368,0,1,0,0,0,0
3.0805432,0,1,0,1,0,0
2.941739083,0,1,1,1,1,0
2.733909771,1,0,1,0,0,0
1.67212117,1,1,1,1,1,1
2.407443258,1,0,0,0,0,0
1.727728772,1,1,1,1,0,1
2.387227823,0,1,1,1,1,1
1.973701311,1,0,1,1,0,1
1.651620894,0,0,0,0,1,1
2.394850569,1,1,2,1,0,1
2.786728001,1,1,1,1,1,1
1.947473688,0,0,0,0,0,0
2.458820388,1,0,2,1,1,1
2.788368106,0,0,0,1,0,0
3.776959086,0,1,2,1,1,0
3.050304793,0,0,2,1,1,0
2.41332662,1,1,1,1,1,1
2.878259153,1,1,0,0,0,0
1.865387002,1,1,1,1,0,1
1.936595192,1,0,0,1,1,1
2.630418453,1,1,1,1,0,1
2.007120006,1,0,1,1,0,1
2.682470663,1,1,1,1,1,1
2.747038287,0,1,2,1,0,0
2.418786047,0,1,0,0,0,0
2.838524048,0,0,1,1,1,0
2.274847083,1,1,1,1,0,1
1.97283102,0,0,1,1,0,1
2.594260694,1,1,2,1,1,1
1.653304686,1,1,0,1,0,1
2.974920632,0,0,0,1,1,0
1.707451829,0,1,0,0,0,1
1.906316557,1,1,1,1,0,1
3.276439657,0,0,1,0,0,0
2.861773037,1,1,1,1,1,1
2.060059879,0,0,0,0,0,0
2.946909125,1,0,2,0,1,0
2.070225969,1,1,0,1,0,1
1.519501868,1,1,2,1,1,1
1.733805385,1,0,0,0,1,1
1.503695654,1,1,1,1,1,1
1.01350193,0,1,2,1,1,1
2.74529229,1,1,1,1,0,0
2.343270599,0,1,2,1,1,1
2.296538364,0,0,0,0,0,0
3.089520647,1,1,2,1,1,0
2.434941175,0,1,1,0,0,0
2.042486193,0,1,1,1,0,1
2.697421639,0,0,0,0,0,0
2.579727904,0,1,0,0,0,0
2.739470664,1,1,1,1,1,1
3.687848252,0,1,0,1,1,0
1.679519895,0,1,1,0,1,1
1.91499832,0,0,0,0,0,0
3.955870922,0,1,2,1,0,0
1.789072499,0,1,2,1,1,1
2.371133262,1,0,1,1,1,1
2.320894817,0,0,0,0,0,0
2.696802486,1,1,2,1,1,1
2.673285059,0,0,0,0,0,0
2.104563785,1,0,1,1,1,1
2.0868473,0,0,0,0,0,0
2.688201925,1,0,0,1,1,1
2.923209007,0,1,1,0,1,0
2.04873514,1,1,2,1,1,1
3.804550974,0,0,0,0,0,0
2.977011978,0,1,2,1,1,0
2.363857283,1,1,1,1,1,1
2.697464566,1,0,1,1,1,1
1.502872403,1,1,2,1,1,1
2.206725823,1,1,2,1,1,1
2.726752635,1,1,1,0,1,0
1.852775893,1,1,2,0,0,1
2.115284523,0,0,0,0,0,0
3.0682094,1,0,2,1,0,0
2.730157764,0,1,2,0,1,0
2.494498315,1,1,1,1,1,1
3.116475101,1,1,2,1,1,0
2.792906025,1,0,0,0,0,0
2.998860366,1,1,1,1,1,1
2.963625821,1,1,1,1,1,1
2.489709463,0,0,0,0,0,0
3.934909173,0,0,0,0,1,0
2.274938207,1,1,2,0,1,1
2.107517676,1,0,0,1,0,1
2.344616267,0,1,1,1,1,1
2.623491925,0,0,0,0,0,0
2.02669115,1,0,0,1,0,1
2.840001019,0,0,1,1,0,0
2.181389512,0,1,2,1,1,1
2.143830046,1,1,0,0,0,1
2.628063739,1,0,0,1,0,0
1.85879177,0,0,0,0,0,0
2.031518666,1,1,1,1,1,1
2.425450488,0,0,0,0,0,0
1.855393652,1,1,1,1,1,1
3.787936132,1,0,2,1,1,0
1.794219779,0,1,1,1,0,1
1.743808798,1,0,1,1,0,1
2.832208098,1,0,1,0,0,0
1.758637888,1,1,1,0,1,1
1.821726516,0,0,0,0,0,0
2.822779759,1,0,2,1,1,0
2.546051841,1,0,0,1,1,1
2.527865467,0,0,0,0,0,0
2.064788886,1,1,2,1,0,1
2.744979815,1,1,1,1,1,1
2.563967489,1,0,0,0,0,0
2.173891748,0,1,1,1,1,1
1.941084074,1,1,1,0,0,1
2.322891438,0,0,2,0,1,1
2.885260095,1,0,2,1,1,0
1.528020621,1,0,2,0,1,1
2.318443076,1,1,2,0,1,1
2.754114116,1,0,1,1,1,0
2.89156505,0,0,0,0,0,0
2.010263303,0,0,1,1,0,1
