Aggregate,Internship,GRE,GermanLevel,IELTS7,DegreeCompleted,Winter,Admission
2.25516316,1,1,1,1,1,1,1
1.812103297,1,0,2,1,1,1,1
1.611171228,1,0,1,1,0,0,1
3.766752404,1,0,0,1,0,0,0
1.768350629,0,1,2,1,1,1,1
2.326458098,0,0,0,0,0,0,0
1.768007228,0,0,0,0,0,0,0
3.513382587,1,1,0,1,0,0,0
2.499186023,1,1,2,1,1,0,1
2.842779018,0,1,2,0,0,0,0
1.999038296,1,0,0,0,0,1,0
1.529546772,1,0,1,1,0,1,1
2.372459574,0,0,0,1,0,0,0
2.395404876,0,0,0,0,1,0,0
2.573426305,1,0,0,1,0,1,0
2.138280068,0,1,1,1,1,1,1
1.892846649,0,0,0,0,0,1,0
2.488756819,1,1,2,1,1,1,1
2.187296934,0,0,0,0,0,0,0
2.577868779,0,0,0,0,1,1,0
1.945974155,1,1,2,0,1,1,1
1.772063957,1,1,2,1,1,1,1
1.950835982,0,0,2,0,0,1,0
2.672537492,1,1,0,0,1,0,0
3.492884064,1,1,0,0,1,1,0
2.434909128,0,0,2,0,0,1,0
2.767352339,1,1,1,1,1,1,1
2.393382627,0,0,1,1,1,1,1
2.539166547,1,1,1,1,1,0,1
1.887853386,1,1,1,0,1,1,1
2.536076164,1,1,1,1,1,0,1
2.430638145,1,1,2,1,0,0,1
2.13463567,0,1,2,1,1,0,1
2.20335326,0,0,0,1,0,0,0
3.834267983,0,1,1,1,1,0,0
2.235074801,0,0,1,0,0,1,0
2.422877238,1,1,2,1,1,0,1
2.277694385,1,1,2,1,1,1,1
2.241178176,0,0,0,0,0,1,0
3.193420562,1,1,1,0,0,1,0
2.45704281,1,0,0,0,0,1,0
2.548109994,0,0,0,0,1,1,0
3.596331952,0,1,0,1,0,1,0
2.360024078,0,0,0,1,1,0,0
1.561530393,1,1,2,0,1,1,1
2.41939784,0,0,0,0,0,1,0
2.703769671,1,1,1,1,1,0,1
2.653157538,0,1,2,0,1,0,0
1.767352447,1,1,0,1,1,1,1
3.158930446,1,0,1,1,0,1,0
2.49825612,1,1,0,1,1,0,1
1.991346863,1,1,0,1,1,1,1
3.325404311,0,1,1,0,1,0,0
1.66219202,1,1,2,1,1,0,1
3.19713891,0,0,0,0,0,1,0
2.336937065,0,0,2,1,1,0,1
2.441331631,1,1,2,1,1,0,1
3.75733532,0,1,2,0,0,0,0
2.320193641,0,0,0,0,0,0,0
2.53222856,1,1,2,0,0,0,0
2.535774739,1,1,1,1,1,1,0
2.639426115,0,1,1,1,1,1,0
2.316502018,0,0,2,1,1,1,1
1.888769247,1,0,2,1,1,1,1
2.185760061,1,0,1,1,1,1,1
2.172855438,0,0,2,0,0,0,0
3.473897157,0,0,2,1,1,0,0
2.635395482,1,1,0,1,1,1,0
2.548522314,1,1,0,1,0,0,0
2.321767081,1,1,1,1,1,1,1
2.399096519,0,0,0,0,0,0,0
3.733840898,0,1,0,0,1,1,0
1.529502456,1,0,2,1,0,1,1
1.887353859,1,1,0,1,1,0,1
2.067741951,0,1,1,1,1,1,1
2.293004658,1,1,1,1,1,1,1
1.565501666,1,0,1,1,0,1,1
1.735869088,1,1,2,0,1,0,1
2.763770725,1,1,1,1,1,1,1
1.277374921,1,1,1,0,1,0,1
1.921959819,1,0,0,0,0,1,0
1.601104467,1,1,1,1,1,1,1
2.189472359,1,0,1,0,1,0,1
2.793996032,1,1,1,1,1,1,1
2.090175522,0,1,0,0,0,0,0
1.542638352,1,1,0,1,1,0,1
2.33061169,1,1,2,1,0,1,1
2.080894852,0,0,1,1,0,0,0
2.622625662,0,1,1,0,1,1,0
3.845536756,0,1,1,0,1,1,0
3.560254926,0,1,1,0,1,1,0
2.757409833,0,0,1,1,1,0,0
2.362496741,0,0,0,0,0,0,0
2.128232058,1,1,1,1,1,1,1
2.372066023,0,0,0,0,0,0,0
1.602681229,1,0,2,1,0,0,1
2.497923882,0,0,0,0,1,0,0
2.241361108,0,1,0,1,1,0,1
2.204265942,1,1,2,1,1,1,1
1.660878962,1,1,1,1,1,1,1
2.732324658,0,0,0,0,0,0,0
2.399671994,1,0,1,1,1,1,1
2.292115393,0,1,1,1,1,0,1
3.911727365,0,1,1,0,1,1,0
2.214467117,1,0,2,1,1,1,1
3.52725273,0,1,1,0,1,0,0
2.14840617,1,0,2,1,1,1,1
3.020702318,0,1,0,0,1,0,0
2.923419891,1,0,2,1,1,1,0
2.484014815,0,0,0,0,0,0,0
2.902803624,0,0,2,1,0,1,0
2.044865041,0,0,0,0,0,1,0
3.104258634,0,1,1,1,0,1,0
2.171520694,1,0,1,1,1,0,1
2.378006246,1,0,1,1,1,0,1
2.145134588,1,1,0,1,1,0,1
3.338707145,0,0,1,1,0,0,0
1.58354282,0,0,0,0,0,0,0
1.59309733,1,1,1,1,1,1,1
2.446060378,1,1,0,1,0,0,1
2.210198293,1,1,1,0,0,1,1
1.519233684,1,1,2,1,1,1,1
2.106021769,0,0,1,1,0,0,0
1.996749151,1,1,2,1,1,0,1
2.149988559,1,1,1,1,0,1,1
1.706092492,1,1,1,1,1,1,1
1.722535654,1,0,2,1,0,1,1
2.110379165,1,0,0,0,1,0,1
2.266779698,1,0,2,0,1,1,1
2.247976086,1,1,2,1,1,1,1
2.232202414,1,1,1,1,1,1,1
2.414083752,1,1,1,1,1,1,1
2.553697527,0,1,1,0,1,1,0
2.252324671,0,1,1,1,1,0,1
2.320561137,1,1,1,1,0,0,1
2.194556362,0,0,1,1,0,1,0
2.636670514,1,0,0,1,0,0,0
3.334693714,1,0,1,0,0,0,0
2.477840565,1,0,2,0,0,0,0
2.260107226,1,1,0,1,1,0,1
3.081254436,0,0,1,1,0,0,0
2.445601811,1,1,1,1,1,0,1
3.234119768,0,0,0,0,0,0,0
1.620425442,1,0,1,1,0,0,1
2.142117614,1,0,1,1,0,1,1
2.539006049,1,1,1,1,1,1,1
1.665705812,0,0,0,0,0,0,0
2.381583583,1,1,1,1,0,1,1
1.949064065,1,1,2,1,1,1,1
2.082826059,0,0,2,0,0,0,0
1.536815235,0,1,2,0,1,1,1
2.21907034,1,1,2,1,1,0,1
1.835451378,1,0,0,0,0,0,0
2.303558485,0,0,0,0,0,1,0
2.362594124,1,1,1,0,1,0,1
3.04867582,1,1,2,0,1,1,0
2.339216236,0,0,0,0,0,0,0
2.512828063,0,0,2,0,1,1,0
2.81436947,1,1,1,1,1,1,0
1.907561211,0,1,1,1,1,1,1
3.235096314,1,0,0,0,1,1,0
2.392100653,0,0,0,0,0,0,0
2.658695809,1,1,1,1,1,1,1
1.800445836,1,0,2,0,0,1,1
2.483066463,0,1,2,1,1,1,1
2.140430009,0,0,0,0,0,1,0
2.177373858,1,1,0,0,0,1,0
2.432280098,0,0,0,1,0,1,0
2.247480296,0,0,2,1,0,0,0
1.705484753,1,1,2,1,0,0,1
1.571673575,1,1,2,1,0,1,1
1.907951324,1,1,2,1,1,1,1
2.369034472,1,1,2,1,1,0,1
2.185727189,0,1,0,1,1,1,1
3.569860346,1,1,0,0,1,0,0
1.645837276,0,1,2,0,1,0,1
2.160012877,1,0,0,0,0,1,0
2.157461024,1,1,0,1,1,0,1
1.367001194,0,0,2,1,1,1,1
3.433147131,0,0,2,1,0,0,0
2.186341085,0,1,0,0,0,0,0
1.917637067,1,1,0,0,0,0,0
2.196164695,0,0,0,0,0,1,0
1.514994343,0,0,0,0,0,1,0
2.175808545,0,1,0,0,0,0,0
2.23109621,1,0,1,0,1,0,1
2.364334014,1,1,2,0,1,0,1
2.854332759,0,0,1,1,0,1,0
2.714912551,1,0,0,1,0,0,0
2.600873671,0,1,0,0,0,1,0
2.159139691,1,0,2,0,1,0,1
2.405895903,0,1,2,1,1,1,1
1.663217046,1,1,1,0,1,0,1
1.908675134,0,0,0,0,0,0,0
2.133821725,0,0,1,1,0,0,0
2.159010755,0,1,0,0,0,0,0
2.170964943,0,0,2,1,0,0,0
1.848492243,1,0,2,1,1,1,1
2.287468598,0,1,0,0,0,1,0
2.579483704,1,1,2,0,1,0,0
3.056822959,0,0,1,0,1,1,0
2.343359677,1,1,0,0,0,1,0
3.314066749,0,0,1,1,1,1,0
2.483921115,0,1,1,1,1,0,1
2.392183824,1,1,1,0,0,1,0
2.090112143,1,1,1,1,1,1,1
1.772351159,1,1,1,1,1,1,1
1.961250397,0,1,0,0,0,1,0
2.403157099,0,0,0,0,0,0,0
2.119120749,0,0,0,0,0,0,0
2.398667106,1,1,2,1,1,0,1
2.626802476,1,0,0,1,0,0,0
2.473862118,0,0,0,1,0,1,0
2.255825366,1,1,2,1,0,0,1
1.739893375,0,0,0,0,0,1,0
2.754724394,0,1,0,0,0,1,0
2.490700653,1,1,2,0,0,0,0
3.059302564,1,0,1,1,0,1,0
2.489139727,0,0,0,0,0,0,0
2.13551095,1,1,1,0,1,0,1
2.560432947,0,0,2,0,0,1,0
2.785882892,1,0,2,0,0,0,0
2.096725337,1,1,0,1,1,0,1
2.705223628,0,1,2,0,0,0,0
2.213895914,0,0,0,0,0,1,0
2.494691006,0,0,0,0,0,1,0
2.443091376,1,1,0,1,1,1,1
3.865995199,0,1,0,1,1,0,0
3.378400202,1,0,0,0,1,0,0
2.753911214,1,0,0,1,1,0,0
2.28843541,0,1,2,1,1,0,1
1.604625425,1,1,2,1,1,1,1
2.818473646,1,1,0,0,0,0,0
2.312405419,1,1,1,1,1,1,1
1.535983475,0,0,0,0,0,1,0
1.875944732,0,0,0,0,1,0,0
1.769456912,0,1,1,0,1,1,1
2.57421295,1,1,1,1,1,0,1
1.617117768,0,1,0,0,1,1,1
2.335040813,1,1,2,0,1,1,1
2.423233029,1,1,2,1,1,1,1
2.042533205,0,0,2,1,1,0,1
2.655983413,0,1,1,0,1,1,0
2.062646999,0,0,0,1,1,1,1
2.622588287,0,1,2,0,0,1,0
1.830246838,0,1,2,1,1,1,1
1.924007521,0,1,0,1,1,1,1
1.970009709,1,1,2,0,1,0,1
2.395621752,1,1,1,0,1,0,1
1.303963685,1,1,1,0,0,0,1
2.44824182,0,0,0,0,0,1,0
2.935851798,1,0,2,1,0,1,0
2.710523212,1,1,1,0,1,0,0
2.32204349,1,1,2,0,1,0,1
2.401790429,0,0,0,0,0,0,0
2.132434908,1,0,0,0,1,0,1
2.78068894,1,1,1,1,1,0,1
2.360949693,1,1,2,0,1,0,1
2.865108269,0,0,1,1,0,0,0
1.881946576,1,1,2,1,1,1,1
2.081587407,1,1,2,1,1,1,1
3.438767855,0,0,2,0,0,1,0
2.384120257,0,0,1,0,0,0,0
2.105961906,1,1,0,0,0,1,0
2.186978354,1,1,0,0,0,1,0
2.460476037,0,0,0,1,0,0,0
1.375299136,1,1,2,1,0,1,1
3.968824153,0,0,0,0,0,0,0
2.278366236,1,0,0,1,1,0,1
2.396571915,1,0,2,0,0,0,0
1.576472766,1,0,1,1,0,0,1
2.115833826,1,1,1,0,1,0,1
3.764234713,1,1,1,1,1,0,0
2.411225396,0,0,0,0,0,0,0
2.220293399,0,0,0,0,0,0,0
1.156908377,1,1,1,1,1,1,1
2.015125781,1,1,2,1,1,1,1
2.439113217,1,1,0,1,1,0,1
1.636987138,1,1,0,1,0,1,1
2.058722362,1,0,0,0,0,0,0
2.604451979,0,0,2,1,1,0,0
2.234799669,1,0,1,0,1,1,1
2.200685722,0,0,0,0,0,1,0
2.492801433,0,0,0,0,1,0,0
1.844127983,0,1,1,1,1,0,1
1.999700204,1,0,1,0,1,1,1
1.527679317,1,1,1,1,1,0,1
2.090811925,0,1,1,1,1,0,1
1.921403735,1,1,1,1,0,0,1
2.31375735,1,1,1,1,1,0,1
1.603990836,0,0,0,0,0,1,0
2.105067352,0,0,0,0,0,0,0
2.33756068,0,0,1,1,1,0,1
2.784997892,0,0,2,1,1,0,0
2.204327738,1,1,0,1,1,1,1
2.909029386,1,1,1,1,0,0,0
2.645779726,0,1,1,0,1,0,0
1.655475979,1,0,1,1,0,1,1
2.339918298,1,1,2,1,0,0,1
2.278365962,1,1,2,1,1,1,1
2.053332776,0,0,1,1,1,1,1
2.458137304,1,1,0,1,0,0,1
2.300611447,1,1,2,1,1,1,1
1.518938504,1,1,2,0,1,1,1
1.794143206,1,1,0,1,1,1,1
2.734449457,0,1,2,0,0,0,0
3.191430506,1,0,2,0,0,1,0
2.753719141,0,0,0,0,1,1,0
1.737840355,1,1,2,1,1,0,1
1.593669536,0,0,0,0,0,1,0
1.836903345,1,1,2,1,1,1,1
2.299802784,0,0,2,0,0,1,0
2.072111097,1,1,1,1,1,0,1
2.229099152,0,0,2,0,0,0,0
2.116269335,1,1,1,1,1,0,1
2.360950701,0,0,0,0,0,0,0
2.621539242,1,1,1,1,1,1,1
2.231814836,1,1,2,1,1,1,1
2.323674422,1,1,0,1,0,1,1
2.188411602,0,0,2,0,0,1,0
2.763313544,1,1,1,1,1,0,1
2.283857098,1,1,0,0,0,1,0
1.803738068,1,1,1,1,1,0,1
2.035778186,1,1,1,1,1,1,1
1.626483621,1,1,0,1,1,0,1
1.915768874,0,0,2,1,1,1,1
2.156388522,0,0,0,0,0,1,0
1.581687347,0,1,0,0,1,0,1
2.072282049,1,1,2,1,1,1,1
1.569277669,0,0,0,0,0,0,0
2.116204259,0,0,0,0,0,0,0
2.209949511,1,0,0,0,0,0,0
1.032926149,0,1,1,1,0,0,1
2.671783976,1,1,1,1,1,0,1
3.859624512,1,1,2,1,1,1,0
2.424049172,0,0,0,0,0,1,0
2.536775111,0,0,2,0,1,1,0
2.03073913,0,1,0,0,0,0,0
2.421301421,0,0,0,1,1,1,0
2.722611833,1,1,0,1,1,1,0
2.22444083,0,1,0,1,1,0,1
3.116523382,1,0,0,0,1,0,0
2.212927247,0,0,1,1,0,1,0
3.13107261,0,1,2,0,1,0,0
1.793747194,0,0,0,0,0,1,0
2.626880377,0,0,2,0,1,0,0
2.398020242,1,1,2,0,1,0,1
2.384684163,0,0,0,0,0,0,0
2.624898032,1,1,1,1,1,0,1
2.374368796,0,0,0,1,1,0,0
2.950117964,0,0,2,0,0,0,0
2.253147259,1,0,1,1,1,0,1
2.216451799,0,0,0,0,0,1,0
2.439729776,0,1,2,0,0,1,0
2.687910298,0,0,1,1,1,0,0
2.482837779,0,0,2,1,1,1,1
2.185463329,1,0,0,0,0,0,0
2.213756444,0,0,0,0,0,0,0
2.138240533,0,1,0,0,0,1,0
1.830292193,1,1,1,1,1,1,1
1.903145678,0,1,0,0,0,1,0
2.646426555,1,1,2,0,0,0,0
1.828569861,0,1,0,1,1,0,1
2.104158364,0,1,0,1,1,0,1
2.390413515,1,1,2,0,0,1,0
2.289793749,0,1,0,1,1,0,1
3.174958977,1,0,2,1,0,1,0
2.688260901,1,1,0,0,0,1,0
1.827243501,0,0,2,0,1,0,0
2.12674014,1,1,0,1,1,0,1
2.388344139,1,1,2,0,0,1,0
2.026668297,1,0,0,0,0,1,0
2.135399469,1,1,0,1,1,1,1
1.879122264,0,0,1,0,0,0,0
2.720961049,0,1,1,1,0,1,0
1.601023557,1,1,0,1,1,1,1
2.031069857,1,1,2,1,1,0,1
2.335311895,1,1,2,1,1,1,1
1.609630801,0,1,1,1,1,1,1
1.654402103,1,1,0,1,1,0,1
1.850487996,1,1,0,1,1,0,1
1.813025337,0,0,1,1,1,1,1
2.393927527,1,1,1,1,1,1,1
2.361136486,0,0,0,0,0,0,0
1.920709856,0,1,2,1,1,0,1
2.95450944,1,0,0,1,1,1,0
3.70077788,0,0,0,1,0,0,0
2.322544616,0,0,0,0,0,1,0
2.281818013,1,1,1,1,1,1,1
2.20848783,0,1,2,1,1,1,1
2.791999363,1,1,2,1,0,0,0
2.780981601,0,1,2,0,0,0,0
2.282585446,1,0,2,0,1,0,1
2.425037313,1,1,0,1,1,1,1
2.681921831,1,0,2,1,0,1,0
2.122463842,1,0,2,0,0,1,1
2.41848566,0,1,0,0,0,1,0
2.246510479,1,0,0,1,1,1,1
3.316054752,1,0,1,0,1,1,0
1.889799622,1,1,2,1,1,1,1
1.543560823,0,0,1,1,1,0,1
2.256530549,1,0,2,1,1,1,1
2.27590597,0,0,2,1,0,1,0
1.559099998,1,1,0,1,1,0,1
2.648003295,1,0,1,0,0,1,0
2.49696335,0,0,0,0,0,1,0
2.698412707,0,1,1,1,1,1,0
3.388774527,0,0,1,1,0,1,0
2.258406072,1,1,2,0,0,1,1
1.989667577,1,1,2,1,1,1,1
1.522937617,1,0,2,1,0,1,1
1.586253448,0,1,0,0,1,1,1
2.278082148,0,0,0,0,0,0,0
2.281953759,0,0,0,0,0,1,0
2.06219811,1,1,0,1,1,1,1
3.024909885,1,0,2,1,1,0,0
1.802512698,0,0,2,0,1,0,0
1.930797232,1,0,0,0,0,1,0
2.493112291,0,0,0,0,0,1,0
2.195875898,1,1,0,1,1,0,1
2.744716411,1,1,1,1,1,0,1
2.579993101,0,0,2,1,1,1,0
3.219465941,1,0,1,1,1,1,0
1.621025639,0,1,0,1,1,1,1
1.880226899,1,1,1,0,0,1,1
2.741008682,1,1,1,1,1,1,1
1.792243709,1,0,0,1,1,1,1
2.650772576,0,1,0,0,1,0,0
2.845215571,1,1,2,1,1,0,0
1.606367726,1,1,1,1,0,1,1
2.137812313,1,1,0,1,1,1,1
2.384205254,0,0,0,1,0,1,0
2.726858875,1,0,0,0,0,0,0
2.532144972,1,1,0,0,0,1,0
2.133223361,0,0,2,0,0,1,0
2.714272669,1,1,1,1,1,1,1
2.349437882,1,1,1,1,1,0,1
2.363755858,1,1,2,0,1,1,1
2.410137867,1,1,1,1,0,0,1
1.567018189,0,0,0,0,0,0,0
2.38696349,0,0,0,0,0,0,0
3.073637919,1,1,2,0,0,1,0
2.869177831,1,0,0,1,0,1,0
2.554613469,0,0,1,0,1,0,0
2.383218503,1,1,2,1,1,1,1
2.095791941,1,0,1,1,0,0,1
2.767371629,1,1,0,0,0,0,0
2.219224013,1,1,0,0,0,0,0
3.749624564,0,0,0,1,1,1,0
2.455377303,0,0,0,0,0,1,0
2.46025832,0,0,1,1,1,0,1
2.159043957,1,1,2,1,1,1,1
2.032777785,1,0,1,1,1,1,1
2.614669779,1,0,1,1,0,0,0
2.146109826,1,1,0,0,0,0,0
2.439275371,0,0,2,0,0,0,0
3.839236939,0,1,2,1,0,0,0
3.248130868,0,0,1,1,1,1,0
2.514527812,1,0,0,0,0,0,0
1.426311427,0,1,0,0,0,0,1
2.371726379,1,1,2,0,1,0,1
2.490239139,1,1,1,1,0,1,1
3.188419054,1,0,1,0,0,1,0
3.388971553,0,1,2,1,0,1,0
1.2208973,1,1,2,0,0,1,1
2.432097926,0,1,1,0,0,1,0
2.40136629,0,0,0,1,1,0,0
2.349829498,0,0,2,0,0,0,0
2.567174315,1,1,1,1,1,0,0
1.76642216,1,1,2,0,1,1,1
2.983867123,1,1,2,1,1,1,0
2.414249094,1,1,1,0,1,1,1
1.633602762,1,1,1,0,1,0,1
2.33568176,1,1,0,1,0,0,1
3.161057154,1,1,2,1,1,1,0
2.121720464,1,1,1,0,1,1,1
1.672888111,0,1,1,1,1,1,1
2.447892206,1,0,1,0,0,1,0
2.686883426,1,0,0,0,0,1,0
2.11088958,1,0,0,1,1,1,1
2.204149158,0,0,1,1,0,0,0
2.075639158,1,0,2,0,1,0,1
2.354455554,0,0,0,0,0,1,0
1.897315342,0,0,1,0,1,0,0
2.473806198,1,1,2,1,1,0,1
2.271457988,1,0,0,0,0,1,0
2.139494026,1,1,2,1,1,0,1
2.197207706,1,1,1,1,1,1,1
2.762193104,1,0,1,0,1,1,0
1.588583893,1,1,1,1,1,1,1
2.36709649,0,0,0,0,0,1,0
2.489657533,0,0,2,0,0,0,0
3.018519443,0,0,1,0,1,1,0
2.288311704,1,1,2,0,0,1,1
3.508688368,1,0,0,1,0,0,0
2.412879403,1,1,1,0,1,1,1
3.64191755,0,1,1,1,1,1,0
2.652252718,1,1,1,0,1,0,0
2.126356888,1,0,1,0,1,0,1
1.010275153,0,0,0,0,0,1,1
1.749372227,0,0,2,1,0,1,1
2.157734044,0,0,0,0,0,0,0
2.668256073,1,1,0,0,1,0,0
1.65967338,0,1,0,1,1,0,1
1.815474942,0,1,2,1,1,1,1
2.581602842,1,1,2,0,0,0,0
2.486283485,1,1,2,1,1,0,1
2.692453423,0,1,1,0,1,0,0
2.899075327,0,1,2,0,0,0,0
1.360489365,1,0,1,1,0,0,1
2.353627877,0,1,1,1,1,0,1
2.321409629,0,0,0,0,0,1,0
2.414812507,0,0,0,0,0,0,0
1.812866242,0,0,2,0,0,1,0
2.445495597,0,0,0,0,0,1,0
2.609890171,0,0,2,0,1,0,0
1.947472251,0,1,0,1,1,0,1
2.728505532,1,1,1,1,1,0,1
2.420810691,0,0,0,0,0,0,0
2.216748534,0,0,0,0,0,0,0
1.902855035,0,1,1,1,1,1,1
2.496484261,1,1,1,0,0,0,0
2.788154435,1,1,1,1,1,0,1
2.078550309,1,1,2,1,1,1,1
2.23290923,1,0,0,0,0,1,0
2.393438495,0,0,0,1,0,1,0
2.967689641,0,1,1,1,0,0,0
2.493751547,0,0,0,0,0,0,0
1.844686062,1,0,2,1,1,1,1
2.550873504,1,0,1,1,1,0,0
2.46164925,0,0,0,0,0,0,0
2.582631491,0,0,2,1,1,0,0
1.245817064,1,1,1,0,1,1,1
1.689996174,1,0,1,1,0,0,1
1.473510394,0,1,0,1,0,0,1
1.978849863,1,1,2,1,1,1,1
2.13849039,0,0,0,0,0,1,0
2.333990859,1,1,2,0,1,1,1
2.533177496,1,1,2,1,1,0,0
2.008627525,0,1,1,1,1,0,1
2.291183735,0,0,2,0,0,0,0
2.648885754,0,0,1,0,0,1,0
3.034530163,1,0,1,1,0,0,0
2.263375866,1,1,2,0,0,1,1
2.675326828,1,1,2,1,0,0,0
1.631478762,1,1,2,1,1,1,1
2.44506894,0,0,0,0,0,1,0
2.107162797,0,0,1,0,0,1,0
1.768440552,1,1,1,0,1,1,1
2.263020907,1,1,2,1,1,1,1
1.964079347,1,0,2,1,1,1,1
3.239746125,1,0,2,0,1,1,0
2.205720137,1,1,0,0,0,1,0
2.85231034,1,1,1,0,0,1,0
2.206576774,1,1,1,1,1,0,1
2.102942163,1,0,0,1,1,0,1
2.247830484,1,1,1,1,0,1,1
2.355404119,1,1,2,1,1,0,1
2.177360659,1,1,1,1,0,0,1
2.324292287,0,0,0,0,0,1,0
1.889594682,1,0,2,1,0,1,1
2.350110884,1,1,0,0,0,1,0
1.912894107,0,0,0,1,0,1,0
3.06358014,0,1,0,0,0,0,0
1.695561581,0,1,0,0,1,0,1
3.927894164,1,1,0,0,0,1,0
2.442658567,0,0,0,0,0,0,0
2.38689008,1,1,2,1,1,0,1
3.974608961,0,1,2,1,1,1,0
1.627966169,1,1,0,1,0,0,1
2.296015853,0,0,0,0,0,0,0
2.33217411,0,1,1,1,1,1,1
1.629788671,1,0,0,1,1,0,1
2.211450295,1,1,2,1,1,1,1
1.89083994,1,1,0,1,1,0,1
2.609757325,1,1,1,1,1,1,1
2.633959013,1,1,1,1,1,0,1
2.088768689,0,1,1,1,1,0,1
2.150524631,0,1,0,1,1,0,1
2.001467075,1,1,0,1,1,1,1
1.984816614,1,0,0,1,1,0,1
1.753094591,0,0,1,1,0,0,1
3.218904911,0,0,2,1,0,0,0
2.326128436,0,0,1,0,0,1,0
1.922518222,1,1,0,1,1,0,1
2.02269111,0,1,0,0,0,0,0
2.366860828,0,0,0,1,0,0,0
2.633892105,0,1,1,0,0,0,0
2.089230142,0,0,2,1,1,0,0
2.079005183,1,1,1,1,1,1,1
2.315891064,1,1,0,0,0,1,0
1.884566553,0,0,1,1,1,1,0
1.355214387,1,0,2,0,1,1,1
1.529741245,0,0,0,0,0,0,0
2.384369229,0,1,2,1,1,0,1
2.004637172,0,1,0,1,1,0,1
2.554589412,1,1,1,1,1,0,1
2.264037501,0,1,1,1,1,1,1
2.6988391,0,1,2,0,0,0,0
1.326576801,1,1,0,1,1,1,1
2.331948802,0,0,0,0,0,1,0
3.411095455,0,0,0,1,1,1,0
2.232404874,0,1,1,1,1,1,1
2.488067277,0,0,0,0,0,0,0
2.105612062,0,0,0,0,0,1,0
2.258044798,0,0,1,0,0,0,0
2.753950839,1,0,0,1,1,1,0
1.64415036,1,1,1,1,1,0,1
2.404332226,1,1,2,1,0,1,1
1.117685774,1,1,2,0,0,0,1
2.48718489,0,0,0,1,1,0,0
2.753283795,1,0,0,0,1,1,0
2.47461375,0,0,0,0,0,0,0
1.886059393,1,1,2,1,1,1,1
2.304591987,0,0,0,0,0,1,0
2.096433572,1,0,2,1,1,0,1
1.56934607,1,1,0,1,1,1,1
2.660226042,0,1,2,1,1,1,0
1.54361183,0,1,1,0,1,1,1
2.590090784,0,1,1,0,1,1,0
1.941096175,0,1,1,1,1,1,1
3.569997503,0,1,1,0,1,0,0
3.270337654,0,0,1,1,0,1,0
2.357936779,0,0,0,0,0,0,0
2.740258719,0,0,1,0,1,1,0
2.375827001,0,0,0,0,0,0,0
2.422240042,1,1,1,1,1,0,1
2.125958884,0,1,0,1,1,0,1
2.473584334,0,0,0,0,0,1,0
2.544797845,1,0,2,0,1,0,0
2.798359272,0,1,1,1,0,0,0
1.822266375,1,0,1,1,1,0,1
2.017697863,0,1,2,1,1,0,1
1.539909091,1,1,0,1,1,1,1
1.896965931,1,1,2,0,1,1,1
2.142269447,1,0,1,1,1,1,1
1.574703864,0,1,2,0,1,1,1
2.557337112,1,1,1,0,0,1,0
1.637919395,0,1,1,1,0,0,1
1.595976792,1,1,0,1,1,1,1
2.112531538,0,0,0,1,0,1,0
1.50263851,1,1,1,1,1,1,1
2.047976713,1,0,2,1,0,0,1
2.593339699,0,0,0,0,1,0,0
1.88496993,0,0,2,0,0,0,0
2.306892214,1,1,2,1,1,1,1
1.970096587,1,0,0,0,0,1,0
2.334650111,1,1,1,0,1,0,1
2.278074261,0,1,1,1,1,0,1
2.188090225,1,0,2,0,0,0,1
3.184596286,0,0,0,0,1,1,0
2.255572454,1,0,2,1,1,1,1
2.105858387,1,1,1,0,1,1,1
3.755906335,0,0,2,0,1,1,0
1.748750311,1,1,0,1,1,1,1
2.225821972,0,0,0,0,0,0,0
2.203804436,1,1,2,0,0,1,1
2.64267715,1,1,1,1,1,0,1
3.379878229,1,0,1,1,0,0,0
1.825401472,1,0,1,1,1,1,1
2.634320168,1,1,1,1,1,1,1
1.63180675,1,0,1,1,0,0,1
2.214008009,1,0,2,0,1,1,1
2.636303078,1,0,2,1,1,1,0
2.308249639,0,1,1,0,0,0,0
2.379580169,0,0,0,0,0,1,0
1.632919526,1,1,1,1,1,1,1
2.727173407,1,1,0,0,0,0,0
1.476861171,0,0,1,1,1,1,1
1.777573866,0,1,0,1,1,0,1
1.117314797,1,0,2,1,0,1,1
2.235792848,1,0,2,0,1,0,1
2.231111417,1,1,1,0,1,0,1
2.284122763,1,1,2,0,1,1,1
1.752064412,1,1,2,1,1,0,1
2.150511126,1,0,1,1,0,1,1
1.897022594,0,0,1,1,1,1,1
2.530424956,0,1,1,1,0,0,0
2.097376099,1,0,0,0,0,1,0
2.576608726,1,0,0,1,0,0,0
2.479106539,1,1,1,1,1,1,1
2.275740762,0,0,0,0,0,1,0
2.471030031,1,1,0,1,1,0,1
2.323816424,1,0,2,1,1,1,1
1.721156003,0,1,1,0,1,1,1
1.527545125,1,1,0,0,1,0,1
1.875928289,1,0,2,1,0,0,1
2.382586782,0,0,0,0,0,0,0
2.27268918,1,0,2,1,1,0,1
2.772407574,1,1,1,1,1,1,1
2.058918674,1,1,2,0,1,1,1
2.636736516,0,0,0,0,1,0,0
2.329688571,0,1,1,1,1,1,1
2.748619202,1,0,2,1,1,0,0
1.045073922,0,1,2,0,0,0,1
1.668342926,0,1,0,0,1,0,1
2.258483176,1,0,0,0,0,0,0
