Aggregate,Internship,DegreeCompleted,GRE,Winter,Germanlevel,Admission
2.386330302,0,0,0,1,0,0
1.852871426,1,1,1,0,1,1
2.412708576,0,0,1,1,0,0
1.751340906,1,0,1,1,1,1
2.752318413,1,1,1,0,2,1
2.198700115,1,0,1,1,1,1
1.921829409,0,0,0,1,0,0
2.307900676,1,1,1,1,1,1
3.556025478,0,1,1,0,0,0
1.962498942,1,1,1,0,2,1
3.723889668,1,0,0,1,1,0
2.225655987,0,0,1,0,2,0
1.70632072,1,1,0,0,1,1
1.890030049,0,0,0,1,0,0
2.610832104,1,1,1,0,2,0
1.930166386,0,0,0,0,0,0
2.286057865,1,1,1,0,1,1
1.708309784,1,1,1,1,2,1
2.56930841,1,1,1,0,0,0
2.382329243,1,1,1,0,1,1
2.340844208,0,1,0,0,1,0
2.295164289,1,1,1,0,2,1
1.507633745,1,1,1,1,1,1
2.749061239,1,0,1,1,2,0
1.862722877,1,0,1,0,2,1
2.026496034,0,0,0,0,0,0
1.850774726,1,1,1,0,2,1
2.506331608,1,0,0,1,2,0
2.051532802,0,0,1,1,0,0
1.768382753,1,0,1,1,1,1
3.350240572,0,0,0,0,1,0
2.515725607,0,1,1,1,2,0
2.04649112,1,1,1,1,1,1
1.993324779,1,0,1,1,2,1
2.502359862,1,1,1,1,1,1
1.840329208,1,1,1,1,1,1
2.417737202,0,0,1,1,0,0
2.290300386,0,1,1,0,1,1
1.862817221,1,1,0,1,1,1
1.809632706,1,1,0,0,0,1
1.822709093,0,1,0,0,2,1
1.79059835,1,1,0,1,1,1
1.827332119,1,1,0,0,1,1
1.692259114,1,1,1,1,1,1
2.367418939,0,1,0,1,0,0
2.266678545,0,1,1,1,1,1
2.101448483,1,1,1,0,0,1
2.274300948,0,0,0,0,2,0
2.391037602,1,1,1,0,2,1
2.282305293,1,1,1,0,2,1
1.874348061,0,0,0,1,0,0
2.340898878,1,1,1,1,1,1
2.342856249,1,1,1,0,2,1
2.309990985,1,1,1,0,2,1
2.501905075,1,1,0,1,2,0
2.80372154,1,0,0,1,2,0
3.167931488,1,1,1,1,0,0
3.671887381,1,1,1,0,1,0
1.880476901,0,0,0,1,0,0
2.565720752,1,1,1,0,0,0
2.307659522,0,0,0,1,0,0
1.961663082,1,1,1,1,2,1
1.904241446,0,1,0,1,2,1
1.72161881,1,1,0,1,1,1
2.224498445,1,1,1,0,1,1
1.854041368,0,0,1,1,2,1
2.460515263,0,1,1,1,2,0
2.461987353,0,0,0,0,0,0
1.818483272,0,0,0,0,0,0
1.720060196,1,1,1,1,0,1
3.082785109,0,1,1,0,0,0
3.576988651,0,0,1,1,1,0
1.650235326,0,0,1,1,2,1
2.262849407,1,1,1,0,1,1
1.636557456,1,1,0,0,1,1
2.551189169,1,1,1,0,1,1
1.745805797,0,0,0,1,0,0
1.963242638,0,1,1,1,2,1
2.223379336,1,1,0,1,0,0
1.847892454,1,1,1,1,0,1
2.140487692,1,1,1,0,1,1
1.988980355,0,1,1,1,1,1
2.480935866,1,1,1,1,2,1
2.267010869,0,1,1,0,2,1
2.023772643,0,1,1,0,2,1
2.203241597,0,1,0,1,0,0
2.431262688,0,0,0,1,0,0
2.792150471,1,1,0,0,0,0
1.979060972,0,0,0,1,0,0
2.347672997,0,1,1,1,1,1
2.660134622,0,0,0,0,2,0
1.803956091,0,0,0,1,0,0
1.496082755,0,0,0,0,1,1
2.932482054,1,1,0,0,2,0
2.033411222,1,1,1,0,2,1
2.347218369,0,0,0,1,0,0
2.288203404,0,1,1,1,1,1
2.378458214,1,1,1,0,1,1
2.244595566,0,0,1,0,1,1
2.659170085,0,1,0,1,2,0
1.811562478,0,0,0,0,0,0
1.951713129,0,0,0,0,0,0
2.245501603,0,0,0,1,0,0
2.197643292,0,0,0,1,0,0
2.275297292,1,1,1,1,1,1
1.832275529,0,0,0,0,0,0
2.70167416,0,0,1,0,0,0
3.670528964,1,0,1,0,1,0
3.762552367,0,0,0,0,1,0
2.07340621,0,1,1,1,2,1
2.488817644,0,1,0,1,0,0
2.043567651,1,1,1,0,2,1
2.107153289,0,0,0,1,0,0
1.964521488,0,0,0,0,0,0
1.570048351,1,1,1,0,1,1
2.060059782,1,1,1,1,1,1
2.321396131,0,1,1,1,1,0
3.801649444,0,0,0,0,1,0
2.416885821,0,1,1,1,1,0
2.355489993,1,1,1,0,0,1
2.20991978,0,0,1,1,1,0
2.445378408,0,1,1,0,2,1
1.845647068,0,0,1,0,1,1
2.483198885,0,0,0,1,0,0
2.319525217,1,1,1,0,2,1
1.682758543,0,1,1,0,2,1
2.489725289,0,0,0,0,0,0
2.077389403,1,0,0,0,0,0
2.359663457,1,1,1,1,1,1
2.701631874,0,0,1,1,2,0
1.88732234,1,1,0,1,2,1
2.257368411,1,1,1,0,2,1
3.579755023,0,1,1,0,1,0
2.496647949,0,0,0,1,0,0
2.101293823,0,1,1,1,1,1
2.353722388,0,1,1,0,1,1
1.830254903,0,0,0,0,0,0
2.514199602,1,0,0,0,0,0
1.79872198,1,1,1,1,0,1
2.217056741,1,1,0,0,0,0
3.333695724,0,0,1,0,2,0
1.917870329,1,1,1,1,0,1
2.259011801,1,1,1,1,2,1
2.145957163,0,0,1,0,2,1
2.131597658,0,1,0,0,0,0
2.382544802,1,1,1,0,0,1
2.048066045,0,0,0,0,2,0
3.665574192,0,1,0,0,0,0
1.999927015,1,1,0,1,2,1
2.564281312,1,0,1,1,2,0
1.800063266,0,1,1,0,2,1
2.7027334,0,1,1,1,0,0
2.235787348,1,1,1,1,1,1
2.215068686,1,1,1,0,0,1
1.862060298,0,0,0,1,0,0
2.179593017,0,0,0,0,0,0
3.064334372,1,0,1,0,1,0
1.70403807,0,0,0,1,0,0
2.014217064,0,0,0,1,0,0
2.293408025,1,0,0,0,0,0
3.249718465,0,1,0,1,0,0
1.575267842,1,1,1,1,2,1
2.384543204,1,1,1,1,2,1
3.090822521,1,1,0,1,0,0
2.426009783,0,0,0,1,0,0
1.319209383,0,1,1,0,1,1
2.927876441,0,0,0,0,0,0
2.767053925,1,0,1,1,2,0
2.03451047,0,0,0,0,2,0
2.255584146,0,0,0,0,0,0
1.796430303,1,1,1,1,0,1
2.948007811,0,0,0,1,1,0
1.959152527,0,0,0,0,0,0
2.09108179,0,1,1,1,1,1
1.528680223,0,0,1,1,2,1
2.247532973,0,0,0,0,2,0
2.481200751,1,1,1,1,0,1
2.476080456,1,1,1,1,1,1
3.400783992,1,1,0,1,0,0
2.306990598,1,1,1,0,2,1
2.031206078,1,0,0,1,0,0
2.261558343,1,1,1,0,0,1
2.691523122,1,0,1,0,2,0
1.880565377,1,1,1,1,2,1
2.093337798,0,0,0,1,0,0
1.53910191,1,1,0,0,0,1
1.869546761,1,1,1,0,1,1
2.506817597,1,1,1,1,1,0
2.34897409,1,1,1,1,0,1
2.029675502,0,1,0,0,0,0
1.762238736,1,1,1,1,0,1
2.413947891,1,1,1,0,2,1
2.390944417,1,1,1,1,2,1
1.817209808,1,1,1,0,2,1
2.321419622,1,1,1,0,2,1
1.986795203,1,1,1,0,2,1
2.640054997,1,1,0,0,1,0
2.806375686,0,0,1,0,2,0
2.216212702,0,0,1,0,2,1
1.77200919,1,0,1,1,1,1
1.820072884,1,1,0,1,0,1
1.989790437,1,0,1,1,0,1
2.216026538,1,1,1,0,0,1
2.532075059,1,1,1,0,1,0
1.835895064,0,0,1,1,1,1
2.025941849,0,1,1,0,2,1
1.987454085,1,1,0,0,1,1
1.53160077,1,1,1,0,2,1
3.841084872,1,1,1,0,1,0
1.830558453,0,1,0,1,1,1
2.029537137,1,1,1,1,2,1
3.386525159,1,1,0,0,0,0
2.271468801,0,0,0,1,2,0
2.212471357,0,0,1,0,2,0
2.422403147,1,1,1,0,2,1
1.735585156,0,0,0,1,0,0
2.687785242,0,1,0,0,1,0
2.485824678,1,1,1,1,1,1
1.893736466,0,0,0,1,0,0
2.332809715,1,1,1,1,1,1
3.751815528,0,1,1,1,0,0
2.92319733,1,1,1,1,0,0
2.773733975,1,1,1,1,2,1
1.744812297,0,0,0,0,0,0
2.429188975,0,0,0,0,0,0
2.011368154,1,1,1,1,1,1
1.689398844,1,1,1,1,1,1
2.202556436,0,0,0,0,0,0
2.428981013,0,1,1,0,2,1
2.697268125,0,1,0,0,1,0
2.201919924,1,1,1,0,1,1
2.598175377,0,0,1,0,1,0
2.335976938,1,1,1,1,0,1
1.887578559,0,1,1,0,2,1
1.74080511,0,0,0,1,0,1
2.418058178,0,0,0,1,2,0
2.483567322,0,1,1,0,1,0
2.564541957,1,0,1,0,1,0
2.013381774,0,0,1,1,1,0
2.178354298,1,1,1,1,2,1
1.853032953,0,1,1,1,2,1
1.524474319,1,1,1,1,2,1
2.355111041,0,0,0,1,0,0
2.00818151,1,0,1,1,2,1
1.009714514,1,0,0,0,2,1
1.851217678,0,0,0,0,0,0
2.305563228,1,1,1,0,2,1
2.757365898,1,1,1,1,1,1
1.841997387,0,1,0,1,1,1
3.641063769,1,1,0,1,0,0
1.858416926,1,1,1,1,2,1
2.060807126,1,1,1,0,1,1
1.742930032,1,1,0,1,2,1
1.743653855,0,0,0,0,0,0
1.382832398,0,1,0,0,0,1
2.531924955,1,1,1,1,1,1
2.109431743,1,1,1,0,0,1
2.769645168,1,0,0,1,2,0
2.035118745,0,1,1,1,1,1
1.813875623,0,0,1,1,1,1
2.446422715,1,1,1,1,0,1
2.235826035,1,1,1,0,0,1
2.313955685,0,0,0,0,0,0
2.149757285,1,1,0,0,0,0
1.919178337,1,1,0,0,1,1
2.777378049,1,1,1,0,1,1
1.623183228,1,1,1,1,2,1
1.901703494,0,0,0,1,0,0
2.409676942,1,1,1,1,2,1
2.706770292,0,0,1,1,0,0
1.775922706,1,1,1,0,2,1
2.336465147,0,0,0,1,0,0
2.690933241,0,0,0,0,0,0
2.496787853,1,1,1,1,1,1
2.399774412,0,0,0,1,0,0
2.475663592,0,0,0,0,0,0
2.001426206,0,0,0,0,2,0
2.28930734,0,0,0,0,0,0
1.97027835,0,0,0,1,0,0
1.830642946,0,1,1,0,1,1
3.374339402,1,1,1,0,1,0
2.163489887,0,0,1,0,1,0
1.977166866,0,1,0,0,1,1
1.655491753,0,0,0,0,0,0
2.34922744,1,1,1,0,0,1
3.995240801,0,1,1,1,0,0
2.245853426,1,0,1,1,1,1
2.723433569,1,0,1,0,0,0
2.281631202,0,1,1,1,2,1
2.648955499,1,1,1,1,0,0
2.613993257,0,1,0,1,2,0
1.92293894,1,0,1,1,1,1
2.073668315,0,0,0,1,0,0
3.297917627,0,0,1,0,1,0
1.650261784,1,1,0,1,1,1
1.556380193,0,0,0,1,0,1
1.709608592,1,1,1,0,1,1
2.326764412,0,0,0,1,0,0
1.542748331,0,0,0,0,0,0
2.34352434,0,1,1,1,1,1
1.975370326,0,0,0,0,0,0
2.766208898,1,1,1,1,2,0
2.470640284,0,0,1,0,2,0
2.455414106,0,1,1,1,2,0
1.853758572,0,0,0,1,0,0
1.624596199,0,0,0,0,0,0
3.795584141,1,1,1,0,2,0
1.962116068,0,0,0,0,0,0
2.07521785,0,0,0,1,0,0
1.954803577,1,0,1,1,1,1
2.387152744,0,0,1,0,0,0
3.422861818,1,0,1,0,0,0
2.555113976,1,1,1,0,0,0
2.072910523,1,1,1,0,0,1
2.070063937,0,0,0,0,2,0
2.09552223,1,1,1,1,2,1
1.627968977,1,0,0,1,2,1
2.481936307,0,0,0,1,0,0
2.178588755,0,1,1,1,1,1
2.456096677,1,1,1,0,0,1
1.992494821,1,1,1,0,2,1
1.561610064,0,0,1,0,1,1
2.295507667,0,0,1,0,2,0
1.988102881,1,0,1,0,2,1
2.500549671,1,1,0,1,2,0
2.239122375,1,1,1,1,1,1
2.212886784,1,1,1,0,1,1
1.756923357,1,1,1,0,1,1
2.10956892,1,1,1,1,0,1
2.169475462,0,0,0,1,0,0
1.699523455,1,0,1,1,1,1
1.51301512,0,1,0,0,0,1
1.584879339,1,1,1,1,1,1
1.300245729,0,0,0,0,2,1
1.817091547,1,1,1,1,1,1
3.944223679,1,0,1,0,2,0
2.584687402,0,0,1,0,1,0
1.62750936,0,1,0,0,0,1
2.673211066,0,0,1,0,2,0
2.109497527,1,1,1,0,2,1
2.287514271,0,1,1,0,2,1
1.991504809,0,0,1,1,1,1
1.673262993,1,0,0,0,1,1
2.315860315,1,1,1,0,1,0
1.892165033,1,1,1,0,2,1
1.875053838,1,0,1,0,0,1
2.465572924,1,1,1,0,1,1
1.777049268,1,1,0,1,1,1
1.998141889,0,0,1,1,1,1
1.507003646,1,1,1,1,2,1
1.661281313,1,1,1,1,0,1
2.111479657,0,0,0,0,0,0
2.252939719,1,1,1,0,1,1
2.665668939,0,0,1,0,1,0
2.6679649,1,1,0,1,1,0
2.799748872,0,0,1,0,1,0
2.684540179,0,1,0,0,1,0
1.993396262,1,0,1,1,1,1
1.909249761,1,1,0,1,0,1
2.662040782,1,1,1,0,1,1
1.931173584,1,0,1,1,1,1
1.557561666,1,1,0,0,0,1
1.657660568,1,1,1,0,2,1
2.399289308,1,1,1,0,2,1
2.258108154,0,1,1,1,1,1
2.084512844,0,0,0,1,0,0
2.56579082,1,1,1,0,2,1
1.834849314,1,1,0,1,0,1
2.155912173,1,1,1,1,2,1
2.709162146,0,0,1,0,0,0
3.152010316,0,1,0,0,0,0
2.452472065,1,0,1,1,1,0
2.218846295,1,1,1,0,1,1
1.895892607,1,1,0,1,2,1
1.868191534,1,0,1,0,1,1
2.471530938,0,0,0,0,0,0
2.408855365,0,0,0,0,0,0
1.337605857,0,1,0,1,0,1
3.089243946,1,0,0,0,0,0
3.37768117,1,1,1,0,2,0
2.177682015,1,1,1,1,0,1
2.102471691,1,1,1,1,1,1
2.426209817,1,1,0,1,2,0
2.162951758,1,1,0,1,0,0
1.536176086,0,1,0,0,0,1
1.930961628,0,1,1,0,1,1
2.235824936,0,0,0,0,0,0
1.655014315,1,1,1,0,1,1
2.00798049,0,0,0,0,0,0
1.75387608,1,1,0,0,2,1
2.76016615,1,1,1,1,1,1
1.699884414,0,0,1,1,2,1
2.464149093,0,1,1,0,1,1
1.800525854,0,1,1,1,2,1
1.872116805,0,1,0,0,2,1
1.617842331,1,1,1,1,2,1
1.638978717,0,0,0,1,0,0
1.933247418,1,0,1,0,2,1
2.643008248,1,1,0,1,1,0
2.681699774,1,1,1,1,1,1
3.868414481,0,1,1,0,0,0
1.613399123,1,0,0,0,1,1
1.963219423,0,0,1,0,2,1
1.957043414,1,1,1,0,1,1
1.998435094,0,1,0,0,2,1
1.651603133,0,1,0,1,1,1
2.153301992,0,0,0,1,0,0
2.560007308,0,0,1,1,0,0
2.382572331,0,1,1,0,2,1
2.613757414,1,1,1,0,2,1
2.043858805,0,0,0,0,0,0
2.11401295,0,0,1,1,2,0
1.577542645,1,1,0,1,2,1
2.610788264,0,1,1,0,0,0
2.464797535,0,0,0,1,0,0
1.672157365,0,0,0,1,0,0
3.920748991,1,1,0,1,2,0
2.834889062,0,0,1,0,0,0
2.318598684,0,0,0,1,0,0
2.554352544,1,0,0,0,1,0
3.544884307,0,0,1,0,0,0
2.022717124,1,1,1,0,0,1
2.186397306,0,1,0,0,0,0
1.935698305,1,1,1,0,1,1
2.20278165,1,1,1,0,2,1
2.07773375,0,1,1,1,2,1
2.410096391,1,1,1,0,1,1
1.907146726,1,1,1,1,0,1
2.689515811,1,1,0,1,1,0
2.365385429,0,0,0,0,0,0
2.244129577,0,0,0,1,1,0
2.262811615,0,1,0,0,0,0
2.407353118,0,0,0,0,0,0
2.358717777,0,0,1,0,1,0
1.502036625,0,0,0,1,0,0
3.163224694,1,0,1,0,2,0
2.447726056,0,0,0,0,0,0
2.689551763,0,1,1,0,0,0
1.19356262,1,1,0,1,1,1
2.47274669,0,1,0,0,1,0
3.48028036,1,0,0,0,1,0
2.301493169,0,0,0,0,0,0
2.17206451,0,1,0,0,0,0
2.445366032,0,0,1,0,0,0
2.165167085,0,0,0,0,0,0
2.746583842,0,1,1,0,2,0
2.324879323,0,0,0,0,1,0
1.592894321,1,0,1,1,0,1
2.142422224,0,0,0,1,1,0
3.751553288,0,0,0,0,2,0
2.14882448,1,1,1,0,2,1
2.304692943,1,1,1,1,2,1
1.761419147,0,0,0,0,1,1
2.227584963,0,0,0,0,0,0
2.428959209,1,1,1,0,1,1
2.279605155,0,0,1,1,1,1
2.557571772,1,1,1,1,2,1
1.998997201,1,1,1,1,1,1
2.12700526,0,0,1,1,1,0
2.579042359,0,1,1,1,2,0
2.057666314,0,1,0,0,0,0
2.406458358,0,0,0,0,0,0
2.483271281,1,1,1,0,2,1
1.506299158,0,1,1,0,1,1
2.0984795,1,1,0,1,0,0
1.83327993,1,0,1,1,1,1
2.267590254,1,1,1,0,2,1
2.452795567,0,0,0,0,2,0
2.131167171,1,1,1,1,1,1
2.62901365,0,1,0,1,2,0
3.091739195,1,0,0,1,0,0
2.668541547,1,1,1,1,2,1
2.463507379,1,1,0,1,2,0
2.115235034,1,1,1,0,1,1
1.639607797,1,1,1,1,0,1
2.107619246,0,0,1,0,0,0
2.667151884,1,1,1,0,1,0
1.923683241,0,1,1,0,1,1
2.200823602,1,0,0,0,0,0
1.761587506,1,0,0,0,0,1
2.529692194,1,1,1,1,2,1
2.181594971,0,1,1,0,1,1
2.466011872,1,1,1,0,2,1
1.965278687,0,1,0,1,2,1
2.598323009,1,0,1,1,0,0
2.168003913,0,0,0,1,1,0
1.756146924,1,1,0,0,2,1
2.018423922,1,1,0,1,0,0
2.425130041,1,1,1,0,2,1
1.616856853,0,1,1,0,1,1
2.784450122,1,1,1,1,1,1
1.839618658,1,1,1,0,0,1
1.727093565,0,1,0,1,0,1
2.774841617,1,1,0,0,2,0
1.908466713,0,1,0,1,2,1
2.667714245,0,0,0,1,2,0
2.482964299,0,0,1,1,0,0
2.483774011,0,0,0,1,0,0
2.705406177,1,0,1,1,2,0
1.902527947,0,0,0,0,0,0
2.463279099,1,1,1,0,1,1
1.915704636,0,0,0,1,0,0
1.958040354,0,0,0,0,0,0
2.691916893,1,0,1,0,0,0
2.111065598,0,1,0,1,0,0
1.806468949,0,0,0,0,0,0
2.704079933,1,1,1,1,2,1
3.892066146,0,0,0,0,0,0
2.641634859,1,0,0,0,2,0
2.597900433,0,1,0,1,1,0
3.4101027,1,0,0,0,1,0
2.589367095,1,1,1,1,0,0
3.553688819,1,1,0,0,0,0
2.312460061,1,1,1,0,1,1
2.151026071,0,1,1,0,2,1
2.000604027,0,0,1,1,0,0
1.814881533,0,0,0,0,0,0
3.997662735,1,1,1,1,1,0
3.327831255,1,0,0,0,2,0
1.935410523,0,0,0,0,0,0
1.981592755,1,0,1,1,1,1
2.445361281,0,0,0,1,0,0
2.43870332,0,0,0,1,0,0
2.650902348,1,1,1,0,0,0
2.288701719,0,1,1,1,2,1
2.71004862,1,1,1,0,0,0
2.228847008,1,1,1,1,1,1
2.395683088,0,0,0,0,0,0
2.688892134,1,1,1,1,1,1
2.177927043,1,1,0,1,0,0
2.754263725,1,1,0,0,0,0
1.949679276,0,1,1,1,2,1
1.424613413,1,0,0,1,0,1
3.157023626,0,0,0,1,0,0
2.780095395,0,0,1,1,1,0
2.048383589,0,0,0,0,0,0
1.822966934,1,1,0,1,0,1
2.151361097,0,1,1,0,2,1
1.942720054,0,0,0,1,0,0
2.159277131,1,1,1,0,1,1
2.330999774,0,0,1,0,0,0
2.013078612,1,1,1,0,2,1
1.25845,1,0,0,1,0,1
2.292822088,0,0,0,1,0,0
2.527611304,1,1,1,1,2,0
1.656313263,0,1,1,1,2,1
2.649736807,0,0,0,1,1,0
1.941073271,1,1,1,1,1,1
1.551660073,0,1,1,1,2,1
2.458762613,0,0,0,1,1,0
2.108284521,1,0,1,0,1,1
2.158808823,1,1,1,1,2,1
1.792773109,1,1,1,0,1,1
2.336014163,0,1,0,1,1,0
2.124249431,0,1,1,1,2,1
2.638069305,0,1,0,0,2,0
2.301915342,1,1,1,0,1,1
2.599667255,1,1,0,1,2,0
2.386136486,0,1,1,1,1,0
1.85444831,0,0,0,1,0,0
3.630470371,0,1,0,1,1,0
2.31695738,0,0,0,1,0,0
1.949343011,1,0,1,1,1,1
2.353269573,1,1,1,0,1,1
2.358585769,0,0,1,1,0,0
2.324957309,0,0,0,0,0,0
2.427260365,0,0,0,0,0,0
2.423203142,1,1,1,0,1,1
1.953324099,1,1,0,1,1,1
1.730346822,1,1,1,0,1,1
2.057547349,1,1,1,0,1,1
1.894668988,1,1,1,0,2,1
1.562273861,0,1,1,0,1,1
1.805863754,0,0,0,1,0,0
1.737256861,1,0,0,0,1,1
2.323054169,0,0,0,0,0,0
1.567596574,1,1,0,0,1,1
2.267595844,0,0,0,0,2,0
2.490484427,0,0,0,1,0,0
1.993309076,1,1,1,1,2,1
1.739594585,1,1,0,0,2,1
2.3128722,0,0,0,1,0,0
1.846981089,1,0,1,1,0,1
2.318142723,0,0,0,0,0,0
2.148700799,0,0,0,1,1,0
3.316206654,1,1,0,0,0,0
2.641506417,1,1,0,1,1,0
2.513986661,1,0,0,1,1,0
1.777358282,1,1,0,1,2,1
2.38262797,0,0,0,0,0,0
1.514830849,0,1,1,0,1,1
2.414837779,1,1,1,0,0,1
2.082215498,1,1,1,0,1,1
1.769447024,1,1,0,1,0,1
2.655303061,1,0,1,1,1,0
3.524297893,0,0,1,0,2,0
2.17159496,0,0,0,1,2,0
2.641951111,1,1,1,0,1,1
2.840446104,1,1,1,1,0,0
2.06115167,1,1,1,0,2,1
2.827883331,0,0,0,1,0,0
2.643092182,1,1,1,0,2,0
1.743383087,1,0,1,0,2,1
2.202374604,0,0,0,1,0,0
2.341877775,0,1,1,1,0,0
2.167410841,0,0,0,1,0,0
2.154515632,1,1,1,0,0,1
2.776058631,0,1,1,1,1,0
1.875512408,1,1,0,1,2,1
1.911321158,1,0,1,1,1,1
2.36773258,0,0,1,0,0,0
2.299550416,1,1,1,1,2,1
1.544900066,0,0,0,0,0,0
2.187476678,1,1,0,1,0,0
2.435465586,1,0,1,1,0,0
2.474077626,0,0,0,0,0,0
2.480349411,0,0,0,1,0,0
2.638133231,1,1,0,0,0,0
1.581602609,1,1,0,1,0,1
2.178780928,1,1,1,1,2,1
2.41319039,0,1,1,1,2,1
1.888523138,1,0,1,1,1,1
2.44121025,1,1,0,1,1,0
1.982912659,0,0,0,0,0,0
2.288909525,1,1,1,1,2,1
2.698127702,0,1,1,1,2,0
2.441381525,0,0,0,1,0,0
2.642589841,1,0,1,1,0,0
2.44932202,1,1,1,1,1,1
2.868205871,0,0,0,0,1,0
2.017077266,1,1,1,0,1,1
2.197902615,1,1,1,1,2,1
2.918770841,0,1,1,0,2,0
2.374743994,0,0,1,1,0,0
1.54197374,1,1,1,1,2,1
2.789952146,1,0,0,0,1,0
2.336904669,1,1,1,0,2,1
2.263890169,1,1,1,1,2,1
2.165458877,0,0,0,1,2,0
2.488228894,1,1,1,1,1,1
2.926357736,0,0,0,0,2,0
2.436728585,0,0,0,0,0,0
2.14843977,1,1,1,0,1,1
2.42388085,0,1,1,0,1,1
1.534788523,1,0,0,0,0,1
2.701815435,0,0,0,1,1,0
1.677897549,0,0,0,0,0,0
3.922046882,1,0,0,0,1,0
2.226973217,1,1,1,0,2,1
3.5142607,0,0,1,0,1,0
1.769963292,0,0,0,0,0,0
1.95637801,0,0,0,1,0,0
2.632875499,1,1,1,0,2,1
1.950342214,1,1,1,0,1,1
1.551453247,1,1,0,0,1,1
2.339253745,0,0,1,0,0,0
2.486900532,1,1,1,0,0,1
3.859982771,0,0,0,1,1,0
2.432594496,1,1,1,0,1,1
1.904574484,1,1,1,1,1,1
2.332756751,0,0,0,1,0,0
2.491269555,0,1,1,1,0,0
3.882168772,1,0,1,0,2,0
1.014235779,1,1,1,0,1,1
1.811365452,0,1,1,0,1,1
2.430639047,0,0,1,1,0,0
1.91072925,0,0,0,0,0,0
2.142812586,1,1,1,0,1,1
2.550521487,0,0,1,0,2,0
2.710131842,0,0,0,1,2,0
2.567960373,0,0,1,1,0,0
2.1352586,1,1,1,1,1,1
2.66825024,0,0,1,1,1,0
1.508987935,1,1,1,1,0,1
1.912992649,0,0,0,0,0,0
1.651826622,0,1,1,1,2,1
2.743188705,1,1,1,0,2,1
1.783702752,0,1,1,0,0,1
2.484906847,0,1,1,1,2,1
2.475482052,0,0,0,1,0,0
2.649475638,1,1,1,1,1,1
2.10581558,1,1,1,1,2,1
1.860298225,1,1,0,0,2,1
3.379763293,1,0,1,0,1,0
1.6222904,1,1,1,0,0,1
2.390926794,0,1,1,0,1,0
2.427690634,0,1,1,1,1,0
3.512773065,1,1,1,0,0,0
2.79902362,1,1,1,0,2,1
2.731580114,1,1,0,1,0,0
2.552637015,1,1,1,1,0,0
2.320735639,1,0,0,1,0,0
2.444301043,0,0,0,0,0,0
3.894464559,0,0,0,1,1,0
1.952847582,0,0,0,1,0,0
2.971825121,1,1,1,1,1,0
2.594944408,1,1,1,0,2,1
1.654806111,0,1,0,1,0,1
2.255698611,1,1,1,1,0,1
2.325713231,0,0,0,1,0,0
1.750837934,1,1,0,1,1,1
1.976403863,1,0,1,1,2,1
2.435384894,1,1,1,1,1,1
1.691840434,1,0,1,1,0,1
2.465991271,0,0,1,1,0,0
1.781065271,0,0,0,1,2,1
2.209820078,0,0,0,1,2,0
1.877943173,1,1,1,0,1,1
1.998344413,1,0,1,1,2,1
2.60893377,1,1,1,0,2,1
1.828521347,1,1,1,1,2,1
1.976924808,1,0,1,0,1,1
2.354299868,1,1,1,1,1,1
1.555885154,1,1,0,0,1,1
2.485461698,0,0,0,1,0,0
2.406845824,0,0,0,0,0,0
1.739699789,1,0,0,0,1,1
2.49274819,1,1,1,1,1,1
2.499825785,1,1,1,0,1,1
1.293783406,0,1,0,0,0,1
2.106519802,1,1,1,0,2,1
1.971721278,1,1,1,0,0,1
1.750502593,1,1,1,1,1,1
2.044345168,1,1,1,1,0,1
1.951437269,1,1,0,0,1,1
1.98954086,0,0,0,1,0,0
3.242960021,0,1,0,1,0,0
1.6128661,0,0,1,1,2,1
1.811659599,1,1,1,1,1,1
1.868146257,0,0,0,1,0,0
3.029976225,1,1,0,0,0,0
2.768128811,1,1,1,0,2,1
2.26762753,1,1,1,1,1,1
3.844198551,0,0,1,1,2,0
2.833655262,0,1,1,0,1,0
1.975194116,1,1,0,0,2,1
2.402443235,1,1,1,0,0,0
2.427488686,0,0,1,1,0,0
2.604015687,0,0,0,1,0,0
2.68588399,1,1,1,1,2,0
1.914543618,0,1,0,1,1,1
3.484583439,1,1,0,0,1,0
3.97721211,0,0,1,0,0,0
2.910443203,0,1,0,1,1,0
2.411750075,0,0,1,0,0,0
1.151583886,0,0,0,1,2,1
2.466507996,1,1,1,1,0,1
2.4229889,0,1,1,0,2,1
2.632773612,1,1,0,1,0,0
2.094674315,1,1,1,0,2,1
2.354529958,1,1,1,1,1,1
1.740797022,0,0,0,1,0,0
2.068509052,1,1,1,0,1,1
2.345163356,1,0,0,0,0,0
2.591048397,1,1,1,1,1,1
2.05647202,1,0,0,0,0,0
1.524372375,1,1,1,0,0,1
2.288434475,1,1,1,1,2,1
2.418237975,1,1,1,0,2,1
1.78665823,1,0,1,1,1,1
1.829327059,1,1,0,1,2,1
2.074383147,0,1,1,1,2,1
1.898321738,1,0,1,1,0,1
2.473033896,1,1,1,0,2,1
1.671592654,1,0,1,0,2,1
2.228559949,1,1,0,0,0,0
2.127344877,1,1,1,1,2,1
2.242366664,0,1,1,1,2,1
2.511945857,1,1,1,1,2,0
3.56386203,0,0,0,1,1,0
1.974935426,0,0,0,0,0,0
2.066591181,1,0,1,1,1,1
3.729378777,0,1,0,1,1,0
2.552721886,1,1,1,1,2,0
3.341539306,1,1,1,0,2,0
