Aggregate,Internship,DegreeCompleted,Winter,Germanlevel,GRE,Admission
2.271315029,1,1,0,1,1,1
2.317039312,0,0,0,0,0,0
1.296155345,1,1,0,0,0,1
2.306275961,1,0,0,0,0,0
3.665720707,1,1,1,1,1,0
1.661601168,1,1,0,1,0,1
2.645406963,1,0,1,2,1,0
2.719798026,1,1,0,1,0,0
2.676853922,1,1,1,2,1,1
2.220138101,1,1,0,1,0,1
2.059563777,0,1,1,1,1,1
2.642488059,1,1,1,2,1,1
1.830283191,1,1,1,1,1,1
2.333249525,0,1,1,2,0,1
3.588008296,0,0,0,0,1,0
1.82230412,1,1,0,1,1,1
2.228968637,1,1,0,1,1,1
2.89147261,1,0,0,0,1,0
2.652162154,1,1,1,1,1,0
2.499487512,0,0,1,2,1,0
2.434672233,0,1,1,2,0,1
3.207629844,1,1,1,1,1,0
1.88492286,0,1,1,1,1,1
2.208428636,1,0,0,1,1,0
2.252639079,0,0,0,0,1,0
3.196274512,1,0,0,0,0,0
1.681480966,1,1,1,0,1,1
2.786531243,0,1,0,2,0,0
2.765115193,1,1,0,2,0,0
2.187235692,1,1,1,2,0,1
2.174111985,1,1,0,1,1,1
2.193654211,1,1,0,1,0,1
1.816015316,1,1,1,1,0,1
3.615445205,0,1,0,1,0,0
1.32069901,0,1,1,0,0,1
1.839995451,0,1,1,1,0,1
2.125801195,1,0,1,1,1,0
2.648803086,1,1,1,2,1,1
3.265357627,1,1,1,2,0,0
2.48788294,1,0,0,0,0,0
2.463290714,1,0,0,2,1,0
2.125403217,0,0,0,1,0,0
2.560205417,1,1,0,2,1,1
2.543112532,1,1,1,2,1,1
2.391138021,0,1,0,2,1,1
3.406522924,1,1,1,1,0,0
1.606598176,0,0,0,0,1,0
1.911463651,1,1,0,1,1,1
2.53033496,0,0,1,0,0,0
2.556480252,0,0,1,2,0,0
3.610602336,1,1,1,1,0,0
2.01149345,0,1,0,1,1,1
2.740867062,1,0,0,1,1,0
2.651852501,1,1,1,2,1,1
2.533203857,1,0,1,1,1,0
2.371068523,1,1,1,0,1,1
2.543359603,0,1,0,2,0,1
1.805833162,1,0,0,1,1,0
3.310095738,1,1,1,1,1,0
2.567173531,1,1,0,1,0,1
2.435976125,1,1,1,1,1,1
2.471018573,1,0,0,0,0,0
2.224030911,1,0,0,0,0,0
1.937102936,1,1,1,1,1,1
1.757632383,0,1,0,0,1,1
2.696042907,1,1,0,2,0,0
2.791158969,1,1,1,1,0,0
2.408142384,1,1,1,2,1,1
3.459486623,1,1,1,1,1,0
3.296333593,1,0,1,0,0,0
2.49577016,0,1,1,2,1,1
2.772323352,1,1,1,0,1,0
2.583893033,1,0,0,1,1,0
1.937544009,0,0,1,1,1,0
2.615988621,1,1,0,1,0,0
1.589287795,0,0,0,1,1,0
2.493841866,0,0,0,0,1,0
2.664847144,0,0,0,1,0,0
2.512586918,0,1,0,2,1,1
3.068502424,1,1,1,2,0,0
2.436364008,0,0,1,2,1,0
2.158799965,0,0,0,0,1,0
2.364965261,1,0,1,1,1,0
2.685251223,0,1,0,1,0,0
3.091342877,1,0,0,0,1,0
2.16961686,0,1,0,2,1,1
2.410640439,0,0,1,1,0,0
2.622506766,1,1,1,1,1,1
2.70554139,1,1,1,1,0,0
1.196729305,0,0,0,1,0,1
1.518293135,0,0,1,2,0,0
2.586522974,1,0,1,2,1,0
2.1299934,0,1,1,1,1,1
2.118844045,1,0,1,1,1,0
1.981705615,1,0,0,1,0,0
2.296290387,0,1,0,1,1,1
1.769398096,1,1,0,1,1,1
1.969739649,1,1,1,2,0,1
2.66495811,0,0,0,0,1,0
2.817648928,1,1,1,2,1,0
2.284606738,1,1,1,1,1,1
2.666114346,0,0,1,1,1,0
2.72539616,1,1,1,2,1,1
1.591337201,1,0,0,2,1,0
2.371565851,1,0,1,2,1,0
3.14651837,0,1,1,0,0,0
2.004085957,1,1,1,1,0,1
2.778078294,0,0,1,2,1,0
1.848127344,0,0,0,1,1,0
1.841184907,1,0,1,1,1,0
1.925034668,1,1,1,1,0,1
2.595679169,0,0,1,0,1,0
1.691274954,1,1,0,1,1,1
3.282287391,1,1,1,2,1,0
2.09493966,1,1,1,0,0,1
1.707130544,0,1,1,1,1,1
1.987666789,0,1,0,1,1,1
2.757037153,1,1,1,2,1,1
1.815809049,0,0,1,1,1,0
3.006286047,1,1,0,0,1,0
2.312443348,1,1,1,1,0,1
2.718986303,0,0,1,0,0,0
2.752088223,1,1,1,1,1,1
1.721300206,1,0,0,0,0,0
2.370823462,1,1,1,1,1,1
2.481795878,0,0,1,2,0,0
2.395112757,1,0,1,2,1,0
1.50980182,0,1,1,1,0,1
2.776597244,1,1,1,2,1,1
2.912351346,1,1,1,1,0,0
1.630205984,1,0,1,1,1,0
2.113078561,0,0,0,2,0,0
2.431895937,1,0,1,2,0,0
3.860112809,1,1,1,2,1,0
2.591005854,1,1,1,0,1,1
1.172584297,1,0,1,0,0,1
2.376695149,1,1,1,0,1,1
1.686184264,1,1,0,1,1,1
2.599236558,1,1,0,2,1,1
1.721459877,1,1,0,1,0,1
2.347664293,1,1,0,1,1,1
2.141298675,1,0,0,1,0,0
2.774383146,1,1,1,2,1,1
2.6604931,0,1,1,0,0,0
2.087372078,1,1,0,1,1,1
2.551565663,0,0,1,1,1,0
2.638774284,1,1,1,1,1,1
1.621739828,0,0,0,2,1,0
1.853861713,1,0,1,1,1,0
2.436131106,1,1,1,2,0,1
1.746719272,1,1,1,1,1,1
2.654403407,0,0,1,0,0,0
2.328376596,1,0,0,1,1,0
1.547210017,1,0,0,0,0,0
3.218944763,1,1,1,1,0,0
2.473503534,0,1,0,2,1,1
2.476462611,1,0,0,0,1,0
2.624261776,1,0,1,1,0,0
1.961125203,1,1,1,1,0,1
2.66312443,0,0,1,2,1,0
2.255379484,1,0,0,1,1,0
1.456223555,0,1,1,2,1,1
2.134664088,1,1,1,1,1,1
1.308069495,0,1,1,0,1,1
2.329848117,1,0,0,1,1,0
2.673605155,0,0,1,2,1,0
2.400889445,1,0,0,2,1,0
3.201141613,1,1,0,0,1,0
1.589896851,1,0,1,1,0,0
1.689952661,1,0,1,1,1,0
2.413030658,1,0,0,0,0,0
1.631682861,1,0,1,1,1,0
2.432087517,0,0,1,1,0,0
1.517140065,0,0,1,2,1,0
1.128650756,0,0,0,2,1,1
1.983198419,1,1,1,1,0,1
2.596634059,1,1,0,1,1,1
2.361430718,1,0,0,0,0,0
1.586859205,1,1,1,1,1,1
2.475881423,0,1,0,1,0,1
1.951609094,1,0,0,2,0,0
2.430844565,1,1,1,1,1,1
1.037651358,0,1,0,1,0,1
2.228871143,1,0,1,1,0,0
1.745874739,1,1,1,1,0,1
2.688222728,0,0,1,1,1,0
1.779118177,1,1,1,1,0,1
1.928210862,1,1,1,0,0,1
2.651650692,0,1,0,2,0,0
2.782507806,0,0,0,2,1,0
2.767291534,1,1,1,0,0,0
1.544669796,1,0,0,1,1,0
2.263149917,1,1,0,1,0,1
2.379399122,1,0,0,2,1,0
2.032198888,1,1,1,1,1,1
1.702240479,1,1,1,1,1,1
2.078198455,1,0,1,2,1,0
2.613374823,1,1,1,2,1,1
3.751650276,1,1,1,2,1,0
1.567175635,1,1,1,1,0,1
2.05895285,1,0,1,1,1,0
1.814861644,1,1,1,1,1,1
2.384445428,1,1,1,1,0,1
1.943625112,1,1,1,1,1,1
1.580681245,0,1,1,1,1,1
1.783750807,1,1,1,1,0,1
2.590553783,1,1,0,1,0,1
2.194828711,1,1,1,1,1,1
3.994142866,1,1,0,0,0,0
2.412619336,1,1,0,1,1,1
1.914149405,1,1,1,1,1,1
1.82318444,0,1,1,1,1,1
2.301289942,1,0,1,1,0,0
1.824405343,1,0,1,1,1,0
2.240727032,0,1,0,1,1,1
2.161192612,1,0,1,2,1,0
2.116620215,1,1,0,2,1,1
2.427282738,1,0,1,2,1,0
2.632260979,1,1,1,2,0,0
3.053822044,1,1,1,1,1,0
2.419112225,1,1,0,1,1,1
2.744646754,0,0,1,2,0,0
2.458643164,1,1,0,2,1,1
2.550704248,1,0,0,1,1,0
1.030463194,0,0,0,2,0,1
1.678955761,1,0,1,1,1,0
1.752816606,1,0,0,1,1,0
1.923254924,1,1,0,1,0,1
2.248919484,0,1,1,1,1,1
2.125139621,1,0,1,1,1,0
2.132345837,1,1,1,1,1,1
2.520843322,1,0,1,2,1,0
2.144111302,0,0,0,0,0,0
2.687513134,1,1,1,1,1,1
2.234794153,0,1,0,1,1,1
1.548596524,1,0,1,1,1,0
3.949304085,1,1,1,2,0,0
1.774903231,1,1,0,1,1,1
1.755548487,0,1,0,2,1,1
3.073321433,1,0,0,1,1,0
2.67729952,0,1,1,2,0,0
2.347070139,1,0,0,1,1,0
2.12389329,1,1,1,1,1,1
2.329445555,1,0,0,2,1,0
3.880191382,0,0,0,1,0,0
1.963822703,1,1,0,1,1,1
1.50283097,1,1,1,1,0,1
2.084446619,1,1,0,1,1,1
2.522862525,0,0,1,0,0,0
2.169555739,1,0,1,1,0,0
1.512209408,0,1,1,1,1,1
2.170241906,0,1,1,1,1,1
3.067366209,1,1,1,1,0,0
1.983741453,1,0,1,1,1,0
2.680679008,0,1,1,1,0,0
2.23041436,0,1,0,0,0,1
2.260129872,1,0,0,1,0,0
2.748940619,1,1,1,1,1,1
2.701785538,1,0,0,2,0,0
2.135244309,0,1,1,1,1,1
2.433325314,1,0,1,2,1,0
2.793200206,1,1,1,2,1,1
2.153803141,1,1,1,1,1,1
2.418463734,1,1,0,0,1,1
2.186111631,1,1,0,1,1,1
3.686854194,1,0,0,2,0,0
2.360062033,1,0,0,0,0,0
2.582543816,1,1,0,2,1,1
2.877343157,1,1,1,2,0,0
3.637616204,0,0,0,2,1,0
1.915439457,1,1,0,1,0,1
3.407097989,1,1,1,2,1,0
1.627492007,1,1,0,1,0,1
2.03549176,1,0,0,2,0,0
2.175571493,1,0,1,2,0,0
1.655955735,1,0,1,1,1,0
1.511504627,1,1,1,1,1,1
3.448204781,1,1,1,2,0,0
3.977933789,0,1,0,2,0,0
2.052096765,1,0,1,0,1,0
1.403825286,1,0,0,1,0,1
2.614852255,1,1,0,1,0,0
1.440598511,0,1,1,1,0,1
3.978700934,1,0,0,2,0,0
1.80875126,0,1,0,1,0,1
2.450200532,1,0,0,2,1,0
1.714851189,1,1,1,1,0,1
1.563555979,1,0,0,2,1,0
1.589840844,1,1,0,1,0,1
2.546375299,1,1,1,1,1,1
1.829327801,0,0,0,1,1,0
1.875382426,0,1,1,1,0,1
3.723205212,0,0,0,0,0,0
2.732064337,1,0,0,0,1,0
2.460450766,1,1,0,2,0,1
2.376277136,1,1,1,0,1,1
2.659121061,1,0,1,0,1,0
3.461119795,1,1,1,2,0,0
1.612131291,1,1,1,1,1,1
1.784063876,1,1,0,1,0,1
2.209463772,1,0,1,1,1,0
2.892616754,0,0,0,0,0,0
2.660675146,0,0,1,1,0,0
3.328256472,1,1,1,1,0,0
1.875822138,0,1,0,1,0,1
2.241302161,1,1,1,1,0,1
2.479758752,1,1,0,0,1,1
2.002138457,1,1,1,0,0,1
1.90369249,0,1,1,0,0,1
2.362441048,1,0,0,2,1,0
1.811911404,1,1,0,1,0,1
2.278066011,0,1,1,0,0,1
2.155469667,1,1,0,1,1,1
1.925939904,1,1,1,1,0,1
1.369237625,1,1,0,1,1,1
2.561270843,1,1,0,1,1,1
1.972576226,1,0,0,2,1,0
1.909320845,1,0,1,0,0,0
3.179323037,1,1,1,1,0,0
1.596010218,0,1,1,1,0,1
1.805192361,1,1,0,1,1,1
2.525812691,0,0,0,0,0,0
1.695125848,0,1,1,2,0,1
2.629759151,1,0,1,0,1,0
1.961607629,1,1,1,1,1,1
2.323016578,1,0,1,1,1,0
2.656388324,1,0,1,0,0,0
2.268180678,1,1,1,1,1,1
1.669970123,0,1,1,1,0,1
1.751959695,1,1,0,1,0,1
1.77284674,1,1,1,1,1,1
2.931967745,0,1,0,2,0,0
2.653191305,0,1,1,1,1,0
2.656711585,0,0,1,2,0,0
1.502166353,1,1,0,1,1,1
1.770331759,0,1,1,1,1,1
2.426807459,1,0,1,0,0,0
2.52284466,0,1,1,2,1,1
2.446604074,1,1,1,2,1,1
1.80101174,1,0,1,1,1,0
2.440982578,1,1,0,0,1,1
2.044105568,1,1,1,1,0,1
1.849951785,1,0,1,1,1,0
2.206003411,1,1,1,2,0,1
1.621582088,0,0,1,2,0,0
1.660647724,1,1,1,1,0,1
1.89999182,1,0,0,2,1,0
2.733536396,0,0,1,1,0,0
2.752828533,0,1,0,0,0,0
2.146582967,0,1,1,1,1,1
2.705343382,1,1,1,2,1,1
1.850780425,1,1,1,1,0,1
2.457178422,1,1,1,2,1,1
3.133939781,1,1,1,1,1,0
2.683395008,0,0,0,2,1,0
2.083236127,1,0,1,1,1,0
2.414591779,1,1,0,2,1,1
2.315694213,1,0,0,1,1,0
1.535767791,0,0,0,2,0,0
1.806142601,1,1,0,1,1,1
2.7328734,1,1,1,2,1,1
2.171753787,1,0,0,2,1,0
2.451629112,1,1,0,1,0,1
2.633333476,1,1,1,2,1,1
2.442770593,1,1,0,2,1,1
2.559191114,1,1,1,1,0,1
1.183928996,0,0,1,1,1,1
2.014761653,1,1,1,1,1,1
2.470159666,1,1,0,1,1,1
2.734489978,1,1,0,2,1,0
2.636709868,0,1,1,1,1,0
1.9098298,0,0,0,1,1,0
3.808912269,0,0,0,2,0,0
2.256768108,0,1,1,1,1,1
1.635028511,1,1,0,1,1,1
2.660154721,1,0,0,0,1,0
2.001923111,1,1,1,1,1,1
1.882733349,0,1,1,1,1,1
2.090075986,1,0,0,0,0,0
2.007788033,1,0,1,1,1,0
2.23352676,0,0,1,2,0,0
2.53065127,1,1,1,2,1,1
2.646038873,1,0,0,0,1,0
3.09512328,1,1,1,2,1,0
2.662643686,1,1,0,1,1,0
1.809896332,0,0,0,2,1,0
1.869897236,0,1,1,1,0,1
2.759301149,1,1,1,1,1,1
2.546332648,1,0,0,2,1,0
1.92962146,1,0,1,1,1,0
1.81879715,0,1,1,0,1,1
1.451488463,0,1,1,1,0,1
2.496436214,1,0,1,2,1,0
2.055957416,1,1,1,0,1,1
2.332588711,1,1,1,2,1,1
2.560171444,1,1,1,1,1,1
2.736174103,1,0,1,2,1,0
2.744557046,1,1,1,1,1,1
2.089198896,1,1,1,1,1,1
3.559694575,1,1,1,1,0,0
2.719983354,0,1,0,0,0,0
2.686373643,1,1,1,1,1,1
1.780631125,1,0,0,1,1,0
2.64620411,0,0,0,0,1,0
2.306232584,1,1,1,1,1,1
2.659448897,1,1,1,1,1,1
1.822815676,0,1,0,1,1,1
2.734173751,1,1,1,1,1,0
2.236634962,0,0,1,2,0,0
2.582606559,1,0,0,1,0,0
2.758292283,1,1,0,0,1,0
2.7906192,0,0,0,2,0,0
2.34936651,1,1,0,1,1,1
1.956105296,1,1,1,1,1,1
1.879446782,1,1,1,1,0,1
2.161858739,1,1,1,1,1,1
1.852988831,1,0,0,1,1,0
2.730729568,0,1,1,1,1,0
2.402360601,1,1,1,1,1,1
1.920262776,0,1,1,1,1,1
2.943989194,0,1,0,0,0,0
3.042633828,1,1,1,2,0,0
2.170105312,1,1,1,1,1,1
2.711712689,0,1,1,2,0,0
2.401654346,1,0,1,1,1,0
1.581014882,0,1,0,1,0,1
2.56886053,1,0,1,1,1,0
1.822719177,1,1,1,1,1,1
3.661815236,0,1,1,2,1,0
2.679254826,0,1,1,1,1,0
1.516588877,0,0,1,2,0,0
2.473351649,0,1,0,1,1,1
1.578840238,1,0,1,1,1,0
1.750801673,1,1,0,1,0,1
2.474091978,1,0,0,1,1,0
3.825054617,0,1,1,2,1,0
2.36359729,1,0,0,0,1,0
1.938698907,1,1,0,1,0,1
1.699247248,1,1,0,1,1,1
2.883751986,0,0,1,0,1,0
1.107645206,1,1,1,1,0,1
1.677160054,1,1,1,1,1,1
1.236360485,0,1,0,2,0,1
2.455971237,1,1,0,2,1,1
2.762761513,1,1,1,1,1,1
2.774979616,1,0,0,1,1,0
3.780803772,1,1,1,1,0,0
1.507995285,1,0,0,1,0,0
2.115897166,1,0,1,1,0,0
1.700301402,0,1,0,1,1,1
1.986983434,1,0,1,0,1,0
2.768569105,1,1,1,2,1,1
2.369901576,1,1,0,2,1,1
2.21530089,0,0,0,2,1,0
2.480231955,1,1,1,2,1,1
3.810799181,1,1,1,1,0,0
2.636367806,1,1,1,2,1,1
1.881631064,0,0,1,0,1,0
2.013419736,0,0,0,1,0,0
1.731316635,1,0,1,1,0,0
2.682438101,0,1,1,0,0,0
1.556642738,0,0,0,2,0,0
2.068505148,0,0,1,2,1,0
2.235726386,0,0,0,1,0,0
2.870684077,0,0,0,0,1,0
2.644433779,0,1,0,2,0,0
1.594466096,0,0,0,1,0,0
1.596110701,1,1,0,1,1,1
1.510043718,0,0,1,0,1,0
2.007170114,1,1,1,1,0,1
1.944764109,1,0,1,1,1,0
3.942995038,1,1,1,1,0,0
1.89077193,0,1,1,1,0,1
3.878243407,1,1,1,1,0,0
2.505915394,1,0,0,2,1,0
2.640212421,1,0,1,0,0,0
1.883120503,1,0,1,1,1,0
2.592696646,1,1,1,2,1,1
2.0108295,1,0,1,1,0,0
2.253049616,1,1,0,0,0,1
2.317148959,1,1,1,2,1,1
2.344041991,1,1,1,2,1,1
2.256403177,0,0,0,2,0,0
2.427083087,1,0,0,0,0,0
3.139729732,1,0,0,2,0,0
3.577458765,0,0,0,0,1,0
2.725200445,0,1,1,1,1,0
1.600217458,1,0,1,1,1,0
2.282594903,1,1,0,1,1,1
2.730746372,1,0,0,2,1,0
1.705410919,1,1,1,1,1,1
2.5613485,1,0,1,1,1,0
2.736615263,1,0,0,0,0,0
1.637188255,1,1,1,1,0,1
3.219632161,1,1,1,1,0,0
1.755175168,1,1,0,1,0,1
2.025386587,1,1,0,1,0,1
1.955063654,0,0,1,0,0,0
2.632484818,1,0,0,2,1,0
2.38082757,0,1,1,2,1,1
2.356882576,0,0,1,2,0,0
2.624895689,1,1,1,1,1,1
2.627077017,1,0,0,0,0,0
1.849459038,1,0,1,0,1,0
1.987135361,1,1,1,1,1,1
2.713578196,1,1,1,2,1,1
1.646372994,0,1,0,1,1,1
2.000670113,0,1,0,1,1,1
1.734311042,0,1,1,1,1,1
2.692532773,0,1,0,2,1,0
3.635595654,1,1,1,2,1,0
2.114257657,1,0,0,1,1,0
1.678573106,1,1,0,0,0,1
2.72588516,1,1,1,2,0,0
1.961755955,1,1,1,0,0,1
2.326059437,1,0,0,2,1,0
1.543249268,1,1,0,1,1,1
2.732965,1,1,1,1,1,0
2.97180736,1,1,1,2,0,0
2.177839095,1,1,1,1,1,1
3.714883897,1,1,1,1,1,0
2.75608656,1,1,1,2,1,0
1.507877826,1,1,0,1,0,1
2.64267785,1,1,1,1,1,1
2.649082259,1,0,1,2,1,0
2.742847757,0,0,0,1,1,0
2.107765014,1,1,1,1,1,1
2.491970207,1,1,1,2,1,1
2.660004733,1,1,1,1,1,1
1.50960164,0,1,1,0,0,1
2.090641074,0,1,1,1,1,1
1.61450955,1,1,0,1,0,1
1.185732735,0,0,1,0,1,1
2.240721087,1,1,0,0,1,1
2.072275141,0,1,1,0,0,1
2.395388601,1,1,0,2,1,1
1.617547589,0,1,0,1,1,1
2.291383103,1,1,0,1,1,1
2.547283562,1,1,1,1,1,1
2.367972463,1,1,0,0,1,1
1.977818438,1,1,0,1,1,1
2.001157851,1,0,0,0,0,0
3.218314186,1,1,1,2,1,0
1.054999536,0,1,0,1,1,1
3.940357002,0,0,0,2,1,0
2.759923917,1,0,0,0,1,0
2.441578377,0,0,1,2,1,0
1.835850049,1,1,0,1,0,1
1.9207314,1,0,1,1,1,0
1.976371126,1,0,1,0,1,0
1.48063503,0,0,0,0,0,1
3.053475691,1,1,1,1,0,0
1.566946534,1,1,1,1,0,1
1.575308691,1,1,0,1,0,1
3.720973279,1,1,0,0,1,0
2.272210391,1,1,1,2,0,1
1.054084535,0,1,0,2,1,1
1.611475079,1,1,1,0,0,1
2.582060093,1,0,1,1,1,0
2.359231733,0,1,0,1,1,1
2.575708698,1,1,1,2,1,1
2.30135513,1,0,1,2,1,0
2.507160627,1,1,1,0,1,1
2.009138637,0,0,0,0,1,0
2.447639483,1,0,1,2,1,0
1.356273741,0,1,0,2,1,1
2.928415287,1,1,1,2,0,0
2.457662915,1,1,0,0,1,1
1.905400474,1,1,0,1,1,1
3.746750853,1,1,1,2,0,0
2.133022373,1,0,0,2,0,0
2.994545401,1,1,1,2,0,0
2.664672406,0,1,1,0,0,0
1.839045982,1,1,0,1,1,1
2.793123486,0,0,0,0,0,0
3.267843075,1,1,1,2,0,0
1.044394583,0,0,0,2,0,1
1.624595313,1,1,0,1,0,1
2.470331684,0,1,1,1,1,1
2.116857241,1,0,0,1,1,0
1.923671321,0,1,1,1,1,1
1.656620799,1,1,0,1,1,1
3.231826741,1,1,1,2,1,0
2.413324543,1,0,1,2,1,0
1.982479654,0,1,1,2,1,1
2.3870645,1,1,1,1,1,1
3.612355358,1,1,1,1,1,0
2.640880051,0,1,1,0,1,0
2.35629951,0,1,0,1,1,1
2.441061992,0,1,0,1,1,1
2.510774955,1,0,1,1,1,0
2.72017921,1,0,0,0,1,0
2.209270126,1,1,0,1,1,1
1.813764751,1,0,1,1,0,0
2.399386968,1,0,1,2,1,0
2.523791797,1,1,1,2,1,1
2.154221329,1,1,1,1,1,1
2.450043236,1,1,1,0,1,1
2.246881685,1,1,1,0,1,1
2.320804503,1,0,0,0,1,0
2.547258796,0,0,0,0,0,0
1.945014892,1,1,0,1,0,1
1.665500244,1,1,1,1,1,1
2.849416316,1,1,1,1,1,0
3.797723465,0,0,0,1,0,0
1.072175724,1,1,0,2,0,1
2.50699856,1,0,0,1,1,0
1.679175303,1,1,0,1,0,1
1.859483387,1,0,1,1,1,0
1.7086455,1,1,1,1,1,1
2.761933891,1,1,1,1,1,1
1.962198546,0,0,0,1,1,0
1.69410272,1,1,0,1,0,1
2.368916501,1,1,1,2,1,1
2.496584982,1,1,0,1,1,1
1.070555402,0,1,1,0,0,1
3.17976296,1,1,1,1,1,0
2.223004826,0,0,1,0,0,0
2.48306964,0,1,1,1,1,1
2.191156036,1,1,0,1,0,1
2.004266616,1,1,1,1,0,1
2.382570366,1,1,1,1,1,1
1.998187509,0,1,0,2,1,1
1.703894851,1,1,0,0,1,1
2.217513187,1,0,1,1,1,0
1.971849128,1,1,1,1,1,1
1.739540414,0,0,1,2,0,0
1.776420501,0,1,1,1,0,1
3.149670023,1,0,0,2,0,0
2.285087048,1,1,0,1,1,1
3.546639584,1,1,1,2,0,0
2.602097766,1,1,1,1,1,1
2.203113171,1,0,0,1,1,0
1.587356377,1,1,0,1,1,1
2.569256869,1,1,0,0,1,1
3.52712517,0,1,0,1,0,0
1.990260385,1,1,1,1,1,1
1.845090736,1,1,1,1,1,1
1.766637976,1,1,1,1,1,1
2.534646005,1,0,0,2,1,0
1.901644635,0,1,0,1,1,1
1.927400194,0,1,1,2,1,1
2.712229173,0,1,1,1,0,0
2.332608924,0,1,1,1,0,1
2.537999073,0,0,0,0,0,0
1.912712219,1,1,1,1,1,1
3.663397032,0,0,0,2,1,0
1.831247334,1,1,0,1,1,1
2.438647715,0,1,0,1,0,1
2.758590212,1,1,1,1,1,1
2.522639247,1,0,0,2,1,0
1.505966771,1,1,1,1,0,1
3.823607104,1,1,1,0,1,0
2.617022083,1,1,1,2,1,1
2.423123792,1,1,1,1,1,1
1.372875454,1,0,1,0,0,1
2.976625126,0,1,1,0,0,0
2.441617995,1,0,0,2,1,0
1.761224872,1,1,1,1,0,1
1.780815807,0,0,0,0,1,0
2.766632159,1,1,1,1,1,1
2.108307858,1,1,0,1,0,1
2.760081887,1,1,1,1,1,1
1.768228901,0,0,1,1,0,0
2.651882925,0,0,1,2,1,0
2.697315362,1,1,1,1,1,1
2.242278487,0,1,0,1,1,1
2.739033943,1,1,1,1,0,0
1.227068375,0,0,0,0,1,1
2.461457643,0,0,0,0,0,0
2.173081695,1,1,0,1,1,1
2.308144945,0,1,1,1,0,1
2.27919055,1,1,0,1,1,1
2.442951553,1,1,1,2,1,1
2.47918356,1,0,0,1,1,0
2.229961754,0,0,1,1,0,0
2.26717455,1,1,1,1,1,1
1.962530172,0,1,0,0,1,1
2.452023882,1,1,1,1,1,1
1.791237524,0,1,1,1,1,1
1.693015051,1,1,0,1,1,1
2.877771201,1,1,1,2,1,0
1.779313116,1,1,0,1,0,1
3.189003158,1,0,0,0,0,0
2.079325987,1,0,1,0,1,0
1.610527604,0,1,1,1,1,1
2.704101257,0,1,0,1,1,0
3.68718955,1,1,1,1,1,0
3.948893449,0,0,0,1,0,0
3.500252994,1,1,1,1,0,0
2.766915625,1,1,0,2,1,0
1.77840367,0,1,0,1,0,1
1.978080449,1,1,1,1,0,1
2.180101759,0,1,0,1,1,1
2.081362604,0,1,0,1,1,1
2.734219697,1,1,1,2,1,1
1.655150106,1,1,1,1,0,1
2.595832544,1,0,1,0,1,0
2.040116576,1,1,1,1,0,1
2.054865196,1,1,0,1,1,1
2.915055253,0,1,1,0,0,0
2.200171008,0,0,0,1,0,0
3.330458472,0,1,1,0,1,0
2.729646584,1,1,0,1,0,0
2.246294412,1,0,1,1,1,0
1.727209646,0,0,0,0,1,0
1.898055851,1,1,1,1,1,1
2.366550741,0,0,0,0,1,0
1.194752343,1,1,0,1,1,1
2.507576861,1,1,0,1,0,1
2.78675741,0,0,1,2,1,0
1.745375962,0,1,1,1,1,1
2.597848762,1,0,1,0,0,0
2.663985675,1,1,1,2,1,1
1.981115231,0,1,0,0,0,1
3.60711086,1,1,1,1,1,0
2.290674864,0,0,1,0,1,0
1.92236061,1,0,1,1,1,0
3.440696305,1,1,1,2,1,0
1.882514089,1,1,0,1,1,1
1.448329895,0,0,0,2,1,1
1.573097302,1,1,1,1,1,1
1.962752482,1,1,1,1,1,1
1.52088923,1,1,0,1,0,1
3.422575176,1,1,1,0,0,0
2.658398856,0,1,1,1,0,0
1.538443032,1,1,1,1,1,1
2.05425512,1,1,0,1,1,1
2.346927902,1,1,1,1,1,1
2.462950918,0,0,0,0,0,0
2.542775574,1,0,1,2,1,0
2.418729041,1,0,0,1,1,0
2.265254068,1,0,1,1,1,0
2.303063709,1,1,1,0,1,1
2.118123985,1,0,0,1,0,0
2.715369537,1,1,1,2,1,1
2.050965124,0,0,0,2,1,0
2.612167876,0,1,0,2,0,0
2.79167814,1,0,0,0,0,0
1.829686326,1,0,1,1,1,0
1.856853406,0,0,0,0,1,0
2.399114965,1,0,1,2,1,0
2.388364364,1,0,1,1,1,0
2.717729326,1,1,0,2,0,0
1.666230431,1,1,0,2,0,1
2.657202598,1,1,1,2,0,0
1.717889255,1,1,1,1,1,1
2.707752764,1,1,0,1,0,0
2.016894523,1,1,0,1,1,1
3.445020289,0,0,1,0,1,0
2.214907144,1,1,1,0,1,1
2.718981132,0,0,0,0,1,0
1.981995619,1,1,1,1,1,1
2.086287625,1,0,0,1,1,0
3.169616217,1,1,1,1,1,0
2.519189281,1,1,0,0,1,1
3.093417976,1,1,1,2,0,0
2.683139507,1,1,1,1,0,0
2.482816064,1,0,1,1,1,0
1.590679283,1,1,0,1,1,1
3.79823699,1,1,0,0,1,0
1.6220758,1,1,0,1,1,1
2.490394557,0,0,1,0,1,0
2.773843756,0,0,1,2,0,0
1.245310689,0,0,0,0,0,1
2.423251721,1,0,0,2,1,0
1.870821034,0,0,1,0,1,0
2.56351561,1,1,0,0,1,1
1.700264728,1,0,1,1,1,0
3.159235199,1,1,1,1,1,0
1.099928286,0,0,1,1,0,1
2.038485284,1,1,1,0,0,1
2.646535642,0,1,1,2,0,0
2.21037251,0,1,0,1,1,1
2.786978697,0,0,1,1,1,0
